회사명,공장주소(도로명),공장주소(지번),업종명,전화번호,종업원수(총인원),생산품,원자재
보성콘덕터(주),경기도 포천시 가산면 가산로 122-29 외 3필지,경기도 포천시 가산면 방축리 370-2번지 외 3필지,기타 절연선 및 케이블 제조업,031-541-1170,3,동축케이블,
보스웰상사,경기도 포천시 가산면 포천로898번길 138,경기도 포천시 가산면 금현리 306-11번지,화학섬유직물 직조업,031-544-0803,5,수세미,화학섬유
보원섬유,경기도 포천시 군내면 용정2길 20-9,경기도 포천시 군내면 용정리 89-10번지,편조원단 제조업,031-536-6177,4,원단,
보현석재주식회사,경기도 포천시 일동면 사당말1길 195 외 4필지,경기도 포천시 일동면 사직리 878-3번지 외 4필지,기타 석제품 제조업,031-536-5296,27,석제품,
복산상사,"경기도 포천시 가산면 마전길 134, 가동(일부120평) (가산면)",경기도 포천시 가산면 마전리 330-4번지 가동(일부120평),포장용 플라스틱 성형용기 제조업,031-544-1380,10,프라스틱용기,폴리프로피렌(PP)
봉주섬유,경기도 포천시 가산면 선마로 163-43 외 2필지,경기도 포천시 가산면 마산리 568-4번지 외 2필지,편조원단 제조업,031-543-9552,6,편조원단,원사 등
부강아이앤씨,"경기도 포천시 소흘읍 소흘로 87, E동",경기도 포천시 소흘읍 무봉리 210 E동,기타 구조용 금속제품 제조업 외 1 종,031-541-1286,6,"이동식초소, 흡연부스, 분리수거장","파이프, sus스텐 등"
부광섬유,경기도 포천시 가산면 궁말길 101-11,경기도 포천시 가산면 금현리 547-5,침구 및 관련제품 제조업,031-531-9102,2,솜,솜자재
부농식품,경기도 포천시 가산면 정금로392번길 39-6,경기도 포천시 가산면 금현리 60-6번지,곡물 제분업,031-544-3348,3,곡물제분,
부림섬유공업사,경기도 포천시 가산면 가산로240번길 31-6,경기도 포천시 가산면 방축리 79번지,자수제품 및 자수용재료 제조업 외 1 종,031-543-3510,8,양말자수제조,
부민,경기도 포천시 가산면 정금로393번길 58-15,경기도 포천시 가산면 금현리 436번지,그 외 기타 특수목적용 기계 제조업,031-543-5228,5,음식물쓰레기 수거장비,"철재케이스,저울,모터,철자재,배선덕트,제어장치등"
부영,경기도 포천시 소흘읍 호국로 324-18 외 4필지,경기도 포천시 소흘읍 이동교리 354-1 외 4필지,"플라스틱 포대, 봉투 및 유사제품 제조업",031-542-1543,7,비닐봉투,비닐원단
부영섬유,경기도 포천시 신북면 신평리 673-13번지 가동,경기도 포천시 신북면 신평리 673-13번지 가동,솜 및 실 염색가공업,031-534-7384,5,염색사,원사
부일창호 주식회사,경기도 포천시 소흘읍 무봉리 109-3,경기도 포천시 소흘읍 무봉리 109-3,"금속 문, 창, 셔터 및 관련제품 제조업",031-541-8722,4,알루미늄 창호,알루미늄바
북삼PS,"경기도 포천시 소흘읍 초가팔로 59-3, 가동",경기도 포천시 소흘읍 이가팔리 512번지 가동,합성수지 및 기타 플라스틱 물질 제조업,031-543-9079,3,PSP펠렛,
블록킹 주식회사,경기도 포천시 창수면 창동로 314 외 1필지,경기도 포천시 창수면 오가리 44 외 1필지,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",031-534-3800,3,보도블럭,"시멘트,모래,자갈"
블루오션153,경기도 포천시 소흘읍 죽엽산로237번길 19,경기도 포천시 소흘읍 고모리 519,그 외 기타 분류 안된 섬유제품 제조업,031-544-3534,2,"유아용 카페트, 가정용 쿨매쉬",섬유
비.에이엔에프컴퍼니,경기도 포천시 부흥로 685 (가산면),경기도 포천시 가산면 정교리 10-3,기타 구조용 금속제품 제조업,031-544-7242,3,철구조물(이동식초소 등),철재. 스텐레스 스틸
비앤티포장(주),경기도 포천시 화현면 화동로 271-50 외 1필지,경기도 포천시 화현면 화현리 1067-3 번지 외 1필지,골판지 제조업 외 1 종,031-534-1000,16,"지함,골판지종이박스",종이
비앤티포장(주) 제2공장,경기도 포천시 화현면 화동로 271-42,경기도 포천시 화현면 화현리 1068-1번지,골판지 제조업 외 1 종,031-534-1000,8,골판지상자,골판지 종이원단
비에프데코,"경기도 포천시 가산면 정금로473번길 67-39, (B동)",경기도 포천시 가산면 금현리 434-8 (B동),표면처리 및 적층 직물 제조업,031-542-4472,4,PVC데크필름,PVC필름
비오씨코리아(주),경기도 포천시 내촌면 진금로 4-42,경기도 포천시 내촌면 진목리 194,그 외 기타 가구 제조업 외 1 종,031-533-2512,4,"수납선반, 금속보관용선납,금속가구","알루미늄, 플라스틱 수지재, 스텐레스 등"
비전ENG,경기도 포천시 내촌면 작은넙고개길 20,경기도 포천시 내촌면 진목리 395번지,금속탱크 및 저장용기 제조업 외 1 종,031-532-4775,4,콤프레샤 에어탱크,철판
비제이산업(주),경기도 포천시 가산면 포천로912번길 61 외 3필지,경기도 포천시 가산면 마전리 591-6 외 3필지,편조원단 제조업 외 2 종,031-541-0172,25,"섬유원단,담요,마스크(KF94,KF80)","원사,부직포,필터"
비제이얀텍스,경기도 포천시 군내면 용정2길 25,경기도 포천시 군내면 용정리 89-5번지,편조원단 제조업,031-543-5947,6,"원단,원사",
비져니어,"경기도 포천시 호국로 1007, 산학협력단313호 (선단동, 대진대학교)",경기도 포천시 선단동 산 11-1번지 대진대학교 산학협력단313호,기타 전기 변환장치 제조업,031-533-1347,2,방전대응 긴급시동장치,"슈퍼 커패시터,메인보드,본체 케이스"
비케이진,경기도 포천시 영중면 사은다리1길 81 외 1필지,경기도 포천시 영중면 거사리 505-4번지 외 1필지,날염 가공업,031-533-9637,7,원단나염,원단나염
사랑방가구,"경기도 포천시 자작로6길 41, 자작동588-1 (자작동)",경기도 포천시 자작동 588-1번지 자작동588-1,기타 목재가구 제조업,031-534-0563,15,"장롱, 책상",
사회복지법인 안동재활원,경기도 포천시 천보2길 34 (동교동),경기도 포천시 동교동 691-5번지,배전반 및 전기 자동제어반 제조업,031-541-8112,20,수배전반 계장제어반,
사회복지법인 한국청각장애인복지회 청음공방,"경기도 포천시 내촌면 부마로282번길 99, B동, C동 1층, D동","경기도 포천시 내촌면 마명리 120-8 B동, C동 1층, D동",기타 목재가구 제조업 외 10 종,031-532-2164,30,"목재가구,의자,영상감시장치,출입통제시스템,배전반 및 자동제어반, 전기자동차용충전장치제조, 프로세스제어반 제조, 폐쇄형배전반(분전반,전동기제어반포함) 제조","합성목재,엣지,PCB보드,IP모듈,케이스 등"
사회적협동조합 공감과연대 세움,"경기도 포천시 군내면 유교로 43, (유교리 737-1번지, 다동,라동)","경기도 포천시 군내면 유교리 737-1번지 (유교리 737-1번지, 다동,라동)",위생용 종이제품 제조업,031-531-8004,10,화장지류,종이
삼경산업사,경기도 포천시 가산면 정교1길 52,경기도 포천시 가산면 정교리 484-2번지,단추 및 유사 파스너 제조업,031-542-5052,6,단추,
삼덕푸드,경기도 포천시 이동면 화동로 1817,경기도 포천시 이동면 연곡리 805-3,천연 및 혼합조제 조미료 제조업 외 1 종,031-534-5563,5,"조미식품류,기탁식품류","야채,춘장,밀가루 등"
삼보섬유,경기도 포천시 소흘읍 무봉리 564-31번지,경기도 포천시 소흘읍 무봉리 564-31번지,편조원단 제조업,02-468-6010,30,원단,화섬원사
삼보케미칼,경기도 포천시 포천로427번길 9 (내촌면),경기도 포천시 내촌면 진목리 265-0,계면활성제 제조업,031-543-0766,3,계면활성제,
삼성밸브공업사,경기도 포천시 가산면 정금로162번길 6-18,경기도 포천시 가산면 정교리 260번지,"탭, 밸브 및 유사장치 제조업",031-542-4492,4,축산밸브,
삼성산업,경기도 포천시 가산면 좌의길 225,경기도 포천시 가산면 마전리 145-3번지,운송장비 조립용 플라스틱제품 제조업 외 1 종,031-543-0666,9,"패킹,가스켓",
삼성식품기계,경기도 포천시 설운동 587-4 외 1필지,경기도 포천시 설운동 587-4 외 1필지,과자류 및 코코아 제품 제조업 외 2 종,031-542-3267,7,"과자류, 뻥튀기기계","현미,소금,물, 뻥튀기기계 반제품"
삼성텍스,경기도 포천시 영중면 양문공단로1길 49,경기도 포천시 영중면 양문리 1014-2,솜 및 실 염색가공업,031-533-3315,5,실 염색 및 가공,"포리, 나일론"
삼성텍스타일,경기도 포천시 가산면 정교리 286-2번지,경기도 포천시 가산면 정교리 286-2번지,편조원단 제조업,031-541-7988,4,"니트류, 횡편원단",원사
삼솔정공(주),경기도 포천시 화현면 봉화로 776-73 (총 2 필지) 외 1필지,경기도 포천시 화현면지현리 지현리510-5 외 1필지,금속 스프링 제조업,031-532-1317,39,각종스프링,
삼양기업(주),경기도 포천시 소흘읍 거친봉이길 58-12 (총 7 필지) 외 6필지,경기도 포천시 소흘읍 무봉리 383-19번지 외 6필지,레미콘 제조업,031-544-3600,8,레미콘,
삼양기업(주),경기도 포천시 소흘읍 거친봉이길 58-14 외 11필지,경기도 포천시 소흘읍 무봉리 383-16번지 외 11필지,레미콘 제조업,031-544-3600,8,레미콘,"시멘트,자갈,모레"
삼양약화학(주),경기도 포천시 송선로265번길 35 (설운동),경기도 포천시 설운동 420-1번지,배합 사료 제조업 외 2 종,031-541-1662,47,"대사성약(기관계용약,항생물질제재)",
삼양케이지,경기도 포천시 영북면 호국로 3416-52,경기도 포천시 영북면 야미리 466번지,금속선 가공제품 제조업,031-536-7007,4,닭장,
삼에스기계(주),경기도 포천시 가산면 정금로393번길 88 외 2필지,경기도 포천시 가산면 금현리 902-12번지 외 2필지,"기타 섬유, 의복 및 가죽 가공 기계 제조업",031-543-8534,23,섬유기계(환편기),"주물용 철(S45C), 주조용 캠(A3)"
삼영벨트공업주식회사,경기도 포천시 소흘읍 호국로479번길 21,경기도 포천시 소흘읍 이동교리 86번지,세폭직물 제조업,031-542-1316,10,가방끈,가방끈 제조에 필요한 원자재
삼우보일러,경기도 포천시 해룡로 89 (설운동),경기도 포천시 설운동 560-24,산업용 난방보일러 및 방열기 제조업,031-544-6466,2,보일러,"철판, 파이프"
삼우실업,경기도 포천시 군내면 직두리 264 외 1필지,경기도 포천시 군내면 직두리 264 외 1필지,그 외 기타 식료품 제조업,031-536-8600,5,계란,
삼우안전유리,경기도 포천시 가산면 포천로736번길 42-30,경기도 포천시 가산면 금현리 269-3번지,가정용 유리제품 제조업,031-544-5441,5,강화유리,판유리
삼웅섬유,경기도 포천시 군내면 용정2길 15,경기도 포천시 군내면 용정리 89-5번지,편조원단 제조업,031-534-8364,4,원단,
삼원기업,경기도 포천시 가산면 선마로 145-1,경기도 포천시 가산면 마산리 563-26번지,세폭직물 제조업,031-532-0571,6,라벨,
삼원산업 주식회사,경기도 포천시 군내면 반월산성로375번길 111 외 3필지,경기도 포천시 군내면 상성북리 360 외 3필지,그 외 기타 플라스틱 제품 제조업,031-574-3207,19,주방용품 악세사리,플라스틱
삼원섬유,경기도 포천시 송선로 199-76 (설운동),경기도 포천시 설운동 361-6번지,편조원단 제조업,031-535-2915,5,섬유직물,나일론 폴리에스틸
삼원화학(주),경기도 포천시 소흘읍 초가팔로 22-48 외 1필지,경기도 포천시 소흘읍 초가팔리 320 번지 외 1필지,플라스틱 필름 제조업 외 1 종,031-541-5551,30,PVC시트,
삼정산업가스(주),경기도 포천시 가산면 시우동1길 53 외 1필지,경기도 포천시 가산면 가산리 473 외 1필지,산업용 가스 제조업,031-542-6221,17,산업용가스,가스
삼정수지,경기도 포천시 가산면 마현3길 75 외 1필지,경기도 포천시 가산면 금현리 938-1번지 외 1필지,혼성 및 재생 플라스틱 소재 물질 제조업,031-544-7314,5,플라스틱배합원료,재활용폐기물(합성수지)
삼정이엔지,"경기도 포천시 소흘읍 죽엽산로 230, 나, 다동","경기도 포천시 소흘읍 고모리 504-23 나, 다동",절삭가공 및 유사처리업 외 2 종,031-544-3402,2,"주유기 부품, 요소수 부품, 탄두 회수장비","AL증력주조, 스테인리스정밀주조, AR500,SS40"
삼중씨엠텍(주),경기도 포천시 내촌면 매봉1길 12-15 외 2필지,경기도 포천시 내촌면 음현리 486번지 외 2필지,비내화 모르타르 제조업 외 3 종,031-532-3530,11,접착용타일시멘트 등,
삼진산업,경기도 포천시 군내면 용정리 484-9,경기도 포천시 군내면 용정리 484-9,도장 및 기타 피막처리업,031-541-4574,14,"도금, 도장",분체도료
삼진조명,"경기도 포천시 군내면 좌의길 114, J동 (군내면)",경기도 포천시 군내면 좌의리 352-8번지 J동,육상 금속 골조 구조재 제조업 외 2 종,031-543-7951,3,"가로등주, 가로등","철파이프, 철판, 전구, 안정기, 커버"
삼진프라스틱공업(주),경기도 포천시 가산면 시우동길 184 (가산면) 외 3필지,경기도 포천시 가산면 가산리 328-4번지 외 3필지,플라스틱 필름 제조업 외 1 종,031-542-4477,37,"PVC,PS,PP,PET시트",
삼창씨에스(주),경기도 포천시 신북면 청신로 2117-25 (총 3 필지),경기도 포천시 신북면 기지리 950번지,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업,031-536-9700,35,원심력 철근 콘크리트흉관,"철근,모래,자갈,시멘트"
삼텍코리아,경기도 포천시 내촌면 부마로282번길 33-30,경기도 포천시 내촌면 마명리 109-4번지,가방 및 기타 보호용 케이스 제조업,031-576-3413,3,"전기,전자부품케이스",강판
