순번,회사명,공장대표주소(도로명),공장대표주소(지번),업종명,전화번호,팩스번호,종업원수,생산품명,데이터기준일자
487,에스에이씨티(주),"경기도 하남시 미사강변서로 16, F동 433호(풍산동, 하우스디스마트밸리)",경기도 하남시 풍산동 490-2 하우스디스마트밸리 F동 433호,전기경보 및 신호장치 제조업 외 2 종,02-482-3119,031-793-1119,2,"화재경보기, 전기회로 연결 및 접속기기, 자동조절 및 제어용기기(가정용 및 상업용)",2025-06-30
488,에스지메디칼 주식회사,경기도 하남시 초광산단로 76 (광암동),경기도 하남시 광암동 400-2,그 외 기타 분류 안된 화학제품 제조업,02-2240-9807,02-2240-7099,15,"체외진단의료기기,진단키트,진단시약",2025-06-30
489,에이아이에스테크놀러지(주),"경기도 하남시 조정대로 45, 3층 F311 (풍산동)",경기도 하남시 풍산동 493번지 3층 F311,컴퓨터 제조업 외 1 종,02-549-3203,02-549-3207,4,"중형 및 대형컴퓨터, 광섬유 전송시스템 전용부품",2025-06-30
490,에이웍스,경기도 하남시 하남대로622번안길 43 (천현동),경기도 하남시 천현동 447-4번지,간판 및 광고물 제조업,,,4,"광고용매대,진열장",2025-06-30
491,에이웍스원(주),경기도 하남시 하남대로654번길 24-54 (천현동),경기도 하남시 천현동 53-13번지,간판 및 광고물 제조업,031-794-6475,031-794-6481,8,진열대,2025-06-30
492,에이원메디칼,"경기도 하남시 미사강변중앙로7번안길 25, B동409호(풍산동, u-테크밸리)",경기도 하남시 풍산동 595-1 u-테크밸리 B동409호,그 외 기타 의료용 기기 제조업,031-576-7769,031-624-1909,1,정형용견인치료기,2025-06-30
493,에이지(AG)홀딩스,"경기도 하남시 초광산단로 34-2, 3층, 4층, 5층, 6층(초이동)","경기도 하남시 초이동 627-4 3층, 4층, 5층, 6층","금속 문, 창, 셔터 및 관련제품 제조업",02-441-9681,02-441-9684,5,"금속문,창호샤시",2025-06-30
494,에이치케이이노엔(주),"경기도 하남시 하남대로 947, D동 1004,1005,1006,1007,1008,호(풍산동, 하남테크노밸리 U1 CENTER) 외 1필지","경기도 하남시 풍산동 618 하남테크노밸리 U1 CENTER D동 1004,1005,1006,1007,1008,호",생물학적 제제 제조업,031-218-3450,,26,항암면역세포유전자치료제,2025-06-30
495,에이피엘(주),"경기도 하남시 미사강변중앙로 11, WB103호(풍산동, 두산 더프론트 미사)",경기도 하남시 풍산동 599-2 두산 더프론트 미사 WB103호,전기회로 접속장치 제조업 외 9 종,031-529-6886,,8,"LED조명, 항공등화, 해상용등명기, 탐조등, 항공등, LED가로등, 손전등, 제어반, 등기구지지대",2025-06-30
496,에코솔루션 주식회사,"경기도 하남시 조정대로 150, 4층 469,470호(덕풍동, 아이테코)","경기도 하남시 덕풍동 762 아이테코 4층 469,470호",전구 및 램프 제조업 외 5 종,031-8027-2087,031-624-2447,12,"LED조명기구, 전구 및 램프, 조명장치, 전동기, 발전기 및 전기 변환장치, 전시 및 광고용 조명장치, 바닥신호등",2025-06-30
497,엑사테크놀로지스(주),"경기도 하남시 조정대로 45, B3층 FB 313호(풍산동, 미사센텀비즈)",경기도 하남시 풍산동 493 미사센텀비즈 B3층 FB 313호,컴퓨터 제조업 외 1 종,070-7605-0101,070-7605-0108,2,"컴퓨터서버,디스크어레이, 네트워크스위치, SFP모듈",2025-06-30
498,엘스코리아,경기도 하남시 대성로 7-9 (항동),경기도 하남시 항동 160-3,구조용 금속 판제품 및 공작물 제조업 외 2 종,031-796-0789,031-796-0799,1,"건축용 금속공작물, 바닥깔개와 매트, 카펫",2025-06-30
499,엘티스(주),"경기도 하남시 하남대로 947, C동 910호(풍산동, 하남테크노밸리 U1 CENTER)",경기도 하남시 풍산동 618 하남테크노밸리 U1 CENTER C동 910호,일반용 전기 조명장치 제조업 외 4 종,02-518-1074,02-514-4543,15,"LED조명기구,LED램프,기타휴대형전등,LED광고판, 공기제습기",2025-06-30
500,연테크,"경기도 하남시 조정대로 150, 아이테코 932호 (덕풍동)",경기도 하남시 덕풍동 762번지,"전자기 측정, 시험 및 분석기구 제조업",02-2285-5974,02-2285-5978,3,전기통신기기 및 분석기,2025-06-30
501,영원벽돌시스템 주식회사,"경기도 하남시 하남대로 947, A-802호(풍산동, 하남테크노밸리 U1 CENTER)",경기도 하남시 풍산동 618 하남테크노밸리 U1 CENTER A-802호,일반철물 제조업,031-8028-1040,031-8028-1039,4,벽돌보수보강철물,2025-06-30
502,예갤러리,"경기도 하남시 초광로 102, 204호 (광암동)",경기도 하남시 광암동 37-1번지 204호,기타 목재가구 제조업,031-474-1577,050-4096-2633,2,"탁자,가구,의자",2025-06-30
503,예원에스(주),"경기도 하남시 하남대로 947, B동 416,417호(풍산동, 하남테크노밸리 U1 CENTER)","경기도 하남시 풍산동 618 하남테크노밸리 U1 CENTER B동 416,417호",일반철물 제조업,031-5180-3030,031-624-0132,11,진열대외(금속제 선반 받침대),2025-06-30
504,우리들생활과학,"경기도 하남시 미사강변서로 16, 하우스디스마트밸리 F742호 (풍산동)",경기도 하남시 풍산동 490-2번지 하우스디스마트밸리 F742호,기체 여과기 제조업 외 1 종,,050-4387-8349,4,소형가전(공기청정기),2025-06-30
505,우리콤텍스타일,경기도 하남시 초광산단로 113 (광암동),경기도 하남시 광암동 407-6,편조원단 제조업,02-429-5956,02-426-2165,12,"자카드,니트,원단",2025-06-30
506,우림레미콘 주식회사,경기도 하남시 초광산단로 8 (초이동),경기도 하남시 초이동 541-1번지,레미콘 제조업,02-742-6181,02-442-4181,47,레미콘,2025-06-30
507,우미산업,"경기도 하남시 초이로 50-1 (초이동, 대셩F엔씨)",경기도 하남시 초이동 321-4번지,제책업 외 1 종,02-429-4114,02-477-1357,12,제책제본.가구,2025-06-30
508,우성,경기도 하남시 초광산단로 107 (광암동),경기도 하남시 광암동 407-9번지,주방용 및 음식점용 목재가구 제조업,031-795-4445,031-795-8533,22,"붙박이장, 편의점카운터",2025-06-30
509,우신복층유리(주),경기도 하남시 하남대로 1037-15 (풍산동),경기도 하남시 풍산동 244-1번지,판유리 제조업 외 2 종,031-795-0070,031-795-0130,15,강화유리제조,2025-06-30
510,우신테크,경기도 하남시 초광산단로 32-2 (초이동),경기도 하남시 초이동 627-5,그 외 금속 압형제품 제조업,,0504-443-4341,4,"선반 부품, 전자제어부품 등",2025-06-30
511,우주산업건설(주),"경기도 하남시 초일로 180, 1층 (초일동)",경기도 하남시 초일동 222-10번지,기타 운동 및 경기용구 제조업,031-794-4800,031-796-5234,4,수영장시설기구,2025-06-30
512,월드지플러스판매(주),"경기도 하남시 조정대로 150, 4층 462 (덕풍동, 아파트형공장 ITECO)",경기도 하남시 덕풍동 762번지,"탭, 밸브 및 유사장치 제조업",031-790-1052,031-790-1054,5,난방수 유량 자동온도조절밸브,2025-06-30
513,웨이비테일,"경기도 하남시 미사강변중앙로7번안길 25, B동 404호(풍산동, u-테크밸리)",경기도 하남시 풍산동 595-1 u-테크밸리 B동 404호,기타 무선 통신장비 제조업,,,2,"IoT관련 무선통신기기(WiSE, WiDE)",2025-06-30
514,위니온 주식회사,"경기도 하남시 조정대로 35, 제에프동 708호, 709호(풍산동, 미사 하우스디 엘타워)","경기도 하남시 풍산동 492 미사 하우스디 엘타워 제에프동 708호, 709호",유선 통신장비 제조업,02-858-0119,02-858-0129,9,"광통신부품(수신기,중계기), 화재유선 경보시스템",2025-06-30
515,유니온플러스,"경기도 하남시 조정대로 150, 4층 426 (덕풍동, 아파트형공장 ITECO)",경기도 하남시 덕풍동  762번지,간판 및 광고물 제조업 외 3 종,031-796-5707,,13,사무용품 등,2025-06-30
516,유룩스,경기도 하남시 검단산로34번길 35-16 (하산곡동),경기도 하남시 하산곡동 127-3번지,"천막, 텐트 및 유사 제품 제조업",031-796-6920,031-796-6919,1,파라솔,2025-06-30
517,유성농장,경기도 하남시 샘재로 37-1 (교산동),경기도 하남시 교산동 166-2번지,그 외 기타 식료품 제조업,,031-796-8533,6,구운란,2025-06-30
518,유신창호,경기도 하남시 초광산단동로6번길 63 (광암동),경기도 하남시 광암동 408-4번지,플라스틱 창호 제조업,02-442-3475,02-429-3497,5,P.V.C.창호,2025-06-30
519,유원공사,"경기도 하남시 초광산단로 122, 지하1층, 지상 1, 2,4,5,6,7층 (광암동)","경기도 하남시 광암동 409-3 지하1층, 지상 1, 2,4,5,6,7층",플라스틱 창호 제조업,02-484-6104,02-484-6105,4,창호,2025-06-30
520,유한회사 화통,"경기도 하남시 조정대로 35, 하우스디엘타워 F405호 (풍산동)",경기도 하남시 풍산동 492번지 하우스디엘타워 F405호,가정용 전기 난방기기 제조업,031-5175-4077,031-5175-4078,3,탄소보일러(가정용전기난방기기),2025-06-30
521,율진기계(주),경기도 하남시 초광산단로 104 (광암동),경기도 하남시 광암동 406-1,기체 펌프 및 압축기 제조업,02-443-4800,031-791-3717,8,공기압축기 및 휠터,2025-06-30
522,은샘푸드(주),경기도 하남시 산곡북로 32-17(하산곡동),경기도 하남시 하산곡동 410-2,육류 포장육 및 냉동육 가공업 (가금류 제외) 외 1 종,031-795-4540,070-4466-0039,15,"등심포션육, 삼겹살, 우등심, 돈까스",2025-06-30
523,은선교역,"경기도 하남시 미사강변중앙로7번안길 25, B동 1005호,1006호,1007호, 1008호(풍산동)","경기도 하남시 풍산동 595-1 B동 1005호,1006호,1007호, 1008호",자수제품 및 자수용재료 제조업,02-431-1882,031-8027-6469,7,기계자수제품 및 악세사리,2025-06-30
524,이거팩토리,"경기도 하남시 미사강변중앙로31번길 30, 912호(풍산동, 미사동일 넥서스)",경기도 하남시 풍산동 588-5 미사동일 넥서스 912호,전시용 모형 제조업,,,1,전시용 모형,2025-06-30
525,이노스타 인터내셔날,"경기도 하남시 조정대로 150, 아이테코 362호 (덕풍동)",경기도 하남시 덕풍동 762번지,"기타 섬유, 의복 및 가죽 가공 기계 제조업",02-000-0000,,2,봉제기계,2025-06-30
526,이레정밀,경기도 하남시 초광산단서로16번길 30 (초이동),경기도 하남시 초이동 624-4,시계 및 시계부품 제조업,,031-791-1781,6,벽시계,2025-06-30
527,이례,경기도 하남시 초광산단로 94 (광암동),경기도 하남시 광암동 79-2번지,"금속 문, 창, 셔터 및 관련제품 제조업",,02-476-0754,40,알루미늄 창호금속,2025-06-30
528,이로우니 주식회사,"경기도 하남시 신우실로 100, 2층 206호(감이동, 현대 테라타워 감일)",경기도 하남시 감이동 474-1 현대 테라타워 감일 2층 206호,디지털 적층 성형기계 제조업,02-895-2312,02-895-2313,2,디지털 적층 제조기계 (3D프린터),2025-06-30
529,이엔셀 주식회사,"경기도 하남시 하남대로 947, C동 1501호~1515호(풍산동, 하남테크노밸리 U1 CENTER)",경기도 하남시 풍산동 618 하남테크노밸리 U1 CENTER C동 1501호~1515호,생물학적 제제 제조업,02-6205-8050,02-6205-8054,43,EN001(희귀난치질환 줄기세포치료제),2025-06-30
530,이엔셀 주식회사,"경기도 하남시 하남대로 947,  c동 1307, 1308, 1309, 1310호(풍산동, 하남테크노밸리 U1 CENTER) 외 1필지","경기도 하남시 풍산동 618 하남테크노밸리 U1 CENTER  c동 1307, 1308, 1309, 1310호",생물학적 제제 제조업,02-6205-8050,02-6205-8054,73,유전자치료제,2025-06-30
531,이츠독,"경기도 하남시 미사강변서로 25, B1층 FB110,FB111,FB112호 (풍산동, 미사 테스타타워 지식산업센터)","경기도 하남시 풍산동 489 미사 테스타타워 지식산업센터 B1층 FB110,FB111,FB112호",그 외 기타 봉제의복 제조업,02-6207-0281,031-699-8280,13,애견의류,2025-06-30
532,인솔주식회사,"경기도 하남시 조정대로 35, F314-2,F315,F316,F317호 (풍산동, 미사 하우스디 엘타워)","경기도 하남시 풍산동 492 미사 하우스디 엘타워 F314-2,F315,F316,F317호",의료용품 및 기타 의약 관련제품 제조업,02-470-7990,031-5175-4770,4,체외진단의료기기(면역진단/분자진단),2025-06-30
533,인스펙코리아,"경기도 하남시 조정대로 150, 하남아이테코 219호 (덕풍동)",경기도 하남시 덕풍동 762번지,"물질 검사, 측정 및 분석기구 제조업",031-790-1317,031-790-1319,3,토목건축 금속재료시험기,2025-06-30
534,인재과학,"경기도 하남시 조정대로 45, 4층 F449 (풍산동)",경기도 하남시 풍산동 493번지 4층 F449,액체 펌프 제조업,02-2275-3623,02-2275-3624,17,액체미량정밀펌프류 등,2025-06-30
535,인테크코리아(주),"경기도 하남시 하남대로 947, D동 D-711,D-712호(풍산동, 하남테크노밸리 U1 CENTER)","경기도 하남시 풍산동 618 하남테크노밸리 U1 CENTER D동 D-711,D-712호",간판 및 광고물 제조업 외 1 종,02-3474-2100,02-529-5540,11,"문자간판(고정광원을 갖지않은 스카시간판),LED광고판)",2025-06-30
536,인텍시스템,"경기도 하남시 조정대로 150, 561호(덕풍동, 아이테코)",경기도 하남시 덕풍동 762 아이테코 561호,"물질 검사, 측정 및 분석기구 제조업",031-790-4080,031-790-4082,4,"가시화장치,광학식 측정 및 검사기구",2025-06-30
537,인투더블루,"경기도 하남시 미사강변서로 25, 5층 F515호(풍산동, 미사 테스타타워 지식산업센터)",경기도 하남시 풍산동 489 미사 테스타타워 지식산업센터 5층 F515호,기타 운동 및 경기용구 제조업,,0504-231-2639,3,"수중 경기용 장비, 오리발",2025-06-30
538,자이언트봇,"경기도 하남시 미사강변서로 16, 5층 F532호 (풍산동)",경기도 하남시 풍산동 490-2번지 5층 F532호,디지털 적층 성형기계 제조업,02-401-7781,050-7083-1676,3,대형3D프린터,2025-06-30
539,장보고케노피,경기도 하남시 초광산단로 125 (광암동),경기도 하남시 광암동 408-8번지,"천막, 텐트 및 유사 제품 제조업",02-441-3745,02-441-3747,11,천막,2025-06-30
540,장원산업,"경기도 하남시 미사강변서로 16, F224호(풍산동, 하우스디스마트밸리)",경기도 하남시 풍산동 490-2 하우스디스마트밸리 F224호,"천막, 텐트 및 유사 제품 제조업 외 1 종",070-8875-5079,031-624-0969,2,"텐트, 파라솔",2025-06-30
541,재영포장,경기도 하남시 초광산단서로16번길 26 (초이동),경기도 하남시 초이동 624-3,"플라스틱 포대, 봉투 및 유사제품 제조업",031-431-0303,02-431-0389,0,비닐,2025-06-30
542,재재패션(주),"경기도 하남시 미사강변중앙로 11, WB110호(풍산동, 두산 더프론트 미사)",경기도 하남시 풍산동 599-2 두산 더프론트 미사 WB110호,"근무복, 작업복 및 유사의복 제조업 외 15 종",02-2254-0786,070-4944-0120,10,"근무복, 작업복, 유사의복 등",2025-06-30
543,정동종합철강(주),경기도 하남시 초이로 137 (초이동),경기도 하남시 초이동 82-2 번지,그 외 기타 1차 철강 제조업,02-471-8600,02-415-1900,6,철재가공제품,2025-06-30
