연번,기업명,전화번호,주요상품,주소,산업분류
13408,주식회사 에이원에칭,데이터 미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 팔탄면 버들로1362번길 67,절삭가공 및 유사처리업
13409,빅토리 화성,데이터미집계,1차 금속 제조업,경기도 화성시 향남읍 발안공단로2길 33,그 외 기타 1차 철강 제조업
13410,소원바이오텍,데이터 미집계,"의료, 정밀, 광학기기 및 시계 제조업",경기도 화성시 남양읍 현대기아로125번길 17,그 외 기타 의료용 기기 제조업
13411,한국FA,데이터미집계,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",경기도 화성시 봉담읍 주석로1112번길 16-2,메모리용 전자집적회로 제조업
13412,(주)도일에코덱,031-8059-8300,고무 및 플라스틱제품 제조업,경기도 화성시 송산면 송산로152번길 4-23,벽 및 바닥 피복용 플라스틱제품 제조업
13413,하나톱초경,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 마도면 해운로742번길 16-7,톱 및 호환성 공구 제조업
13414,엠지,데이터 미집계,기타 기계 및 장비 제조업,경기도 화성시 장안면 포승장안로 1358-35,사무용 기계 및 장비 제조업
13415,두율산업,데이터 미집계,기타 기계 및 장비 제조업,경기도 화성시 봉담읍 가능골2길 27,"고무, 화학섬유 및 플라스틱 성형기 제조업"
13416,유리시스템,031-505-6822,기타 기계 및 장비 제조업,경기도 화성시 팔탄면 서해로1121번길 16,기타 가공 공작기계 제조업
13417,유아이 테크,데이터미집계,전기장비 제조업,경기도 화성시 향남읍 상신하길로328번길00026-00000,배전반 및 전기 자동제어반 제조업
13418,머신테크,데이터미집계,산업용 기계 및 장비 수리업,경기도 화성시 봉담읍 와우로18-,기타 일반 기계 및 장비 수리업
13419,순수하다,데이터미집계,식료품 제조업,경기도 화성시 동탄치동천로4길 6-24 (영천동),기타 과실ㆍ채소 가공 및 저장 처리업
13420,경원산업,031-366-3570,고무 및 플라스틱제품 제조업,경기도 화성시 양감면 은행나무로190-,플라스틱 필름 제조업
13421,주식회사 준다컴퍼니,데이터 미집계,화학물질 및 화학제품 제조업; 의약품 제외,경기도 화성시 동탄기흥로 570-6 (영천동),화장품 제조업
13422,정우테크,데이터미집계,고무 및 플라스틱제품 제조업,경기도 화성시 팔탄면 서해로987번길 13,그 외 기타 플라스틱 제품 제조업
13423,(주)더와이코퍼레이션,데이터미집계,"의료, 정밀, 광학기기 및 시계 제조업",경기도 화성시 동탄5동 동탄대로683-,광학렌즈 및 광학요소 제조업
13424,자연예찬,데이터미집계,식료품 제조업,경기도 화성시 봉담읍 와우로24-,김치류 제조업
13425,주식회사 씨앤아이클린,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 동탄5동 동탄첨단산업1로27-,자동차용 금속 압형제품 제조업
13426,대원기계,데이터미집계,산업용 기계 및 장비 수리업,경기도 화성시 기산말길 112-5 (기산동),기타 일반 기계 및 장비 수리업
13427,김해테크(주),데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 정남면 덕절창말길 53-16,절삭가공 및 유사처리업
13428,브이엔오토텍VNautotech,데이터미집계,자동차 및 트레일러 제조업,경기도 화성시 장안면 3.1만세로 353-17,자동차용 신품 의자 제조업
13429,유성하이텍,031-611-4527,기타 기계 및 장비 제조업,경기도 화성시 향남읍 도이하가등길43-,주형 및 금형 제조업
13430,주식회사 정광티에스,031-479-7717,기타 기계 및 장비 제조업,경기도 화성시 서신면 해운로294-,산업용 송풍기 및 배기장치 제조업
13431,아진 씨앤디,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 봉담읍 수기웃말길 5-3,절삭가공 및 유사처리업
13432,신기산업,데이터미집계,"펄프, 종이 및 종이제품 제조업",경기도 화성시 서신면 제부로654번길 40-34,"적층, 합성 및 특수표면처리 종이 제조업"
13433,하나엠텍,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 마도면 해운로 498-25,그 외 기타 특수목적용 기계 제조업
13434,상경이엔지,031-355-4739,고무 및 플라스틱제품 제조업,경기도 화성시 남양읍 고향의봄길216번길 77-22,플라스틱 합성피혁 제조업
13435,주식회사 덕원,031-357-9825,"펄프, 종이 및 종이제품 제조업",경기도 화성시 장안면 남양호로 104-52,"적층, 합성 및 특수표면처리 종이 제조업"
13436,엘리오로봇틱스,데이터 미집계,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",경기도 화성시 봉담읍 최루백로72-,기타 무선 통신장비 제조업
13437,엠와이몰드MYMOLD,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 비봉면 주석로 640-24,주형 및 금형 제조업
13438,한설스틸(주),데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 장안면 용당골길14번길 59-3,자동차용 금속 압형제품 제조업
13439,태성산업,031-358-6905,가구 제조업,경기도 화성시 장안면 포승장안로 1310-11,매트리스 및 침대 제조업
13440,웰푸드식품기계,데이터 미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 남양읍 무하로110번길 60-2,톱 및 호환성 공구 제조업
13441,주주광고기획,데이터미집계,전기장비 제조업,경기도 화성시 팔탄면 녹막말길9번길 116-4,전시 및 광고용 조명장치 제조업
13442,우현리싸이클링주식회사,데이터미집계,화학물질 및 화학제품 제조업; 의약품 제외,경기도 화성시 향남읍 서봉로258-,혼성 및 재생 플라스틱 소재 물질 제조업
13443,두루특장차,데이터미집계,자동차 및 트레일러 제조업,경기도 화성시 향남읍 발안공단로4길 71-28,자동차 재제조 부품 제조업
13444,주식회사삼정이엔씨,031-358-3338,기타 기계 및 장비 제조업,경기도 화성시 서신면 전곡산단8길 73,산업용 냉장 및 냉동 장비 제조업
13445,이에스솔루텍,데이터미집계,화학물질 및 화학제품 제조업; 의약품 제외,경기도 화성시 서신면 전곡산단4길 53,그 외 기타 분류 안된 화학제품 제조업
13446,"황제프리시젼 주식회사(Kaiserprecision Co.,Ltd.)",데이터미집계,"의료, 정밀, 광학기기 및 시계 제조업",경기도 화성시 동탄산단5길 34 (방교동),치과용 기기 제조업
13447,페이브텍 주식회사,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 봉담읍 수기웃말길 22-5,산업용 로봇 제조업
13448,경인이엔씨,031-230-9874,전기장비 제조업,경기도 화성시 팔탄면 온천로 280-6,배전반 및 전기 자동제어반 제조업
13449,미강시스템,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 향남읍 발안로 440-18,반도체 제조용 기계 제조업
13450,지안테크,031-353-3297,기타 기계 및 장비 제조업,경기도 화성시 팔탄면 시청로766번길 11-11,주형 및 금형 제조업
13451,(주)케이제이테크 화성지점,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 팔탄면 온천로 549-1,주형 및 금형 제조업
13452,강산레이저,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 비봉면 푸른들판로1125번길 71,전자 응용 절삭기계 제조업
13453,주식회사 에이치오션에프앤씨(H Ocean F&C Inc.),데이터미집계,식료품 제조업,경기도 화성시 병점중앙로211번길 47-3 (진안동),수산동물 건조 및 염장품 제조업
13454,신성ENG,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 팔탄면 서해로1121번길 16,자동차용 금속 압형제품 제조업
13455,(주)선경홀로그램,031-227-7740,고무 및 플라스틱제품 제조업,경기도 화성시 봉담읍 동산재길2-,플라스틱 시트 및 판 제조업
13456,아도테크,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 병점동로164번길 17 (진안동),절삭가공 및 유사처리업
13457,드림천막,데이터미집계,섬유제품 제조업; 의복제외,경기도 화성시 정남면 가장로187-,"천막, 텐트 및 유사 제품 제조업"
13458,태경정반,031-351-1768,"의료, 정밀, 광학기기 및 시계 제조업",경기도 화성시 팔탄면 3.1만세로 676-16,"물질 검사, 측정 및 분석기구 제조업"
13459,대진산업,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 정남면 수면길12번길 12,건설 및 채광용 기계장비 제조업
13460,신진기계,031-292-8601,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 팔탄면 신양1길 42-16,절삭가공 및 유사처리업
13461,현진에코팩,031-357-5485,고무 및 플라스틱제품 제조업,경기도 화성시 마도면 청원로 126-7,"플라스틱 포대, 봉투 및 유사제품 제조업"
13462,그린앤텍,데이터미집계,전기장비 제조업,경기도 화성시 팔탄면 삼천병마로00518-00048,배전반 및 전기 자동제어반 제조업
13463,로터스사이언스,02-588-1082,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 팔탄면 온천로137번길 91-66,금속 열처리업
13464,보스팩 주식회사,데이터미집계,고무 및 플라스틱제품 제조업,경기도 화성시 마도면 해운로742번길 22-13,"플라스틱 포대, 봉투 및 유사제품 제조업"
13465,이레금속,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 송산면 당성로 361-49,금속 열처리업
13466,주식회사 나온,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 마도면 쌍송길 9-5,"금속 문, 창, 셔터 및 관련제품 제조업"
13467,에이원플렌트,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 서신면 제부로654-,육상 금속 골조 구조재 제조업
13468,(주)대웅솔루션,데이터미집계,고무 및 플라스틱제품 제조업,경기도 화성시 장안면 수정로 218-21,플라스틱 필름 제조업
13469,(주)케이엠아이테크,031-695-7879,기타 기계 및 장비 제조업,경기도 화성시 동탄지성로306번길 58-3 (반월동),반도체 제조용 기계 제조업
13470,제일ENG,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 향남읍 동오4길 74-36,주형 및 금형 제조업
13471,현엔지니어링,데이터 미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 정남면 여의동길 38-71,절삭가공 및 유사처리업
13472,신레이저,데이터 미집계,목재 및 나무제품 제조업; 가구 제외,경기도 화성시 비봉면 구포동길38번길 2,표면 가공 목재 및 특정 목적용 제재목 제조업
13473,에이엔알ANR,데이터미집계,"의료, 정밀, 광학기기 및 시계 제조업",경기도 화성시 송산면 송산포도로 601-12,산업처리공정 제어장비 제조업
13474,반석정밀,031-8059-2923,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 정남면 계향남길 87-2,절삭가공 및 유사처리업
13475,주식회사 에코팩코리아,031-353-2320,"펄프, 종이 및 종이제품 제조업",경기도 화성시 양감면 정문회화로 131-6,위생용 종이제품 제조업
13476,기산정공제3공장,데이터미집계,고무 및 플라스틱제품 제조업,경기도 화성시 팔탄면 온천로 16-20,플라스틱 필름 제조업
13477,주식회사 엔에스코리아,데이터미집계,인쇄 및 기록매체 복제업,경기도 화성시 장안면 남양호로 104-56,스크린 인쇄업
13478,제이엔디JND,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 팔탄면 푸른들판로 700-20,주형 및 금형 제조업
13479,아시아산업,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 남양읍 무하로 92-5,도장 및 기타 피막처리업
13480,글로벌ENG,데이터미집계,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",경기도 화성시 봉담읍 복만터길2번길 5,그 외 기타 전자부품 제조업
