순번,회사명,전화번호,팩스번호,공장대표주소(도로명),업종번호,업종명,종업원수,데이터기준일자
955,(주)지디에스이엔지,031-731-0218,031-731-0219,"경기도 성남시 중원구 둔촌대로 531, 6층 605호(상대원동, 쌍용IT트윈타워 B동) 6층 605호",27213,물질 검사+측정 및 분석기구 제조업,10,2026-03-09
967,(주)지오모니터링,031-776-0733,031-776-0735,"경기도 성남시 중원구 사기막골로 124, 테크동 5층 502호 (상대원동)",27213,물질 검사+측정 및 분석기구 제조업,7,2026-03-09
969,(주)지음,0505-237-3000,0505-237-8000,"경기도 성남시 중원구 사기막골로 99, 13층 B1311호(상대원동) 13층 B1311호 외 1필지",27213,물질 검사+측정 및 분석기구 제조업,7,2026-03-09
996,(주)카스코리아,031-750-0780,031-750-0784,"경기도 성남시 중원구 갈마치로 302, B동 12층 1208 (상대원동, 성남 우림 라이온스밸리 5차)",27213,물질 검사+측정 및 분석기구 제조업,6,2026-03-09
1045,(주)큐씨에스,031-777-8100,,"경기도 성남시 중원구 둔촌대로 388 (상대원동, 크란츠 테크노)",27213,물질 검사+측정 및 분석기구 제조업,10,2026-03-09
1128,(주)파이퀀트,02-2088-8765,070-4032-7566,"경기도 성남시 중원구 갈마치로288번길 14,(상대원동, 성남 SK V1 tower) B동 9층 956호",27213,물질 검사+측정 및 분석기구 제조업,3,2026-03-09
1149,(주)포비스,,031-8018-5486,"경기도 성남시 중원구 갈마치로 314, 9층 905 (상대원동) 외 1필지",27213,물질 검사+측정 및 분석기구 제조업,6,2026-03-09
1214,(주)한국아이티에스,02-540-4360,02-544-4456,"경기도 성남시 중원구 사기막골로 177, 8층 804호 (상대원동, 금강하이테크밸리)",27213,물질 검사+측정 및 분석기구 제조업,2,2026-03-09
1243,(주)해영정밀,031-777-5734,031-777-5736,"경기도 성남시 중원구 사기막골로 177, 6층 614 (상대원동, 금강하이테크밸리)",27213,물질 검사+측정 및 분석기구 제조업,7,2026-03-09
1281,A.T.S,031-266-1092,031-262-1091,"경기도 성남시 중원구 사기막골로 124, 메가동 12층 1213 (상대원동, SKⓝ테크노파크)",27213,물질 검사+측정 및 분석기구 제조업,1,2026-03-09
1294,ITC21,031-720-5040,031-720-5042,"경기도 성남시 중원구 갈마치로288번길 14, A동 12층 1201 (상대원동) 외 1필지",27213,물질 검사+측정 및 분석기구 제조업,9,2026-03-09
1325,경도양행(주),031-737-6170,,"경기도 성남시 중원구 사기막골로105번길 25 (상대원동, 중앙인더스피아2아파트형공장)",27213,물질 검사+측정 및 분석기구 제조업,6,2026-03-09
1338,광명사,,,"경기도 성남시 중원구 갈마치로 186, 반포테크노피아 6층 605 (상대원동), 606, 607, 608, 609 외 4필지",27213,물질 검사+측정 및 분석기구 제조업,11,2026-03-09
1352,국제티에스과학,031-737-2171,031-737-2174,"경기도 성남시 중원구 둔촌대로457번길 27, B1층 118 (상대원동, 성남 우림 라이온스밸리 1차)",27213,물질 검사+측정 및 분석기구 제조업,4,2026-03-09
1384,나모텍,031-776-2613,031-776-2615,"경기도 성남시 중원구 둔촌대로 545, 한라시그마밸리 12층 1203 (상대원동)",27213,물질 검사+측정 및 분석기구 제조업,6,2026-03-09
1781,시종애,031-776-3357,031-776-3358,"경기도 성남시 중원구 사기막골로 124, 테크동 12층 1209호 (상대원동)",27213,물질 검사+측정 및 분석기구 제조업,4,2026-03-09
1852,아이에스지(주)제2공장,070-8650-0117,070-8650-0118,"경기도 성남시 중원구 사기막골로 99, 8층 B805호(상대원동) 8층 B805호",27213,물질 검사+측정 및 분석기구 제조업,5,2026-03-09
2059,유니엘,031-705-1791,031-705-0056,"경기도 성남시 중원구 둔촌대로 545, 19층 1902 (상대원동, 한라시그마밸리) 외 1필지",27213,물질 검사+측정 및 분석기구 제조업,4,2026-03-09
2179,지디에스엔지니어링,031-731-0218,031-731-0219,"경기도 성남시 중원구 둔촌대로 531, 6층 605 (상대원동, 쌍용IT트윈타워 B동) 6층 605호",27213,물질 검사+측정 및 분석기구 제조업,3,2026-03-09
2239,케이티엠엔지니어링(주),031-776-2200,031-776-3119,"경기도 성남시 중원구 사기막골로 124, 비즈동 14층 1416호 (상대원동) 외 1필지",27213,물질 검사+측정 및 분석기구 제조업,24,2026-03-09
2240,케이티엠테크놀로지(주) 제2공장,031-628-6070,031-628-6080,"경기도 성남시 중원구 갈마치로 208, 12층 1201호  (상대원동) 12층 1201호 외 4필지",27213,물질 검사+측정 및 분석기구 제조업,13,2026-03-09
2250,코메츠,031-732-5990,031-745-5992,"경기도 성남시 중원구 사기막골로45번길 14, B동 17층 1706 (상대원동) 외 1필지",27213,물질 검사+측정 및 분석기구 제조업,1,2026-03-09
2294,토탈엔지니어링(주),031-733-7471,031-733-7473,"경기도 성남시 중원구 갈마치로288번길 14, (상대원동, 성남 SK V1 tower) A동 13층 1303호 외 1필지",27213,물질 검사+측정 및 분석기구 제조업,4,2026-03-09
2303,티엠에스,,0504-204-5923,"경기도 성남시 중원구 사기막골로 99, 8층 B803호(상대원동) 8층 B803호 외 1필지",27213,물질 검사+측정 및 분석기구 제조업,1,2026-03-09
2327,표준머신비전(주),031-747-7501,031-753-9313,"경기도 성남시 중원구 둔촌대로 484, 1층 116호(상대원동) 1층 116호 외 1필지",27213,물질 검사+측정 및 분석기구 제조업,6,2026-03-09
2462,(주)나다,,,"경기도 성남시 수정구 금토로80번길 11, 10층 1001호(금토동, 판교이노베이션랩 지식산업센터) 10층 1001호 외 3필지",27213,물질 검사+측정 및 분석기구 제조업,0,2026-03-09
2530,주식회사 선인씨엔에스,,,"경기도 성남시 수정구 금토로80번길 11, 308(금토동, 판교이노베이션랩 지식산업센터) 외 4필지",27213,물질 검사+측정 및 분석기구 제조업,0,2026-03-09
2625,(주)엠젠,031-8039-7334,,"경기도 성남시 분당구 궁내로 46-8, 1층 (궁내동)",27213,물질 검사+측정 및 분석기구 제조업,7,2026-03-09
2630,(주)우일플루콘,031-798-8743,031-332-3057,"경기도 성남시 분당구 판교로 700, D동 306-1호 (야탑동, 분당테크노파크D동) 외 1필지",27213,물질 검사+측정 및 분석기구 제조업,10,2026-03-09
2644,(주)인텍시스템,031-711-1821,031-711-0824,"경기도 성남시 분당구 판교로 744, C동 610호(야탑동, 분당테크노파크) C동 610호",27213,물질 검사+측정 및 분석기구 제조업,4,2026-03-09
1646,비아이에프(주),031-737-2077,031-737-2079,"경기도 성남시 중원구 둔촌대로457번길 27, 3층 310 (상대원동, 성남 우림 라이온스밸리 1차), 311 외 1필지",70111,물리+화학 및 생물학 연구개발업,5,2026-03-09
7,(사)샛별공동체(샛별재활원),1833-4125,0505-555-0479,"경기도 성남시 중원구 사기막골로 124,(상대원동, SKn테크노파크) 메가동 B1층 B101호 외 6필지",17901+17229+17902+18111+18113+20491+25995+25999+26329,문구용 종이제품 제조업 외 8 종,44,2026-03-09
1523,라스,031-776-2844,031-776-2848,"경기도 성남시 중원구 사기막골로 124, 테크동 B1층 B103호 (상대원동, SKⓝ테크노파크)",17901+17909,문구용 종이제품 제조업 외 1 종,10,2026-03-09
804,(주)웹툰샵,1661-4701,,"경기도 성남시 중원구 둔촌대로 484, 3층 322호(상대원동) 3층 322호 외 2필지",17901,문구용 종이제품 제조업,8,2026-03-09
1662,사단법인 샛별공동체 제2공장,1833-4125,031-736-0735,"경기도 성남시 중원구 갈마치로 245, 12층 1215호  (상대원동) 12층 1215호",17901,문구용 종이제품 제조업,10,2026-03-09
2141,제이원,031-747-1055,031-747-1056,"경기도 성남시 중원구 사기막골로45번길 14, B동 13층 1314 (상대원동, 우림라이온스밸리2차) 외 1필지",17901,문구용 종이제품 제조업,2,2026-03-09
2682,(주)한컴이노스트림,070-4327-0648,0505-869-1644,"경기도 성남시 분당구 대왕판교로644번길 49, 3층(삼평동, 한컴타워)",31312+26429+27212,무인 항공기 및 무인 비행장치 제조업 외 2 종,10,2026-03-09
926,(주)제이와이시스템,031-753-3016,031-853-3017,"경기도 성남시 중원구 사기막골로 137, 6층 601호(상대원동, 중앙인더스피아5차) 6층 601호",31312+31112,무인 항공기 및 무인 비행장치 제조업 외 1 종,19,2026-03-09
2465,(주)드로미,,,경기도 성남시 수정구 창업로 42 (시흥동) 판교 제2테크노밸리 경기 기업성장센터 1동 2F층 220호,31312+62021,무인 항공기 및 무인 비행장치 제조업 외 1 종,4,2026-03-09
1918,에어빌리티 주식회사(Airbility lnc.),02-579-1016,,"경기도 성남시 중원구 둔촌대로 474, 1층 106호 (상대원동, 선텍시티1) 1층 106호",31312,무인 항공기 및 무인 비행장치 제조업,16,2026-03-09
2526,제임스컴퍼니,,,"경기도 성남시 수정구 창업로 42, 533호 (시흥동)",31312,무인 항공기 및 무인 비행장치 제조업,5,2026-03-09
718,(주)영공내장건설,031-776-3668,031-776-3667,"경기도 성남시 중원구 사기막골로 124,(상대원동, SKn테크노파크) 메가동 B1층 B114호 외 1필지",16221,목재문 및 관련제품 제조업,4,2026-03-09
2018,우드라이크,,,"경기도 성남시 중원구 사기막골로45번길 14,(상대원동, 성남 우림 라이온스밸리) A동 13층 1308호",16291+16299,목재 도구 및 주방용 나무제품 제조업 외 1 종,2,2026-03-09
1360,글루텐898,031-766-3591,031-766-0352,"경기도 성남시 중원구 둔촌대로 555, B1층 103 (상대원동, 선일테크노피아)",16291,목재 도구 및 주방용 나무제품 제조업,3,2026-03-09
1316,가스코,031-750-0145,031-750-0149,"경기도 성남시 중원구 갈마치로 302,(상대원동, 성남우림라이온스밸리5차) A동 2층 204호",15110+20413+20424,모피 및 가죽 제조업 외 2 종,4,2026-03-09
596,(주)에스앤디앤테크,031-697-6925,031-694-6935,"경기도 성남시 중원구 순환로 110, 1동 3층 (상대원동)",15110,모피 및 가죽 제조업,17,2026-03-09
241,(주)명진정밀,,,"경기도 성남시 중원구 순환로 165, 6층 609호(상대원동, 포스테크노) 6층 609호",33120,모조 귀금속 및 모조 장신용품 제조업,2,2026-03-09
352,(주)삼성종합장식,031-732-5770,02-407-6314,"경기도 성남시 중원구 순환로 165, B2층 B206호 (상대원동, 포스테크노) B2층 B206호 외 1필지",33120,모조 귀금속 및 모조 장신용품 제조업,22,2026-03-09
1289,GEMS,031-747-5225,031-747-8225,"경기도 성남시 중원구 사기막골로45번길 14, 우림라이온스밸리2차 B동 10층 1009 (상대원동)",33120,모조 귀금속 및 모조 장신용품 제조업,3,2026-03-09
1310,T&A코퍼레이션,031-737-5277,,"경기도 성남시 중원구 순환로 165, 4층 401호 (상대원동, 포스테크노)",33120,모조 귀금속 및 모조 장신용품 제조업,1,2026-03-09
2127,제라골드,031-737-5030,031-737-5035,"경기도 성남시 중원구 순환로 165, 7층 720호(상대원동, 포스테크노) 7층 720호 외 2필지",33120,모조 귀금속 및 모조 장신용품 제조업,1,2026-03-09
2372,한국브론즈케스팅제2공장,02-6203-2452,02-539-9848,"경기도 성남시 중원구 둔촌대로 388, 14층 1420 (상대원동, 크란츠 테크노)",33120,모조 귀금속 및 모조 장신용품 제조업,4,2026-03-09
2553,(주)넥스트엠,02-574-9998,,"경기도 성남시 중원구 산성대로 430 (금광동, 태종빌딩)",14491+13229+15121,모자 제조업 외 2 종,8,2026-03-09
2687,ARTCAP,031-733-8200,031-734-0700,"경기도 성남시 중원구 둔촌대로 226, 2층 (하대원동)",14491+13222,모자 제조업 외 1 종,15,2026-03-09
2874,준 FnC,031-737-8123,031-737-8126,"경기도 성남시 수정구 남문로77번길 13, 지층(태평동)",14491+14499,모자 제조업 외 1 종,8,2026-03-09
2906,한진인더스트리,031-757-7939,,경기도 성남시 수정구 탄리로 97 (태평동),14491+14194,모자 제조업 외 1 종,12,2026-03-09
337,(주)비즈캡,031-743-8201,031-743-8211,"경기도 성남시 중원구 둔촌대로 555, 선일테크노피아 2층 205 (상대원동), 204 외 1필지",14491,모자 제조업,7,2026-03-09
198,(주)루마인홈,1577-5961,031-759-0250,"경기도 성남시 중원구 사기막골로 177, 2층 210호(상대원동, 금강하이테크밸리) 2층 210호",13211,면직물 직조업,4,2026-03-09
1060,(주)타마루에스엠에스,031-745-5100,031-745-7400,"경기도 성남시 중원구 둔촌대로 560, 1층 101호 (상대원동, 벽산테크노피아아파트형공장) 1층 101호 외 3필지",10820,면류+마카로니 및 유사식품 제조업,14,2026-03-09
2785,엔스텔정보통신(주),031-777-1163,031-781-1164,"경기도 성남시 분당구 판교로 697, A동 4층 401 (야탑동, 분당테크노파크A동) A동 4층 401호",26111+26112+26410+26429+27212+28113+28119+28121+28122,메모리용 전자집적회로 제조업 외 8 종,50,2026-03-09
473,(주)실리텍,031-777-1777,031-777-1775,"경기도 성남시 중원구 둔촌대로 474, 8층 801호(상대원동, 선텍시티1) 8층 801호 외 2필지",26111+26112+28121+28122+28303,메모리용 전자집적회로 제조업 외 4 종,14,2026-03-09
635,(주)에이치씨코퍼레이션,031-777-7330,031-777-7311,"경기도 성남시 중원구 둔촌대로457번길 27, 12층 1211호(상대원동, 성남우림라이온스밸리) 12층 1211호 외 1필지",26111+26112+26310+26410+26421,메모리용 전자집적회로 제조업 외 4 종,47,2026-03-09
1660,빌리브마이크론(주),031-731-4840,031-731-4839,"경기도 성남시 중원구 갈마치로 302, B동 6층 604 (상대원동) 외 2필지",26111+26112+26410+26421,메모리용 전자집적회로 제조업 외 3 종,20,2026-03-09
2608,(주)아이앤씨테크놀로지,031-696-3592,031-696-3388,"경기도 성남시 분당구 판교로255번길 24, 아이앤씨빌딩 7층 (삼평동)",26111+26112+28123,메모리용 전자집적회로 제조업 외 2 종,11,2026-03-09
2779,에스이아이라이트,031-757-7441,031-757-7442,"경기도 성남시 중원구 둔촌대로 319, 대성빌딩 4층 (하대원동)",26111+26112+28909,메모리용 전자집적회로 제조업 외 2 종,4,2026-03-09
1015,(주)케이엠디지텍,031-743-6100,031-743-6116,"경기도 성남시 중원구 갈마치로203번길 12, B동 1, 2층 (상대원동)",26111+26112,메모리용 전자집적회로 제조업 외 1 종,24,2026-03-09
1656,비젼테크,031-741-0581,,경기도 성남시 중원구 둔촌대로 493 (상대원동),26111+26112,메모리용 전자집적회로 제조업 외 1 종,6,2026-03-09
1768,시그마테크,031-732-8470,31732847,"경기도 성남시 중원구 둔촌대로 449, 7층 710호 (상대원동, 중앙인더스피아)",26111+26112,메모리용 전자집적회로 제조업 외 1 종,0,2026-03-09
1930,에이원프로스(주),031-777-5025,031-777-5025,경기도 성남시 중원구 사기막골로 177 (상대원동) 금강하이테크밸리 9층 915호,26111+26112,메모리용 전자집적회로 제조업 외 1 종,36,2026-03-09
1961,엠에스케이,031-747-5905,031-747-5904,"경기도 성남시 중원구 사기막골로45번길 14, A동 14층 1403 (상대원동, 우림라이온스밸리2차) A동 14층 1403호",26111+26112,메모리용 전자집적회로 제조업 외 1 종,4,2026-03-09
2100,익주전자,031-732-9313,031-741-9313,"경기도 성남시 중원구 둔촌대로 474, 7층 711호 (상대원동, 선텍시티아파트형공장)",26111+26112,메모리용 전자집적회로 제조업 외 1 종,5,2026-03-09
2209,천수전자 제2공장,031-743-8767,031-748-1898,"경기도 성남시 중원구 갈마치로 234, 2층 201 (상대원동, 에이스아파트형공장)",26111+26112,메모리용 전자집적회로 제조업 외 1 종,8,2026-03-09
