연번,회사명,공장대표주소,전화번호,생산품,데이터기준일자
1356,기승가공소,경기도 광주시 이배재로 177-6 (목현동),031-798-9104,양말,2026-01-30
1357,기윤산업,경기도 광주시 곤지암읍 내선길 49-1,070-4125-3903,종이 가공(포장속지),2026-01-30
1358,꿈동산장애인표준사업장 주식회사,경기도 광주시 도척면 사기소길 12 외 1필지,031-634-0015,보안용카메라+영상감시장치+기타 조명장치 제조업+기기용 자동측정 및 제어장치 제조업+산업처리공정 제어장비 제조업+배전반 및 자동제어반 제조업+일반용 전기 조명장치 제조업+교통정보전광판+안내전광판+태양광발전장치+LED램프,2026-01-30
1359,끌레오,경기도 광주시 초월읍 하오개길 7-2,031-798-4948,원목가구+소파,2026-01-30
1360,나루,경기도 광주시 곤지암읍 새재길 238-11,02-323-1193,조형물,2026-01-30
1361,나무나라,경기도 광주시 곤지암읍 백고개길161번길 47,031-798-3262,컴퓨터책상,2026-01-30
1362,나우(주),경기도 광주시 고불로 328-24 (직동),031-745-0088,전자부품+파워 서플라이+리모트컨트롤,2026-01-30
1363,나우(주),경기도 광주시 고불로 305 (태전동) 외 5필지,031-768-6622,전자기측정기+계측기+,2026-01-30
1364,나이스산업,경기도 광주시 곤지암읍 독고개길 74 (총 3 필지) 외 2필지,031-768-0272,핸드폰및통신기기버튼용금형,2026-01-30
1365,나인,경기도 광주시 초월읍 산수로58번길 17 (총 2 필지) 외 1필지,031-765-9105,목재가구,2026-01-30
1366,나인스톤,경기도 광주시 곤지암읍 만삼로 96,031-768-8020,돌침대 상판,2026-01-30
1367,남경금속공업사,경기도 광주시 도척면 마도로 188,031-764-1673,식품저장용기제조업,2026-01-30
1368,남대문아트,경기도 광주시 초월읍 선동길 13,031-761-0299,팬시용 그림판,2026-01-30
1369,남영화학,경기도 광주시 곤지암읍 열미길 209,031-763-5222,그라비아인쇄물,2026-01-30
1370,너에게꼬치다,경기도 광주시 수렁개길 11-11,,닭꼬치,2026-01-30
1371,넛츠팜(주),경기도 광주시 초월읍 동막골길 226,031-762-8805,아몬드+호두+아몬드+캐슈너트 등 견과류,2026-01-30
1372,네이처가구,경기도 광주시 진토길21번길 21-5 (목동),,소파,2026-01-30
1373,네임텍종합건설광고,경기도 광주시 고불로46번길 48 (중대동),031-764-3434,간판+광고물,2026-01-30
1374,넥스빌,경기도 광주시 오포안로 394,0507-1340-0362,부엌가구+붙박이장,2026-01-30
1375,노이즈프리미어랩(주),경기도 광주시 염소골길35번길 14 (목동),031-384-1091,전기+통신접지봉,2026-01-30
1376,노즈텍,경기도 광주시 초월읍 동막골길 194-14 외 1필지,031-797-9063,코팩+리프팅패치,2026-01-30
1377,농업회사법인 바름(주),경기도 광주시 성들길 46-14(매산동),031-766-4246,친환경볶음밥용 채소+친환경다진채소,2026-01-30
1378,농업회사법인 바름(주),"경기도 광주시 성들길 46-26, 1,2동",031-766-4246,과채가공품,2026-01-30
1379,농업회사법인 에코로드(주),"경기도 광주시 곤지암읍 경충대로312번길 16-29, . 외 1필지",031-764-8934,육류 냉장 냉동 포장육+불고기 양념육,2026-01-30
1380,농업회사법인 주식회사 일해,경기도 광주시 도척면 고녹길 119 외 1필지,031-763-5953,건어물가공품,2026-01-30
1381,농업회사법인 주식회사 코윈 에이에스,경기도 광주시 초월읍 동막골길 134-12,031-798-6374,단미+보조사료,2026-01-30
1382,농업회사법인 한국비엘(주),경기도 광주시 도척면 국사봉로133번길 33-22,02-3296-4560,음료베이스+소스등,2026-01-30
1383,농업회사법인(주)그린에코팜,경기도 광주시 도척면 옛진말길 25-1,031-797-2274,우리밀크런치바+부침가루,2026-01-30
1384,농업회사법인(주)바이오아그로,경기도 광주시 초월읍 지월로100번길 29-31,031-798-1231,생물비료,2026-01-30
1385,농업회사법인(주)스마일팜,경기도 광주시 마루들길172번길 13,070-8877-6464,가공육,2026-01-30
1386,농업회사법인(주)이안스푸드글로벌,경기도 광주시 도척면 국사봉로 185-29 외 2필지,070-7776-3102,냉동과일,2026-01-30
1387,농업회사법인(주)코오푸드,경기도 광주시 봉골길134번길 60,031-798-7345,다시팩,2026-01-30
1388,농업회사법인(주)풀그린,경기도 광주시 곤지암읍 신만로436번길 7,031-797-8210,농산물 전처리 및 소분,2026-01-30
1389,농업회사법인바로농산(주),경기도 광주시 초월읍 현산로385번길 15 (총 2 필지) 외 1필지,031-766-2333,쌀,2026-01-30
1390,농업회사법인주식회사명일원,경기도 광주시 곤지암읍 삼합리 468번지 외 1필지,02-431-4985,조각과일,2026-01-30
1391,누리온 메디칼,경기도 광주시 곤지암읍 광여로 76,070-7581-3230,온열허리벨트+건강용품,2026-01-30
1392,뉴모노코리아(주),경기도 광주시 곤지암읍 새재길 271,031-769-0075,칸막이 판넬,2026-01-30
1393,뉴엠텍 C&C,"경기도 광주시 곤지암읍 경충대로312번길 16-13, 1층",031-783-7749,금속판제품,2026-01-30
1394,뉴코리아진흥(주),경기도 광주시 초월읍 산수로210번길 71,02-3472-3700,송수신기,2026-01-30
1395,뉴토크코리아(주),경기도 광주시 곤지암읍 광여로 115-8,031-711-3107,전동밸브,2026-01-30
1396,니드유티에프,"경기도 광주시 초월읍 경수길153번길 21, 1동",031-768-8447,제단기용 턴 테이블+소형 판유리용 이도면 취기+오토 크래이브용 턴 테이블+절단 테이블,2026-01-30
1397,다농산업(주),경기도 광주시 초월읍 현산로 305,031-767-9653,고추가루,2026-01-30
1398,다담,경기도 광주시 초월읍 산수로58번길 24-16 (총 2 필지),031-763-8713,버섯분말,2026-01-30
1399,다드림플러스,경기도 광주시 초월읍 경충대로 1333-34,031-761-8711,식품포장지,2026-01-30
1400,다름아트,경기도 광주시 초월읍 도곡안길 47,,석고타일,2026-01-30
1401,다산산업(주),경기도 광주시 도척면 다람로40번길 12-45,031-798-3703,미장포리합판,2026-01-30
1402,다산팩(주),경기도 광주시 곤지암읍 신만로 40-14,031-2274-9412,포장지(인쇄),2026-01-30
1403,다소니아,"경기도 광주시 양촌길 225-17, 1동 2층(양벌동)",,마스크+스포츠 패치,2026-01-30
1404,다솔가구,경기도 광주시 곤지암읍 광여로99번길 41 외 1필지,031-768-8553,침대머리장,2026-01-30
1405,다연패키지,경기도 광주시 초월읍 현산로 130-66,,식품비닐포장지,2026-01-30
1406,다온,경기도 광주시 초월읍 동막골길 112-27,031-766-8210,마스크,2026-01-30
1407,다우산업(주),경기도 광주시 곤지암읍 신만로484번길 38,031-798-2011,비닐봉투+포장지인쇄,2026-01-30
1408,다우석건,경기도 광주시 매자리길 185-12,031-767-8784,건축용석재,2026-01-30
1409,다음기술(주),경기도 광주시 도척면 도척윗로 642,031-764-5336,수처리기기,2026-01-30
1410,다인홀딩스,경기도 광주시 고산길 181,031-797-7269,가마로강정매콤한소스+가마로강정달콤한소스+쌀베타믹스,2026-01-30
1411,다일산업,경기도 광주시 고불로229번길 63 (태전동),031-767-4071,주방가구,2026-01-30
1412,다호건업,경기도 광주시 초월읍 동막골길 178-13,031-767-5651,화장실칸막이,2026-01-30
1413,단비섬유,경기도 광주시 초월읍 용수길 14-24,031-765-0358,화섬사,2026-01-30
1414,달인TECH,경기도 광주시 도척면 다람로40번길 28,031-767-0544,목재가구,2026-01-30
1415,대건케미칼(주),경기도 광주시 곤지암읍 새재길 28-36 (총 2 필지),031-798-8333,단열판넬,2026-01-30
1416,대경산업,경기도 광주시 도척면 도척로699번길 30-85 (총 3 필지) 외 2필지,031-762-2211,주방가구,2026-01-30
1417,대경산업,경기도 광주시 보뚱치길 49,031-768-0256,지수발포제,2026-01-30
1418,대경상사,경기도 광주시 회덕길68번길 6 (회덕동),031-768-3140,도장,2026-01-30
1419,대경상사,경기도 광주시 초월읍 무들로 202-5,031-761-7105,단추,2026-01-30
1420,대광식품,경기도 광주시 매자리길27번길 114-4,,쌀국수,2026-01-30
1421,대광식품,경기도 광주시 매자리길27번길 114-1,031-765-7007,면류,2026-01-30
1422,대농산업전기(주),경기도 광주시 초월읍 경충대로 1340-23,031-768-5323,정류기 ups 등,2026-01-30
1423,대덕바이오 유한회사,경기도 광주시 마루들길35번길 22,031-798-7624,위생용랩+봉투,2026-01-30
1424,대덕산업,경기도 광주시 오포로 571-33,,이경구+바이트,2026-01-30
1425,대동메탈(주),경기도 광주시 곤지암읍 열미길 139-49,031-764-4620,전자코일,2026-01-30
1426,대동케미컬,경기도 광주시 초월읍 용수길 42-66,031-766-6973,그라비아인쇄,2026-01-30
1427,대동프라스틱공업사,경기도 광주시 초월읍 용수길 42-66,031-766-6973,플라스틱자루+비닐봉투,2026-01-30
1428,대륭포장산업(주),경기도 광주시 초월읍 선장동길 45-9 외 2필지,031-798-3924,플라스틱봉투,2026-01-30
1429,대림전기,경기도 광주시 곤지암읍 원지길 68,031-763-8074,수배전반 외함 및 케이스,2026-01-30
1430,대림프라스틱,경기도 광주시 고불로 257 (태전동) 외 5필지,031-767-3330,화장품케이스,2026-01-30
1431,대명기전,경기도 광주시 초월읍 도평길110번길 109,031-765-7325,수배전반,2026-01-30
1432,대명전기(주),경기도 광주시 곤지암읍 신만로409번길 13 외 1필지,031-733-8285,콘센트+절연전선,2026-01-30
1433,대명조명,경기도 광주시 포은대로 448-3,031-765-4495,실내및실외조명장치,2026-01-30
1434,대방종합주방,경기도 광주시 초월읍 동막골길 85,031-765-2040,주방가구,2026-01-30
1435,대봉건해산물,경기도 광주시 회덕길68번길 30-19 (회덕동),031-768-4450,조미김,2026-01-30
1436,대산이엔지,"경기도 광주시 회안대로 98-11, 1층",031-768-7917,기계부품,2026-01-30
1437,대성기계,경기도 광주시 초월읍 두월길 27,031-769-8401,식푼기계+포장기,2026-01-30
1438,대성기료(주),경기도 광주시 초월읍 무들로8번길 42-4 (총 2 필지) 외 1필지,031-766-6464,지게차손잡이,2026-01-30
1439,대성다발관산업(주),경기도 광주시 곤지암읍 광여로 470-36,031-769-5535,봉+관,2026-01-30
1440,대성레이저,경기도 광주시 초월읍 동막골길40번길 32,031-765-2104,금속가공품,2026-01-30
1441,대성분체산업,경기도 광주시 초월읍 용수길 164-10,031-763-7233,분체도장품,2026-01-30
1442,대성산업,경기도 광주시 곤지암읍 열미길 99-18,,사무용가구,2026-01-30
1443,대성정공,경기도 광주시 초월읍 산수로508번길 22,031-769-5152,금속부품,2026-01-30
1444,대성정공(주),경기도 광주시 문형산길 180-18,031-719-0966,콘덴서부품 등,2026-01-30
1445,대성포장,경기도 광주시 초월읍 도평길110번길 48-5 외 1필지,031-766-5647,골판지 상자,2026-01-30
1446,대승캐노피,경기도 광주시 도척면 고녹길 72 (총 2 필지) 외 1필지,031-769-0552,천막,2026-01-30
1447,대승플랜트,경기도 광주시 초월읍 두둘기길 103,031-797-5773,온수탱크,2026-01-30
1448,대신전기조명,경기도 광주시 곤지암읍 열미길 161-17 외 1필지,031-764-0647,가로등 등,2026-01-30
1449,대양프로텍,경기도 광주시 초월읍 동막골길 194-13 외 1필지,031-767-5461,금형및주형+플라스틱부품제조,2026-01-30
1450,대영제과제빵기계공업(주),경기도 광주시 광남안로 211 (목동),02-463-2080,오븐기등,2026-01-30
1451,대영합성(주),경기도 광주시 도척면 국사봉로63번길 6-5 (총 3 필지) 외 2필지,031-762-8911,플라스틱봉투+인쇄및제조,2026-01-30
1452,대웅ENG,경기도 광주시 초월읍 설월길 47,031-763-3429,자동차봉인구,2026-01-30
1453,대원계전(주),경기도 광주시 도척면 고녹길66번길 2,031-763-4080,배전반+분전반+자동제어반,2026-01-30
1454,대원산업,경기도 광주시 오포로448번길 14-12,,도배용 풀,2026-01-30
1455,대원조경산업,경기도 광주시 진토길 7-2 (목동),031-767-7234,어린이놀이허용목재,2026-01-30
1456,대원화학,경기도 광주시 고불로211번길 17-4 (태전동),031-767-2105,가방부속품,2026-01-30
1457,대주ENG,"경기도 광주시 초월읍 동막골길 289-3, 1동",031-768-6962,식품기계,2026-01-30
1458,대진냉동,경기도 광주시 봉골길 131-29,,냉장고,2026-01-30
1459,대진산업,경기도 광주시 도척면 마도로 112-42 공장,,코팅지(이형지),2026-01-30
1460,대진실업(주),경기도 광주시 옥토골길 33-39 (태전동),031-767-0077,비닐봉투+인쇄,2026-01-30
1461,대진싸이언스,경기도 광주시 초월읍 도평길110번길 42,031-763-1315,건조기 +이화학기기,2026-01-30
1462,대창기업,경기도 광주시 초월읍 산수로 486,031-797-2069,가로등주+강관주+등기구+기타철구조물,2026-01-30
1463,대한라이팅(주),경기도 광주시 도척면 시어골길 71-19,031-763-5276,안정기+램프등,2026-01-30
1464,대한민국상이군경회의전사업소,경기도 광주시 초월읍 신월길 36,031-761-0399,관+수의,2026-01-30
1465,대한민국월남전참전자회,"경기도 광주시 초월읍 산수로 200, 1호동",02-3663-4625,보행매트+식생매트,2026-01-30
1466,대한산업,경기도 광주시 초월읍 도곡길21번길 44,031-765-6226,적벌동기계+요업기계,2026-01-30
1467,대한산업사,경기도 광주시 매자리길27번길 11 외 1필지,031-766-4236,발포폴리엔시트,2026-01-30
1468,대한오케이스틸(주),경기도 광주시 경충대로 1786-9 (장지동),031-760-6900,철판제조,2026-01-30
1469,대한플라테크(주),경기도 광주시 진토길 71 (목동) (총 4 필지) 외 3필지,031-768-2220,프로파일,2026-01-30
1470,대한황토방건설(주),경기도 광주시 곤지암읍 외선길 79-29,031-761-0957,황토미장재,2026-01-30
1471,대호케미칼,경기도 광주시 태봉로13번길 30 (장지동),031-766-2076,PE제품,2026-01-30
1472,대흥산업사,경기도 광주시 초월읍 두둘기길 43 외 1필지,031-764-5489,표면처리목재,2026-01-30
1473,대흥정밀,경기도 광주시 곤지암읍 독고개길 127-68,031-769-2686,포장용 기계,2026-01-30
1474,대흥통상,경기도 광주시 목동길34번길 10 (목동),031-768-8630,통신단자함+축산기자재,2026-01-30
1475,더베스트,경기도 광주시 초월읍 동막골길 150-63,,목재가구,2026-01-30
1476,더베스트,경기도 광주시 초월읍 대쌍령리 130-4번지,031-766-3144,용접기 등,2026-01-30
1477,더푸드시스템 주식회사,경기도 광주시 오포로 593-24,02-769-3383,축산물,2026-01-30
1478,덕성섬유,경기도 광주시 초월읍 무갑길140번길 14-12 외 1필지,,가방끈,2026-01-30
1479,데코하임,경기도 광주시 대명대길 38-54,031-718-6642,커튼+소파 원단,2026-01-30
1480,델란 주식회사,"경기도 광주시 회덕길 19-41, ,가동 일부(회덕동)",070-8880-6595,조명+물수건+옥외광고,2026-01-30
1481,뎀코(주),"경기도 광주시 도척면 방등길31번길 54, 2동",031-763-0338,어린이놀이시설,2026-01-30
1482,도림판지공업(주),경기도 광주시 도척면 고녹길80번길 14,031-761-8766,골판지,2026-01-30
1483,도림화학(주),경기도 광주시 봉골길134번길 71,031-764-8564,친환경 유기농 비료,2026-01-30
1484,도부라이프텍(주),경기도 광주시 회안대로 38-3,031-765-9311,안전보호구,2026-01-30
