회사명,설립구분명,용지면적,건축면적,종업원수,공장규모구분명,공장등록일,용도지역명,지목명,업종명,업종코드,생산품정보,대기오염등급,수질오염등급,소음진동여부,생활용수사용량(톤_일),산업용수사용량(톤_일),자기자본액(백만),타인자본액(백만),전화번호,팩스번호,소재지우편번호,소재지도로명주소,소재지지번주소,(WGS84)위도,(WGS84)경도
또래모아,일반,0,198,2,소기업,2006-06-07,도시지역/녹지지역/자연녹지지역,대,문구용 종이제품 제조업,"17901, ",스케치북,해당없음,해당없음,무,0,0,0,0,031-969-0087,031-969-0097,10267,경기도 고양시 덕양구 보광로 173 (벽제동),경기도 고양시 덕양구 벽제동  554-12번지,37.7302473,126.9097824
세명문화사,일반,198,198,4,소기업,2024-09-12,관리지역/계획관리지역,대,문구용 종이제품 제조업,"17901, ",노트,해당없음,해당없음,무,0,0,0,0,031-964-4514,031-968-4515,10313,"경기도 고양시 일산동구 견달산로369번길 43-14, 세명문화사 (문봉동)",경기도 고양시 일산동구 문봉동 262-8 세명문화사,37.6972394,126.8191964
신양사,일반,0,680.33,12,소기업,2007-08-03,관리지역/계획관리지역,창고용지,문구용 종이제품 제조업,"17901, ","책표지,바인더",해당없음,해당없음,무,0,0,0,0,031-976-3315,031-975-3382,10257,"경기도 고양시 일산동구 문봉길 44-44 (문봉동, 신양사)",경기도 고양시 일산동구 문봉동 177번지,37.70532389,126.8206993
우리이엠피(주),일반,1571,798,12,소기업,2014-04-22,관리지역/계획관리지역,공장용지,문구용 종이제품 제조업,"17901, ",종이봉투,해당없음,해당없음,무,0,0,0,0,031-969-5843,031-963-0204,10260,경기도 고양시 일산동구 공릉천로 109-62 (사리현동),경기도 고양시 일산동구 사리현동 262-11번지,37.70325166,126.8431115
유림다이어리,일반,1186,722.57,14,소기업,2012-07-05,관리지역/계획관리지역,공장용지,문구용 종이제품 제조업,"17901, ",다이어리,해당없음,해당없음,무,0.3,0,,,02-2277-3450,02-2267-1878,10251,경기도 고양시 일산동구 고봉로678번길 41 (설문동),경기도 고양시 일산동구 설문동 789-12번지,37.71645911,126.7907574
주식회사 아이들이야기,일반,198,198,2,소기업,2022-02-11,관리지역/계획관리지역,대,문구용 종이제품 제조업,"17901, ",종이,해당없음,해당없음,무,0.02,0,100,0,,02-555-4343,10432,"경기도 고양시 일산동구 노첨길 78, 가동 1층(장항동)",경기도 고양시 일산동구 장항동 615-6 가동 1층,37.6376694,126.7780195
태원톰슨,일반,0,196.46,2,소기업,2013-03-14,관리지역/계획관리지역,공장용지,문구용 종이제품 제조업,"17901, ",종이,해당없음,해당없음,무,0.9,0,300,0,031-908-2362,031-908-2362,10431,"경기도 고양시 일산동구 장대길 42 -23(장항동, 홍주코리아) 가동",경기도 고양시 일산동구 장항동 592-22번지,37.6372891,126.7718688
흥국산업,일반,1438,266,5,소기업,2015-02-05,관리지역/계획관리지역,창고용지,문구용 종이제품 제조업,"17901, ","문구용품,노트",해당없음,해당없음,무,0.05,0,50,0,031-923-6518,031-923-6517,10205,"경기도 고양시 일산서구 덕산로 153-14, 가동 (가좌동)",경기도 고양시 일산서구 가좌동 497-2번지 가동,37.69508107,126.7196034
(주)올뉴텍,일반,0,276.02,4,소기업,2019-06-24,도시지역/주거지역/제2종일반주거지역,대,무인 항공기 및 무인 비행장치 제조업 외 2 종,"31312, 31322, 34019","무인기 제조 및 수리, 프로펠러 및 로터, 기타 부분품 등",해당없음,해당없음,무,0,0,115,0,031-969-2600,031-969-2601,10459,"경기도 고양시 덕양구 마상로114번길 6 (주교동, 태양개발) 1층",경기도 고양시 덕양구 주교동 579-3 1층,37.66043193,126.8354507
(주)쿼터니언,일반,0,140.94,15,소기업,2022-06-07,도시지역/녹지지역/자연녹지지역,학교용지,무인 항공기 및 무인 비행장치 제조업 외 2 종,"31312, 27211, 27212","교육용캔위성, 휴대용기상관측장비(AWS), 드론 및 드론시스템",해당없음,해당없음,무,0,0,130,0,02-3159-1851,02-3159-1850,10540,"경기도 고양시 덕양구 항공대학로 76, 연구동 102호(화전동, 한국항공대학교)",경기도 고양시 덕양구 화전동 646-6 한국항공대학교 연구동 102호,37.5990112,126.8641708
(주)화립,일반,0,304.56,6,소기업,2019-12-27,도시지역/주거지역/준주거지역,대,무인 항공기 및 무인 비행장치 제조업,"31312, ",임무용 드론,해당없음,해당없음,무,0.01,0,100,0,031-907-8674,031-994-1994,10442,"경기도 고양시 일산동구 일산로 138 (백석동, 일산테크노타운) 8층 804호",경기도 고양시 일산동구 백석동 1141-1 8층 804호,37.65078501,126.7946246
(주)에이치디글로벌,일반,1403,594,30,소기업,2002-03-04,관리지역/계획관리지역,공장용지,목재문 및 관련제품 제조업,"16221, ",원목도어,해당없음,해당없음,무,0,0,0,0,031-977-8139,031-977-0239,10256,경기도 고양시 일산동구 지영로 170 (지영동),경기도 고양시일산동구 지영동 310번지,37.71408101,126.8263377
우진수출포장공사,일반,594,594,3,소기업,2012-10-04,관리지역/계획관리지역,공장용지,"목재 포장용 상자, 드럼 및 유사용기 제조업","16232, ",목상자,해당없음,해당없음,무,0,0,,,02-3158-6195,,10313,"경기도 고양시 일산동구 동국로 335-13, 가, 나, 다동 (문봉동)",경기도 고양시 일산동구 문봉동 100-33번지,37.69575151,126.8190739
주식회사 올팩,일반,1252,439.65,7,소기업,2023-02-13,관리지역/계획관리지역,대,"목재 포장용 상자, 드럼 및 유사용기 제조업","16232, ",목재상자(포장 및 운반용),해당없음,해당없음,무,0,0,0,0,031-905-6977,031-908-6977,10212,"경기도 고양시 일산서구 덕산로266번길 67, 가동 일부 및 나동, 다동 전체(덕이동)","경기도 고양시 일산서구 덕이동 1286-7 가동 일부 및 나동, 다동 전체",37.6930431,126.7304228
리더스,일반,1935,930,9,소기업,2008-12-01,관리지역/계획관리지역,답,목재 도구 및 주방용 나무제품 제조업,"16291, ",씽크대,해당없음,해당없음,무,0,0,0,0,031-976-0969,031-977-5753,10312,"경기도 고양시 일산동구 마골길 81-11 (성석동, 리더스)",경기도 고양시일산동구 성석동 423-16번지,37.70606398,126.8023485
신흥레이져,일반,0,170.88,2,소기업,2012-11-01,관리지역/계획관리지역,대,목재 도구 및 주방용 나무제품 제조업,"16291, ",BOX용 목형틀,해당없음,해당없음,무,0.01,0,0,0,031-907-9822,,10428,"경기도 고양시 일산동구 장대길 160-92, 나동 (장항동)",경기도 고양시 일산동구 장항동 543-7번지 나동,37.64425694,126.7632541
주식회사투엑스,일반,0,46.895,0,소기업,2022-03-30,도시지역/주거지역/준주거지역/지구단위계획구역,공장용지,모터사이클 제조업 외 1 종,"31921, 31922","자전거 제조(원동기 장착품), 전기자전거 배터리팩",해당없음,해당없음,무,0,0,100,0,02-3477-6198,0504-491-6191,412040,경기도 고양시 덕양구 삼원로 73 7층 707호,경기도 고양시 덕양구 원흥동 705번지 7층 707호,37.63913423,126.8751634
(주)전우밀리터리,일반,0,128,11,소기업,2017-03-31,도시지역/주거지역/준주거지역,공장용지,면직물 직조업 외 25 종,"13211, 13222, 13224, 13229, 13409, 13991, 13999, 14111, 14112, 14192, 14199, 14419, 14491, 14499, 15121, 15129, 18113, 18119, 22199, 22212, 22213, 22232, 22299, 25995, 25999, 33110","군용물품 및 장구류(군용 명찰, 베낭, 헬멧, 위장포, 철제 휘장, 나염인쇄, 귀금속 상패 등)",해당없음,해당없음,무,0.1,0,600,300,02-2273-0487,02-2273-0520,10594,"경기도 고양시 덕양구 통일로 140, 삼송테크노밸리 에이동 2층 261호 (동산동)",경기도 고양시 덕양구 동산동 376번지 삼송테크노밸리 에이동 2층 261호,37.64907029,126.9019009
천미식품,일반,199.8,199.8,3,소기업,2022-09-27,관리지역/계획관리지역,공장용지,"면류, 마카로니 및 유사식품 제조업 외 1 종","10820, 10513","생칼국수, 생중사리, 생소면, 생메밀국수, 생찹쌀만두피",해당없음,해당없음,무,0,0,0,0,031-963-5800,031-963-5899,10257,"경기도 고양시 일산동구 문봉길62번길 10-26, 천미식품(문봉동)",경기도 고양시 일산동구 문봉동 220-23 천미식품,37.70556987,126.8180312
진성웰푸드,일반,941,611.1,8,소기업,2017-12-19,관리지역/계획관리지역,공장용지,"면류, 마카로니 및 유사식품 제조업","10820, ",건국수,해당없음,해당없음,무,1,0,0,0,,031-915-2470,10212,경기도 고양시 일산서구 송산로 527-5 (덕이동),경기도 고양시 일산서구 덕이동 939-7번지,37.69092001,126.7351972
주식회사 끽비어컴퍼니 (고양지점),일반,198,198,5,소기업,2021-01-29,관리지역/계획관리지역,잡종지,맥아 및 맥주 제조업,"11112, ",맥주,5종,5종,무,1.8,0,75,0,031-963-5225,031-962-1823,10265,경기도 고양시 덕양구 고골길 128-10 (관산동) 가동,경기도 고양시 덕양구 관산동 617 가동,37.71328673,126.8667921
주식회사 플레이그라운드브루어리,일반,1125,405,8,소기업,2016-03-10,관리지역/계획관리지역,공장용지,맥아 및 맥주 제조업,"11112, ",맥주,해당없음,해당없음,무,8,16,1127,0,031-912-2461,031-912-2462,10203,"경기도 고양시 일산서구 이산포길 246-11, 플레이그라운드브루어리 (법곳동)",경기도 고양시 일산서구 법곳동 1247-2번지 플레이그라운드브루어리,37.66753496,126.7018182
(주)케이피텍,일반,162.87,160,3,소기업,2023-06-30,관리지역/계획관리지역,대,"레이더, 항행용 무선기기 및 측량기구 제조업 외 2 종","27211, 27213, 27216","수위측정기,가스측정기 외 맨홀내 환경모니터링 시스템",해당없음,해당없음,무,0,0,500,0,031-918-7773,031-918-7770,10203,"경기도 고양시 일산서구 법곳길115번길 94, (1층) (법곳동)",경기도 고양시 일산서구 법곳동 1761-3 (1층),37.66044983,126.7219388
주식회사 동아테크,일반,320,320,6,소기업,2021-06-04,관리지역/계획관리지역,공장용지,"레이더, 항행용 무선기기 및 측량기구 제조업 외 2 종","27211, 27213, 33932","산업안전체험장비, 연구시험장비",해당없음,해당없음,무,0,0,100,0,02-358-3037,02-358-9290,10265,경기도 고양시 덕양구 고골길116번길 39-52 (관산동) 2동(지에프텍사옥),경기도 고양시 덕양구 관산동 609-27 2동(지에프텍사옥),37.71105404,126.8689554
(주)유투에스알,일반,189.21,189.21,16,소기업,2017-07-24,도시지역/주거지역/제3종일반주거지역,대,"레이더, 항행용 무선기기 및 측량기구 제조업 외 12 종","27211, 26410, 26421, 26429, 26519, 27212, 27301, 27309, 28111, 28121, 28301, 28421, 28429","AI분석영상기기, 레이더장비, 스포터렌즈, 보안카메라, 광케이블, 영상 멀티 송수신시스템(유선/무선), 휴대용 랜턴, 태양광 발전장치, 레이더테스터, 관측용 기기, 군용서치, 스포터(반사경) 렌즈, 전원 제어 보드",해당없음,해당없음,무,0,0,500,0,031-977-1034,031-977-1085,10355,"경기도 고양시 일산동구 하늘마을로 158, C동 1101, 1103호(중산동, 대방 트리플라온 비즈니스 타워)","경기도 고양시 일산동구 중산동 1682 대방 트리플라온 비즈니스 타워 C동 1101, 1103호",37.67893166,126.7794342
(주)이오브이울트라소닉스,일반,0,93,5,소기업,2016-03-18,도시지역/녹지지역/자연녹지지역,학교용지,"레이더, 항행용 무선기기 및 측량기구 제조업 외 1 종","27211, 27219",초음파 탐지기,해당없음,해당없음,무,0,0,0,0,02-3158-3178,02-3158-3179,412160,"경기도 고양시 덕양구 항공대학로 76, 중소벤처육성지원센터 303, 316호 (화전동)","경기도 고양시 덕양구 화전동 646-6번지 중소벤처육성지원센터 303, 316호",37.5990112,126.8641708
(주)삼표산업 서부공장,일반,16227,2062.97,33,중기업,2001-09-27,도시지역/녹지지역/자연녹지지역,공장용지,레미콘 제조업,"23322, ",레미콘,4종,5종,유,250,0,0,0,031-978-8706,031-978-8709,412060,경기도 고양시 덕양구 흥도로 113 (도내동) 외 2필지,경기도 고양시덕양구 도내동 625-4번지 외 2필지,37.61696238,126.8618651
신성콘크리트공업(주),일반,13089,2865.37,61,중기업,1997-03-05,관리지역/계획관리지역,공장용지,레미콘 제조업,"23322, ",레미콘,4종,5종,유,0,0,0,0,031-967-8866,031-967-7175,10317,경기도 고양시 일산동구 동국로 230 (식사동) 외 2필지,경기도 고양시일산동구 식사동 724-4번지 외 2필지,37.68841439,126.8143434
아주산업(주) 상암공장,일반,14749,3268.09,30,소기업,1979-06-26,도시지역/녹지지역/자연녹지지역,공장용지,레미콘 제조업,"23322, ",레미콘,4종,5종,무,0,0,0,0,031-971-5111,031-971-5114,10488,경기도 고양시 덕양구 흥도로 111 (도내동),경기도 고양시덕양구 도내동 625-3번지,37.61641651,126.8625949
우진레미콘주식회사,일반,4994,2150.42,26,소기업,1983-03-21,도시지역/주거지역/제2종일반주거지역/지구단위계획구역,공장용지,레미콘 제조업,"23322, ",레미콘,5종,5종,유,5,288,5500,0,031-971-8980,031-971-8981,10488,"경기도 고양시 덕양구 흥도로 79, 우진레미콘주식회사(도내동)",경기도 고양시 덕양구 도내동 163-4 우진레미콘주식회사,37.61564497,126.8649356
유진기업(주)서서울,일반,34297,6143.71,24,소기업,2021-02-25,도시지역/녹지지역/자연녹지지역,공장용지,레미콘 제조업,"23322, ",레미콘,4종,5종,유,1.25,0,0,0,031-966-9111,031-969-6974,412480,"경기도 고양시 덕양구 통일로493번길 35 (대자동, 동서산업)",경기도 고양시덕양구 대자동 255-1번지,37.67548405,126.883579
영진화학앤에스,일반,0,479.57,7,소기업,2004-12-09,관리지역/관리지역기타,잡종지,"라이터, 연소물 및 흡연용품 제조업 외 1 종","33992, 17902","캔알콜연료,내프킨",해당없음,해당없음,무,0,0,0,0,031-977-5343,031-977-8202,10313,경기도 고양시 일산동구 성현로268번길 115-26 (성석동),경기도 고양시 일산동구 성석동 37-33번지,37.70088354,126.8165654
수예당,일반,0,460,11,소기업,2007-11-27,관리지역/계획관리지역,대,떡류 제조업 외 1 종,"10601, 10602","떡, 빵",해당없음,해당없음,무,0,0,0,0,031-969-6431,031-969-6432,412520,경기도 고양시덕양구 내유동 709번지,경기도 고양시덕양구 내유동 709번지,,
(주)정인,일반,0,393.7,10,소기업,2019-06-19,관리지역/계획관리지역,공장용지,떡류 제조업,"10601, ",떡류,해당없음,해당없음,무,0,0,0,0,031-977-6239,031-977-6238,10318,"경기도 고양시 일산동구 동국로245번길 53, 나동 (성석동)",경기도 고양시 일산동구 성석동 143-1번지 나동,37.69182799,126.8092986
대치떡방,일반,0,34.87,4,소기업,2008-03-26,도시지역/주거지역/제3종일반주거지역,대,떡류 제조업,"10601, ",떡,해당없음,해당없음,무,0,0,0,0,031-914-1677,031-914-1678,10388,"경기도 고양시 일산서구 대산로 99, 강선마을 6단지 상가 113호 (주엽동)",경기도 고양시일산서구 주엽동 50번지 강선마을 6단지 상가 113호,37.67304168,126.7655777
