순번,단지명,회사명,지식산업센터명,공장대표주소(도로명),공장대표주소(지번),업종명,설립구분,종업원수,생산품,주원자재,공장크기,용지면적,건축면적,팩스번호
4259,시화멀티테크노밸리,(주)재원정밀_2공장,,"경기도 시흥시 정왕동 2620-10 (주)재원정밀,  시화MTV산단 3사 301-1호","경기도 시흥시 정왕동 2620-10 (주)재원정밀,  시화MTV산단 3사 301-1호",그 외 기타 전자부품 제조업 외 1 종,국가산업단지,24,"정수기, 온수기 부품, 비데용 전자 감지기 제조, 정수기, 온수기 부품, 비데용 전자 감지기 제조","PP, PE, 필터 등",소기업,3552.3,3057.08,031-349-6596
4260,시화국가산업단지,리빙리버,길산에스에스티 지식산업센터,"경기도 시흥시 경기과기대로 219,  (정왕동) 1동 6층 608호",경기도 시흥시 정왕동 1277-14 1동 6층 608호,기타 비알코올 음료 제조업,국가산업단지,2,함초발효음료,,소기업,70.5,33.54,031-347-8992
4261,시흥매화일반산업단지,케이모스(주),,경기도 시흥시 매화산단로 133 (매화동) A3-8,매화동 92-5 A3-8,그 외 기타 전자부품 제조업,일반산업단지,90,케이블,케이블,중기업,1945,6402.46,031-344-5510
4262,시화국가산업단지,우진연마,,"경기도 시흥시 공단2대로 133, 시화단지 2마 810-1호 (정왕동)",경기도 시흥시 정왕동 2169-11번지,그 외 기타 금속가공업,국가산업단지,1,금형,,소기업,0,50,031-319-9952
4263,,(주)한국피앤씨,,경기도 시흥시 방산동 475-1,경기도 시흥시 방산동 475-1,기체 여과기 제조업,일반,8,기체 여과기,"프레임, 원단",소기업,0,494.82,031-319-9943
4264,시화국가산업단지,(주)디아이오토,코포모테크노센타Ⅱ,"경기도 시흥시 공단1대로 341,  (정왕동) 1동 5층 524호",경기도 시흥시 정왕동 1289-6 1동 5층 524호,배전반 및 전기 자동제어반 제조업,국가산업단지,1,자동제어기기,-,소기업,0,50,031-319-9931
4265,시화국가산업단지,금진산업,동우디지털파크,"경기도 시흥시 정왕천로 197, (정왕동, 동우디지털파크) A동 2층 206호",경기도 시흥시 정왕동 1288-2 동우디지털파크 A동 2층 206호,절삭가공 및 유사처리업,지식산업센터,3,절삭제품,,소기업,124.98,206.61,031-319-9897
4266,시화국가산업단지,풍림와이어컷팅,동우디지털파크,"경기도 시흥시 정왕천로 197, (정왕동, 동우디지털파크) A동 2층 217호",경기도 시흥시 정왕동 1288-2 동우디지털파크 A동 2층 217호,주형 및 금형 제조업,지식산업센터,4,금형 및 정밀부품,,소기업,69.28,195.25,031-319-9800
4267,시화국가산업단지,(주)동원홈푸드,,"경기도 시흥시 오이도로 22-12, 시화단지 1다 801호 지원시설용지(물류시설) (정왕동)",경기도 시흥시 정왕동 2209번지,냉장 및 냉동 창고업 외 1 종,국가산업단지,20,"식품창고, 전기",,소기업,13208,13204.21,031-319-9798
4268,시화멀티테크노밸리,(주)G.M,,경기도 시흥시 엠티브이26로58번길 5 (정왕동) (주)지엠 2사 408호,경기도 시흥시 정왕동 2609-0 (주)지엠 2사 408호,반도체 제조용 기계 제조업,국가산업단지,70,반도체기계(진공 챔버) 후레임,"스테인레스, 스틸",중기업,10548.2,2682.38,031-319-9797
4269,시화국가산업단지,(주)성진메탈,,"경기도 시흥시 공단2대로 236, 3바 102-2호 (정왕동)",경기도 시흥시 정왕동 2183-3번지 3바 102-2호,차체 및 특장차 제조업 외 1 종,국가산업단지,2,특장차부품,,소기업,1655,1157.1,031-319-9797
4270,시화국가산업단지,동신다이야프렉스(주),,"경기도 시흥시 군자천로31번길 80, 시화단지 2바 110호 (정왕동)",경기도 시흥시 정왕동 2171-9번지 시화단지 2바 110호,비동력식 수공구 제조업,국가산업단지,23,다이아몬드 절삭공구,,소기업,1700.3,1495.05,031-319-9688
4271,시화국가산업단지,(주)디에스금속,,"경기도 시흥시 소망공원로 188, 1265-2 2라203 (정왕동)",경기도 시흥시 정왕동 1265-2번지 1265-2 2라203,도금업,국가산업단지,11,도금업,,소기업,0,445.45,031-319-9386
4272,,(주)청산에스티엠,,경기도 시흥시 월곶고잔1길 86 (월곶동),경기도 시흥시 월곶동 576-10번지,그 외 기타 특수목적용 기계 제조업 외 1 종,일반,4,식품화학기계,"스텐판, 스텐파이프 등",소기업,0,278.72,031-319-9360
4273,시화국가산업단지,코리아스틸(주),,"경기도 시흥시 산기대학로 250, 3나 201호 (정왕동)",경기도 시흥시 정왕동 1278번지 3나 201호,그 외 기타 1차 철강 제조업,국가산업단지,3,환봉,,소기업,0,200,031-319-9304
4274,시화국가산업단지,(주)서진에스티,,"경기도 시흥시 산기대학로 250, 3나 201호 (정왕동)",경기도 시흥시 정왕동 1278번지 3나 201호,그 외 기타 1차 철강 제조업,국가산업단지,18,환봉 및 판재 절단가공,,소기업,6492.6,4596.8,031-319-9304
4275,시화국가산업단지,티케이플랜트(주),,"경기도 시흥시 서해안로 248, 1나 209호 (정왕동)",경기도 시흥시 정왕동 1234-8번지 1나 209호,금속탱크 및 저장용기 제조업 외 1 종,국가산업단지,6,금속탱크,,소기업,0,449.5,031-319-9296
4276,시화국가산업단지,(주)대한트레이산업,,"경기도 시흥시 공단1대로80번길 148, 시화단지 1마 605-4호 (정왕동)",경기도 시흥시 정왕동 1696-6번지,구조용 금속 판제품 및 공작물 제조업 외 3 종,국가산업단지,30,철구조물(케이블트레이외),,소기업,3300,1365.28,031-319-9227
4277,시화국가산업단지,"(주)인하, 서희전기",,"경기도 시흥시 협력로 67, 시화단지 1마 721호 (정왕동)",경기도 시흥시 정왕동 1695-6번지,전동기 및 발전기 제조업 외 1 종,국가산업단지,22,전동기 및 발전기,블로워,소기업,3261.1,2691.42,031-319-9198
4278,시화국가산업단지,파워테크,,"경기도 시흥시 마유로132번길 88, 3라608 (정왕동)",경기도 시흥시 정왕동 1377-7번지 3라608,절삭가공 및 유사처리업,국가산업단지,1,기계부품,,소기업,0,115,031-319-9162
4279,시화국가산업단지,SJ,,"경기도 시흥시 공단2대로190번길 19, [2바 405호] (정왕동)",경기도 시흥시 정왕동 2093-6번지,그 외 기타 전자부품 제조업 외 1 종,국가산업단지,13,자동차부품,"통신케이블, 전기케이블, 비철금속철판",소기업,3299.8,321.82,031-319-9158
4280,시화국가산업단지,디디아이,,"경기도 시흥시 마유로42번길 14, 3바 107 (정왕동)",경기도 시흥시 정왕동 2182-3번지 3바 107,금속 성형기계 제조업,국가산업단지,1,분말프레스,,소기업,0,148.76,031-319-9157
4281,시화멀티테크노밸리,에이치에스텍(주),,"경기도 시흥시 엠티브이북로309번길 12, 시화MTV 3사 706호 (정왕동)",경기도 시흥시 정왕동 302-706번지 시화MTV 3사 706호,컨베이어장치 제조업,국가산업단지,1,"크레인, 호이스트","철판, 파이프 등",소기업,0,800,031-319-9152
4282,시화국가산업단지,(주)현대테크,,"경기도 시흥시 정왕천로 89, 1381-7 3마417-2 (정왕동)",경기도 시흥시 정왕동 1381-7번지 1381-7 3마417-2,주형 및 금형 제조업,국가산업단지,1,주형 및 금형,,소기업,0,264.5,031-319-9149
4283,,(주)두호,,경기도 시흥시 군자로335번길 18-7 (거모동),경기도 시흥시 거모동 742-1,구조용 금속 판제품 및 공작물 제조업 외 1 종,일반,6,"스텐난간, 자전거보관소, 볼라등 등",스텐레스 파이프,소기업,0,182,031-319-9140
4284,,국제기업,,경기도 시흥시 황고개로 347-1 (군자동),경기도 시흥시 군자동 503번지,구조용 금속 판제품 및 공작물 제조업 외 1 종,일반,6,"스텐난간, 자전거 보관소, 볼라드 외",,소기업,367,212.8,031-319-9140
4285,,주식회사 두호,,경기도 시흥시 마전로 68-16 (죽율동),경기도 시흥시 죽율동 520-2번지,구조용 금속 판제품 및 공작물 제조업 외 2 종,일반,4,"스텐난간, 자전거보관소,볼라드 등",,소기업,0,199,031-319-9140
4286,시화국가산업단지,에이텍코퍼레이션 주식회사,,"경기도 시흥시 마유로32번길 107, 시화산단 3바 415호(정왕동, (주)대성산업)",경기도 시흥시 정왕동 2193-12 (주)대성산업 시화산단 3바 415호,그 외 기타 금속가공업,국가산업단지,5,각종 판금물(케이스),"철판, 스텐레스, 알루미늄",소기업,0,231.4,031-319-9110
4287,시화국가산업단지, 에이치지디(HGD),,"경기도 시흥시 공단1대로 144, 110동호 (2다 202호)(정왕동)",경기도 시흥시 정왕동 1258-1 110동호 (2다 202호),주형 및 금형 제조업,국가산업단지,3,금형,스틸,소기업,661.16,488.61,031-319-9080
4288,시화국가산업단지,(주)유진조립,,"경기도 시흥시 공단1대로132번길 29, 1257-11 2다712 (정왕동)",경기도 시흥시 정왕동 1257-11번지 1257-11 2다712,자동차 엔진용 신품 부품 제조업 외 1 종,국가산업단지,15,피스톤,,소기업,0,651,031-319-9018
4289,시화국가산업단지,(주)밀리언제이,,"경기도 시흥시 공단1대로322번길 53, 3라401 (정왕동)","경기도 시흥시 공단1대로322번길 53, 3라401 (정왕동)",포장용 플라스틱 성형용기 제조업,국가산업단지,1,플라스틱제품(용기),,소기업,0,271.08,031-319-9004
4290,시화국가산업단지,(주)대진,,"경기도 시흥시 공단1대로322번길 53, 3라401 (정왕동, (주)알미늄공예)",경기도 시흥시 정왕동 1286번지 (주)알미늄공예 3라401,금속 캔 및 기타 포장용기 제조업,국가산업단지,20,"의료,화장품통",금속,소기업,8247,1097.12,031-319-9003
4291,시화국가산업단지,튜벡스(주),,"경기도 시흥시 공단1대로322번길 53, 3라401 (정왕동, (주)알미늄공예)",경기도 시흥시 정왕동 1286번지 (주)알미늄공예 3라401,금속 캔 및 기타 포장용기 제조업,국가산업단지,2,"용기, 캡",알루미늄,소기업,0,456.2,031-319-9003
4292,시화국가산업단지,(주)프로테리얼한국,,"경기도 시흥시 공단3대로 333, 시화단지 3바 1010호 (정왕동)",경기도 시흥시 정왕동 2206-10번지 시화단지 3바 1010호,절삭가공 및 유사처리업,국가산업단지,44,절삭가공품,특수강,소기업,3300.2,2896,031-319-8963
4293,시화국가산업단지,합동감속기,,"경기도 시흥시 마유로70번길 98, 3마 515호 (정왕동 2100-1) (정왕동)",경기도 시흥시 정왕동 2100-1번지 3마 515호 (정왕동 2100-1),기어 및 동력전달장치 제조업,국가산업단지,32,베어링,.,소기업,6637.3,434.87,031-319-8928
4294,시화국가산업단지,(주)종금,타원타크라6차,"경기도 시흥시 옥구천동로 218, (정왕동, 타원타크라 6차 지식산업센터) B동 8층 805호",경기도 시흥시 정왕동 1255-10 타원타크라 6차 지식산업센터 B동 8층 805호,전동기 및 발전기 제조업,국가산업단지,4,통신용발전기(방산용),"철판, 환봉",소기업,55,91.9,031-319-8873
4295,시화국가산업단지,도움시스템,,"경기도 시흥시 군자천로81번길 34-9, B동 (2마 301)(정왕동)",경기도 시흥시 정왕동 1704 B동 (2마 301),그 외 기타 금속가공업,국가산업단지,4,"용접가공(제관용접, 소재모형가공)","철강재, 써스",소기업,2018.55,122.6,031-319-8819
4296,시화국가산업단지,도움시스템,,"경기도 시흥시 옥구천서로237번길 39,시화산단 1나 702-1호 (정왕동)",경기도 시흥시 정왕동1244-7번지,일반용 전기 조명장치 제조업,국가산업단지,2,공장용 조명기구,철강재,소기업,0,99.174,031-319-8819
4297,시화국가산업단지,브니엘기계,,"경기도 시흥시 마유로92번길 43,  시화단지 3마 210호 (정왕동)",경기도 시흥시 정왕동 1374-9번지 시화단지 3마 210호,기타 가공 공작기계 제조업,국가산업단지,5,성형포밍기,철,소기업,1649.8,430.13,031-319-8815
4298,시화국가산업단지,은광이엔지,,"경기도 시흥시 공단1대로28번길 39, 1다705-1 라-3호 (정왕동, DS PARK)",경기도 시흥시 정왕동 1239-7번지 DS PARK 1다705-1 라-3호,기타 1차 비철금속 제조업,국가산업단지,2,비철금속가공,비철,소기업,0,204,031-319-8740
4299,시화국가산업단지,(주)제이엠에스테크,,"경기도 시흥시 군자천로119번길 42, 2라 513호 (정왕동)",경기도 시흥시 정왕동 1360-12번지 2라 513호,반도체 제조용 기계 제조업,국가산업단지,7,반도체 기계,철,소기업,0,130,031-319-8711
4300,시화국가산업단지,태림정공사,,"경기도 시흥시 옥구천동로 250, 정왕동 1255-13(2나 114호) (정왕동)",경기도 시흥시 정왕동 1255-13번지 정왕동 1255-13(2나 114호),자동차용 금속 압형제품 제조업 외 1 종,국가산업단지,7,의료용 단자,,소기업,0,361.98,031-319-8629
4301,시화국가산업단지,두진공업,,"경기도 시흥시 마유로32번길 57, 3바 218-1호 (정왕동)",경기도 시흥시 정왕동 2185-11번지 3바 218-1호,볼트 및 너트류 제조업 외 7 종,국가산업단지,19,자동차 부품 등,철판 등,소기업,1661,1435.11,031-319-8623
4302,시화국가산업단지,경원염직,,"경기도 시흥시 공단2대로76번길 31,시화공단 1바 411호 (정왕동)",경기도 시흥시 정왕동1700-10번지,섬유제품 기타 정리 및 마무리 가공업 외 1 종,국가산업단지,3,나이론레이스원단,나이론,소기업,1647.2,941.6,031-319-8591
4303,시화국가산업단지,흥일산업,,"경기도 시흥시 공단2대로76번길 31,시화공단 1바 411호 (정왕동)",경기도 시흥시 정왕동1700-10번지,"직물, 편조원단 및 의복류 염색 가공업 외 1 종",국가산업단지,13,섬유 원단 염색,"원단, 공업용수, LNG",소기업,0,1129.91,031-319-8591
4304,,운화러버테크,,"경기도 시흥시 은행로12번길 6-14, 1층 (은행동)",경기도 시흥시 은행동 284-33번지 1층,폴리스티렌 발포 성형제품 제조업 외 1 종,일반,7,"실리콘 제품, 우레탄 발포 성형","실리콘 고무, 우레탄 수지",소기업,503,290.06,031-319-8581
4305,시화국가산업단지,대원팩키지(주),,"경기도 시흥시 마유로238번길 81, 시화산단 3나 307호 (정왕동)",경기도 시흥시 정왕동 1279-7번지,골판지 상자 및 가공제품 제조업,국가산업단지,28,골판지상자,골판지,소기업,7004.2,7926.39,031-319-8575
4306,시화국가산업단지,(주)유성하이텍,,"경기도 시흥시 공단1대로 144, 2다 202 A동 103호 (정왕동)","경기도 시흥시 공단1대로 144, 2다 202 A동 103호 (정왕동)",기체 여과기 제조업,국가산업단지,8,집진기,,소기업,0,43,031-319-8535
4307,시화국가산업단지,유성하이텍,,"경기도 시흥시 공단1대로 144, A-103호(1258-1, 2다202) (정왕동)","경기도 시흥시 정왕동 1258-1번지 A-103호(1258-1, 2다202)",기체 여과기 제조업 외 6 종,국가산업단지,8,"집진기, 자외선살균기,교반기, 송풍기, 열식살균장치","철판, 스텐레스 등",소기업,505.93,602.22,031-319-8535
