순번,회사명,공장대표주소(도로명),업종명,전화번호,팩스번호,생산품
1495,근화정공,경기도 부천시 원미구 부천로198번길 36+ 101동 3층 03 (춘의동+ 춘의테크노파크),주형 및 금형 제조업,032-655-5601,032-655-5602,금형
1496,글로벌아이씨티(주),경기도 부천시 원미구 조마루로385번길 122+ 16층 1612호 (춘의동),기타 주변기기 제조업 외 5 종,032-341-6930,032-341-6931,주차관제+ CCTV
1497,금강FA,경기도 부천시 오정구 삼작로233번길 57+ 2층 203 (내동+ 다우테크노타운),기기용 자동측정 및 제어장치 제조업,032-216-0038,032-216-0039,자동화장비
1498,금광정밀,경기도 부천시 원미구 옥산로196번길 13+ 나동1층 (도당동),절삭가공 및 유사처리업,032-683-2124,032-683-2125,반도체 부퓸
1499,금광정밀,경기도 부천시 원미구 부천로309번길 18+ A동 1층 (도당동),금속 절삭기계 제조업,032-684-2124,032-683-2125,기계부품+ 반도체부품+ 통신부품
1500,금광진공산업,경기도 부천시 오정구 오정로71번길 23-33(삼정동+ 금광진공산업),금속 열처리업,032-678-1270,,금속 열처리 제품
1501,금광침탄질화열처리,경기도 부천시 오정구 삼작로164번길 12+ 1층 (내동),금속 열처리업 외 1 종,032-673-2555,032-673-1270,기어+ 샤프트+ 롤러 등 
1502,금도정밀금형,경기도 부천시 원미구 부천로198번길 36+ 춘의테크노파크 101동204호 금도정밀금형(춘의동+ 춘의테크노파크),주형 및 금형 제조업,032-714-1238,032-714-1237,사출금형제작
1503,금비,경기도 부천시 오정구 석천로 397 (삼정동) 부천테크노파크쌍용3차 303동 708호,기타 직물제품 제조업,032-624-2662,032-624-2663,마스크
1504,금성산업,경기도 부천시 오정구 오정로 50-21 (삼정동),자동차용 금속 압형제품 제조업 외 1 종,032-675-5457,032-673-5409,금속압형제품
1505,금일이엔지,경기도 부천시 원미구 평천로850번길 134+ 2층 일부(도당동+ 대성산업도당동공장),기체 여과기 제조업,032-614-2012,032-614-2013,농축산 산업용 공기정화기
1506,금창기전(주),경기도 부천시 원미구 부천로186번길 50 (원미동),전기회로 개폐+ 보호장치 제조업 외 1 종,032-666-8051,032-666-8054,접속단자+터미널 블럭
1507,금창에프에이,경기도 부천시 원미구 부천로208번길 77+ 1층 (춘의동),배전반 및 전기 자동제어반 제조업,032-666-4501,032-666-4502,자동제어반
1508,금토펌프,경기도 부천시 원미구 평천로 832 (도당동),전동기 및 발전기 제조업 외 1 종,032-675-2414,032-675-4889,펌프
1509,금호정밀,경기도 부천시 원미구 부천로357번길 13 (도당동),자동차용 금속 압형제품 제조업 외 1 종,032-672-8134,,금속압형제품
1510,금화정공,경기도 부천시 원미구 원미로201번길 16 (춘의동),주형 및 금형 제조업,032-656-9332,032-656-9760,금형
1511,기가전기(주),경기도 부천시 오정구 삼작로177번길 47+ 3+4층 (내동),전기회로 개폐+ 보호장치 제조업 외 1 종,032-671-9972,032-671-9973,AC코드+멀티코드
1512,기린LITE21,경기도 부천시 원미구 평천로850번길 20+ 4층 (도당동),일반용 전기 조명장치 제조업,032-679-4847,032-679-5306,조명기구
1513,기산전자(주),경기도 부천시 오정구 석천로 345+ 301동 11층 04+06호 (삼정동+ 부천테크노파크),기타 전기 변환장치 제조업 외 1 종,032-621-2340,032-621-2344,직류전원공급장치
1514,기산정공,경기도 부천시 원미구 원미로177번길 41 (원미동),주형 및 금형 제조업,032-663-6377,032-663-6379,주형및금형제조
1515,기산정밀,경기도 부천시 오정구 석천로453번길 64-20+ 1층 (삼정동),주형 및 금형 제조업,032-683-5988,032-683-5989,금형+ 부품가공
1516,기신정기(주),경기도 부천시 오정구 산업로 33-13+ 오정산단 16-12 (오정동),주형 및 금형 제조업,032-817-5941,032-814-7188,몰드베이스+ 다이V+코아플레이트
1517,기진테크,경기도 부천시 원미구 송내대로 388+ 201동 3층 303 (약대동+ 부천테크노파크),기타 전기 변환장치 제조업 외 2 종,032-325-6322,032-325-6386,전자식안정기
1518,기화정밀,경기도 부천시 원미구 부천로369번길 15 (도당동),주형 및 금형 제조업,032-676-7801,032-677-8196,금형
1519,길산업,경기도 부천시 원미구 부천로198번길 36+ 102동 10층 13 (춘의동+ 춘의테크노파크),전동기 및 발전기 제조업,032-714-1700,032-714-1708,소형모터+ 펌프
1520,길진산업,경기도 부천시 오정구 석천로453번길 84(삼정동),도장 및 기타 피막처리업,,,전자제품 도장
1521,꼭지산업,경기도 부천시 원미구 옥산로 201-1 (도당동),동 압연+ 압출 및 연신제품 제조업,032-671-7711,032-676-5160,코일
1522,꽃빛아트,경기도 부천시 오정구 소사로793번길 35+ 2층 우측(원종동),일반용 전기 조명장치 제조업,032-246-4686,070-4799-4687,LED 플라워 조명
1523,나노다이아몬드,경기도 부천시 원미구 부천로198번길 36+ 102동 5층 02호 (춘의동+ 춘의테크노파크),톱 및 호환성 공구 제조업,032-714-0250,032-714-0254,다이아몬드공구
1524,나노테크,경기도 부천시 원미구 정주로 95 (약대동),절삭가공 및 유사처리업,,02-2676-4704,반도체 부품
1525,나노테크,경기도 부천시 원미구 도약로308번길 37+ 2층(도당동+ 나노테크 사옥),절삭가공 및 유사처리업,032-515-1272,032-515-1273,광학부품(렌즈  커버)
1526,나노테크,경기도 부천시 오정구 부천로391번길 14 (내동),주형 및 금형 제조업,070-8600-5876,032-673-8576,사출금형+ 플라스틱사출
1527,나래냉동산업,경기도 부천시 원미구평천로812번길 14 (도당동),산업용 냉장 및 냉동 장비 제조업,032-673-4738,032-673-4739,냉동기 제작및설치
1528,나래이엔지,경기도 부천시 소사구 송내대로30번길 13+ 3층 303B호 (송내동),일반용 전기 조명장치 제조업,032-667-0999,032-667-0922,LED컨버터+ 조명기구
1529,나암테크,경기도 부천시 원미구 평천로 655+ 403동 201호(약대동+ 부천 테크노파크),기타 구조용 금속제품 제조업 외 2 종,,,건전지뚜껑+ 클램프
1530,남강푸드,경기도 부천시 오정구 석천로 397+ 103동 10층 07 (삼정동+ 부천테크노파크쌍용3차),수산동물 훈제+ 조리 및 유사 조제식품 제조업,032-624-2658,032-624-2659,꽃게장
1531,남부솔루션 주식회사,경기도 부천시 오정구 수도로163번길 17+ 외 1필지(1층 일부 좌측 건물) (내동),철도차량 부품 및 관련 장치물 제조업 외 2 종,02-4120-4113,02-2069-2961,BTM
1532,남성기업사,경기도 부천시 원미구 수도로152번길 14+ 1층 (도당동),디지털 적층 성형기계 제조업 외 1 종,032-676-9720,032-676-9721,부스바가공기
1533,남양라이팅,경기도 부천시 원미구 옥산로184번길 43+ 4층(도당동+ 윤성정밀),일반용 전기 조명장치 제조업,032-677-9401,032-342-9401,조명장치+ 매립형 조명장치 등
1534,내츄럴연,경기도 부천시 오정구 신흥로489번길 56+ 502호 (오정동),화장품 제조업,032-555-4775,032-556-4775,화장품
1535,네스기술제어(주),경기도 부천시 오정구 삼작로 22+ 101동 9층 06 (삼정동+ 부천테크노파크),배전반 및 전기 자동제어반 제조업 외 1 종,032-621-1300,032-621-1301,자동제어반 등
1536,노력산업,경기도 부천시 오정구 부천로397번길 22+ NR빌딩(내동+ 노력산업신축사옥),그 외 기타 플라스틱 제품 제조업,032-673-4655,032-673-4672,화장품 용기 및 부속자재
1537,노아(주),경기도 부천시 오정구 삼작로107번길 63+ 3층 (삼정동),비디오 및 기타 영상기기 제조업,070-4964-3799,070-4950-3799,차량용 모니터+ 카메라
1538,농업회사법인 식품창작(주),경기도 부천시 소사구 양지로 237 (옥길동+ 광양프런티어밸리 5차 지식산업센터) 5층 513~516호,육류 포장육 및 냉동육 가공업 (가금류 제외) 외 2 종,,02-2617-1105,등심 포션육+ 돈까스+ 분말
1539,농업회사법인(주)경동미트,경기도 부천시 소사구 범안로219번길 77 (옥길동),육류 기타 가공 및 저장처리업 (가금류 제외),032-342-4060,032-343-4060,돈육+  한우
1540,농협경제지주(주) 농협수도권미트센터,경기도 부천시 오정구 송내대로 524 (삼정동),육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,032-676-3073,032-681-8675,한우+돈육가공
1541,농협경제지주(주) 부천축산물공판장,경기도 부천시 오정구 송내대로518번길 71 (삼정동),육류 도축업(가금류 제외) 외 3 종,032-620-5000,032-620-5017,도축업+기타육지동물고기가공저장
1542,뉴브라자몰드,경기도 부천시 원미구조마루로 395+ 3층 (원미동),속옷 및 잠옷 제조업,070-8847-0544,032-663-0544,브라자(여성용)
1543,뉴알케이㈜,경기도 부천시 원미구 평천로 655+ 402동 1205호(약대동+ 부천 테크노파크),기타 주변기기 제조업 외 2 종,032-710-0168,,대형 TV 전동 스탠드+ 셋탑박스
1544,뉴지랩파마(주),경기도 부천시 오정구 신흥로362번길 23 (내동),방송장비 제조업,,032-683-7906,CCTV+DVR
1545,뉴테크,경기도 부천시 원미구 도약로 261+ D동 4층 05호 (도당동),주형 및 금형 제조업,070-7396-6324,070-4950-6324,금형 레이저+ 폴리싱 가공품
1546,다나필터ENG,경기도 부천시 오정구 석천로 397+ 102동 12층 1211 (삼정동+ 부천테크노파크쌍용3차),기체 여과기 제조업,032-624-1103,032-624-1106,필터
1547,다님소프트,경기도 부천시 소사구 옥길동 794-3번지 지하1층 131호,그 외 기타 분류 안된 금속 가공 제품 제조업,031-405-3928,,건물번호판
1548,다다전기제작소,경기도 부천시 오정구 부천로409번길 70+ 3층 (내동),전자기 측정+ 시험 및 분석기구 제조업 외 1 종,032-675-4480,032-675-4482,전자측정시험및분석기수+전자저항기
1549,다모아,경기도 부천시 오정구 신흥로390번길 40+ 4층 (내동),화장품 제조업,032-679-6955,032-679-6956,화장품+ 화장품원료
1550,다모아 어패럴,경기도 부천시 오정구 석천로453번길 58+ 2층 (삼정동),편조의복 제조업 외 16 종,,,생활용품+ 의류+ 장갑+ 침구 + 자수제품+ 천막+텐트+ 직물제품+ 세폭직물+ 섬유제품+ 남자 겉옷+ 여자 겉옷+ 속옷 등+ 셔츠 및 블라우스+ 작업복+ 봉제의복+ 편조의복 액세서리+ 모자+ 의복액세서리+ 가방 및 케이스
1551,다모아 어패럴 고강,경기도 부천시 오정구 역곡로504번길 11+ 2층 (고강동),편조의복 제조업 외 16 종,,0504-435-9997,생활용품+ 의류+ 장갑+ 침구 등+ 자수 제품+ 천막+ 텐트 등+ 직물제품+ 세폭직물+ 섬유제품+ 남자 겉옷+ 여자 겉옷+ 속옷 및 잠옷+ 셔츠+ 블라우스+ 근무복 등+ 봉제의복+ 편오즤복 액세서리+ 모자 등+ 의복액세서리+ 가방+ 보호용 케이스 등
1552,다보악기,경기도 부천시 소사구 소삼로 30-1 (소사본동),기타 악기 및 전자 악기 제조업 외 1 종,032-348-0507,032-347-5822,시로폰+핸드벨
1553,다산,경기도 부천시 원미구 부천로198번길 18+ 201동 B1층 01호 (춘의동+ 춘의테크노파크II)+ 02호 외 1필지,기타 무선 통신장비 제조업,032-623-0851,032-623-0854,카메라부품
1554,다산기업,경기도 부천시 원미구부천로 323 (도당동+ y-제니스 파크) 2층 205호,플라스틱 접착처리 제품 제조업 외 1 종,032-679-2963,032-679-0769,접착테이프
1555,다세다전자,경기도 부천시 오정구 석천로 345+ 304동 9층 05 (삼정동+ 부천테크노파크),전자코일+ 변성기 및 기타 전자 유도자 제조업,032-234-2021,032-234-2023,부품자동공급기+전자석트랜스
1556,다원엔지니어링,경기도 부천시 원미구 조종로 72+ 지층 (원미동),기타 절연선 및 케이블 제조업,,0508-945-0272,와이어하네스
1557,다윤디자인,경기도 부천시 오정구 석천로398번길 51 (삼정동),일반용 전기 조명장치 제조업 외 1 종,032-612-0428,02-3661-0427,경관조명기구
1558,다은메디칼,경기도 부천시 원미구 조마루로385번길 122+ 14층 04호+ 05호 (춘의동),체외 진단 시약 제조업 외 1 종,032-270-6030,032-270-6033,의료기기+ 의료용 피복제
1559,다이아테크,경기도 부천시 원미구 부천로369번길 31+ 2+3+4층 (도당동),가방 및 기타 보호용 케이스 제조업,032-677-0501,032-674-6018,화장품 + 용기+ 캡
1560,다인 스티치,경기도 부천시 오정구 오정로133번길 6-8+ B1층 (내동),침구 및 관련제품 제조업 외 3 종,02-953-8128,02-953-8130,이불+ 베게+ 패드
1561,다인스티치,경기도 부천시 원미구 옥산로236번길 23 (도당동),침구 및 관련제품 제조업 외 1 종,,032-679-8465,이불+ 담요
1562,다인테크,경기도 부천시 원미구 도약로 261+ (도당동+ 부천대우테크노파크) D동 10층 1006호,배전반 및 전기 자동제어반 제조업,032-670-7772,0504-241-2275,하네스+ 리벳팅+ 수배전반
1563,다인휴즈,경기도 부천시 원미구 옥산로252번길 53 (도당동),전기회로 개폐+ 보호장치 제조업 외 3 종,032-674-5020,032-679-5020,전자부품휴즈
1564,다임산업,경기도 부천시 원미구 길주로 416+ B동 1층 1호(춘의동+ (주)포나후렉스),주방용 및 음식점용 목재가구 제조업,032-654-1746,032-654-1747,주방가구 외
1565,다재인텍(주),경기도 부천시 원미구 부천로246번길 30+ 3층+ 4층+ 5층 (춘의동),컴퓨터 모니터 제조업,032-624-4590,032-624-4592,산업용 모니터+ 터치스크린
1566,다진공조,경기도 부천시 오정구 석천로398번길 60+ 2층 (삼정동),구조용 금속 판제품 및 공작물 제조업 외 2 종,032-329-1001,032-215-2984,냉난방기+배관난방공사
1567,단비(DANBEE),경기도 부천시 오정구 석천로 397+ 103동 11층 13호 (삼정동+ 부천테크노파크쌍용3차),그 외 기타 특수목적용 기계 제조업 외 1 종,032-624-3070,032-624-3050,해충퇴치기
1568,답게산업,경기도 부천시 원미구 송내대로 388+ 202동 2층 01 (약대동+ 부천테크노파크),운송장비 조립용 플라스틱제품 제조업 외 1 종,032-621-0852,032-621-0854,플라스틱성형제품
1569,대건쇼케이스,경기도 부천시 오정구 석천로 397+ 102동 B1층 B02+B03 (삼정동+ 부천테크노파크쌍용3차),산업용 냉장 및 냉동 장비 제조업,032-624-1344,032-624-1347,냉장쇼케이스
1570,대경,경기도 부천시 원미구 부천로198번길 18+ 201동 8층 08+09 (춘의동),전자저항기 및 전자카드 제조업 외 1 종,032-614-8111,032-614-8113,제동저항기 및 제동유니트
1571,대경메디피아,경기도 부천시 오정구 삼작로143번길 44-13 (내동),기타 가공 공작기계 제조업 외 9 종,032-676-6042,032-681-6387,기타가공공작기계+의료용가구+스프린트
