업체명,업종명,도로명주소,지번주소,생산품목,위도,경도,전화번호,팩스번호,데이터기준일
(주)비비테크,반도체 제조용 기계 제조업,"경기도 수원시 권선구 산업로 101, 5층(고색동, 주식회사단성)",경기도 수원시 권선구 고색동 971 주식회사단성 5층,반도체 제조 장비용 유틸리티,37.2407115,126.9759791,031-8009-0777,031-8009-0778,2025-02-14
(주)비아트론,발광 다이오드 제조업 외 1 종,"경기도 수원시 권선구 산업로155번길 139, (수원산업3단지) (고색동)",경기도 수원시 권선구 고색동 1007번지 (수원산업3단지),"반도체열처리글래스,AMOLED용 제조장비, 반도체 결정화 장비",37.246112,126.9842544,070-4016-3286,031-227-6540,2025-02-14
(주)비아트론,발광 다이오드 제조업 외 1 종,"경기도 수원시 권선구 산업로156번길 66, (수원산업3단지) (고색동)",경기도 수원시 권선구 고색동 1073번지 (수원산업3단지),반도체 제조용 장비 ,37.2392381,126.9821705,070-4016-3236,031-227-6540,2025-02-14
(주)비아트론시스템,반도체 제조용 기계 제조업,"경기도 수원시 권선구 산업로155번길 139, (수원산업3단지) (고색동)",경기도 수원시 권선구 고색동 1007번지 (수원산업3단지),반도체 제조용 기계 부품 등,37.246112,126.9842544,070-4016-3254,031-227-6540,2025-02-14
(주)비케이동영테크,에너지 저장장치 제조업 외 6 종,"경기도 수원시 권선구 오목천로152번길 75(고색동, 이노플랜트)",경기도 수원시 권선구 고색동 926 이노플랜트,"인덕션, 신재생에너지 등, 배터리",37.2418047,126.9791196,031-295-4046,031-295-4001,2025-02-14
(주)비케이이엔지,배전반 및 전기 자동제어반 제조업,"경기도 수원시 권선구 산업로 198, 721호 (고색동) 721호",경기도 수원시 권선구 고색동 1098-2 721호 721호,자동차 장비 판넬,37.2423731,126.9863345,070-5055-1889,031-8039-4615,2025-02-14
(주)비텍,기타 전기 변환장치 제조업,"경기도 수원시 권선구 산업로155번길 228-69, 2층일부 (수원산업3단지) (고색동)",경기도 수원시 권선구 고색동 1032번지 2층일부 (수원산업3단지),무정전전원장치(UPS),37.2441497,126.9850933,070-4163-5372,031-294-0750,2025-02-14
(주)산쇼코리아,그 외 기타 전자부품 제조업,"경기도 수원시 권선구 산업로155번길 228-31, (수원산업3단지) (고색동)",경기도 수원시 권선구 고색동 1043번지 (수원산업3단지),휴대폰 컨넥터 등,37.2447203,126.9870621,031-296-3334,031-296-3335,2025-02-14
(주)삼기이브이,자동차 차체용 신품 부품 제조업,"경기도 수원시 권선구 서부로 1433-20, 3층, 303호 (고색동)","경기도 수원시 권선구 고색동 990-1 3층, 303호",FFC,37.2378624,126.9808304,,,2025-02-14
(주)삼정솔루션,유선 통신장비 제조업 외 21 종,"경기도 수원시 권선구 산업로 198, 429호~431호, 505호, 506호 (고색동) 429호~431호, 505호, 506호","경기도 수원시 권선구 고색동 1098-2 429호~431호, 505호, 506호 429호~431호, 505호, 506호","무선중계기,안테나, 전파차단장치",37.2423731,126.9863345,031-342-1120,031-624-8616,2025-02-14
(주)삼진메디칼,그 외 기타 의료용 기기 제조업,"경기도 수원시 권선구 산업로155번길 274, 수원산업3단지 (고색동)",경기도 수원시 권선구 고색동 1050번지 수원산업3단지,"후버침관, 후버니들",37.2438105,126.9881456,070-7010-5200,031-267-0757,2025-02-14
(주)새한엘리베이터,승강기 제조업,경기도 수원시 권선구 산업로156번길 88-28 (고색동) 수원산업3단지,경기도 수원시 권선구 고색동 1142-0 수원산업3단지,엘리베이터,37.2357304,126.9841105,031-351-6006,031-351-1777,2025-02-14
(주)생각하는채널,전시 및 광고용 조명장치 제조업,"경기도 수원시 권선구 오목천로132번길 33, 4층 404 (고색동, 휴먼스카이밸리) 4층 404호 외 1필지",경기도 수원시 권선구 고색동 959번지 휴먼스카이밸리 4층 404 4층 404호 외 1필지,LED광고판,37.2427214,126.9765313,031-238-3392,031-238-3360,2025-02-14
(주)서강이엔지,배전반 및 전기 자동제어반 제조업,"경기도 수원시 권선구 오목천로152번길 40, 6층 611 (고색동, 고색동 첨단벤처밸리) 6층 611호",경기도 수원시 권선구 고색동 958번지 고색동 첨단벤처밸리 6층 611 6층 611호,전기자동제어반,37.2429443,126.9772998,031-295-7963,031-295-7964,2025-02-14
(주)서지프로텍터,그 외 기타 전기장비 제조업,"경기도 수원시 권선구 오목천로152번길 40, 616호(고색동, 고색동 첨단벤처밸리) 616호",경기도 수원시 권선구 고색동 958 고색동 첨단벤처밸리 616호 616호,"서지보호기, 피뢰자재",37.2429443,126.9772998,031-291-9994,031-8056-9117,2025-02-14
(주)서진시스템,주형 및 금형 제조업,"경기도 수원시 권선구 오목천로132번길 5, 수원산업1단지 (고색동)",경기도 수원시 권선구 고색동 962번지 수원산업1단지,통신부품 등,37.2440383,126.9760208,032-221-4851,031-297-5760,2025-02-14
(주)선옵티스,기타 무선 통신장비 제조업 외 1 종,"경기도 수원시 권선구 산업로156번길 88-21, 2층 201호 (고색동)",경기도 수원시 권선구 고색동 1145 2층 201호,"광통신부품, 전기감지장치",37.2365874,126.9845975,031-343-8704,,2025-02-14
(주)선익시스템,반도체 제조용 기계 제조업 외 1 종,"경기도 수원시 권선구 산업로155번길 293, (수원산업3단지) (고색동)",경기도 수원시 권선구 고색동 1066번지 (수원산업3단지),"OLED증착장비, Sputter, Etcher",37.2425436,126.9888458,031-8012-1615,031-8012-1297,2025-02-14
(주)선익시스템,반도체 제조용 기계 제조업,"경기도 수원시 권선구 산업로 195-8, (수원산업3단지) (고색동)",경기도 수원시 권선구 고색동 1041번지 (수원산업3단지),OLED증착기 등,37.2433366,126.9864447,031-8012-1615,031-8012-1297,2025-02-14
(주)성균바이오텍,건강기능식품 제조업 외 1 종,"경기도 수원시 권선구 산업로156번길 142-10, 수원벤처밸리2, A동 707,708,709호 (고색동)","경기도 수원시 권선구 고색동 1152번지 수원벤처밸리2, A동 707,708,709호",옥타코사놀(건강기능식품 원료),37.238445,126.9864565,031-739-5850,031-739-5852,2025-02-14
(주)성지티앤엠,전자부품 실장기판 제조업,"경기도 수원시 권선구 산업로156번길 142-10, B동 506호 (벤처밸리2, 3단지) (고색동) 외 5필지","경기도 수원시 권선구 고색동 1152번지 B동 506호 (벤처밸리2, 3단지) 외 5필지",전자부품실장,37.238445,126.9864565,031-298-3424,031-298-3427,2025-02-14
(주)성현테크놀로지,전자 응용 절삭기계 제조업 외 1 종,"경기도 수원시 권선구 산업로 108(고색동, 신일중공업(주))",경기도 수원시 권선구 고색동 945 신일중공업(주),고속다축가공기,37.2403261,126.9769135,032-814-4644,032-814-4642,2025-02-14
(주)세경하이테크,그 외 기타 전자부품 제조업 외 1 종,"경기도 수원시 권선구 산업로155번길 128, 수원산업3단지 (고색동)",경기도 수원시 권선구 고색동 1022번지 수원산업3단지,필름형 적층테이프,37.2453208,126.9845732,031-204-7200,031-205-1284,2025-02-14
(주)세경하이테크,그 외 기타 전자부품 제조업,"경기도 수원시 권선구 산업로92번길 94-17, (2단지) (고색동)",경기도 수원시 권선구 고색동 991-1번지 (2단지),"전자제품 산업용테이프, 모바일필름",37.2390824,126.980162,031-204-7200,031-205-1284,2025-02-14
(주)세보엘이디,전구 및 램프 제조업,"경기도 수원시 권선구 오목천로132번길 13, 3층 (고색동)",경기도 수원시 권선구 고색동 961번지 3층,LED조명,37.2436848,126.9760238,031-298-9317,031-298-9312,2025-02-14
(주)세스맷,그 외 기타 전자부품 제조업,"경기도 수원시 권선구 산업로155번길 128, 1층(고색동, (주)세경하이테크)",경기도 수원시 권선구 고색동 1022 (주)세경하이테크 1층,"산업용 단열필름, 2차전지소재개발 및 생산",37.2453208,126.9845732,070-5100-4457,070-5100-4965,2025-02-14
(주)세원하이텍,볼트 및 너트류 제조업 외 2 종,경기도 수원시 권선구 오목천로108번길 7 (고색동),경기도 수원시권선구 고색동 977번지,"볼트,너트",37.2421661,126.9742482,031-227-9427,031-227-9426,2025-02-14
(주)세윤,그 외 기타 전자부품 제조업 외 1 종,경기도 수원시 권선구 산업로155번길 116 (고색동),경기도 수원시 권선구 고색동 1021번지,휴대폰부품(커넥터),37.2450943,126.9840737,031-291-6114,031-293-6114,2025-02-14
(주)세자에너지,"전자기 측정, 시험 및 분석기구 제조업 외 1 종","경기도 수원시 권선구 산업로156번길 142-10, B동 218호(수원벤처밸리2) (고색동)",경기도 수원시 권선구 고색동 1152번지 B동 218호(수원벤처밸리2),"전자부품, 측정기 등, 배터리 테스트 장비",37.238445,126.9864565,031-229-8696,031-229-8697,2025-02-14
(주)솔테크놀러지,사무용 기계 및 장비 제조업 외 2 종,"경기도 수원시 권선구 산업로155번길 146, B동 3층 (고색동)",경기도 수원시 권선구 고색동 1053 B동 3층,"사무용 기계 및 장비, 키오스크용 영수증 프린터, 키오스크, 기타 무인 기기",37.2456494,126.9858624,,0303-3440-2277,2025-02-14
(주)수산이앤에스,배전반 및 전기 자동제어반 제조업 외 15 종,"경기도 수원시 권선구 산업로155번길 280-36(고색동, 은성전장)",경기도 수원시 권선구 고색동 1052 은성전장,원자력PLC,37.2442815,126.9879971,031-723-4302,02-2226-0988,2025-02-14
(주)스마트항공,무인 항공기 및 무인 비행장치 제조업,"경기도 수원시 권선구 산업로156번길 142-10, B동 214호(고색동, 수원벤처밸리∥)",경기도 수원시 권선구 고색동 1152 수원벤처밸리∥ B동 214호,"무인항공기, 드론",37.238445,126.9864565,02-403-8988,02-6944-8234,2025-02-14
(주)스미토모에스에이치 크라이오 제닉스 코리아,그 외 기타 의료용 기기 제조업,"경기도 수원시 권선구 산업로155번길 280-3,  수원산업3단지 (고색동)",경기도 수원시 권선구 고색동 1038번지 수원산업3단지,MRI초저온냉동기,37.2432212,126.9877987,031-278-3051,031-278-3053,2025-02-14
(주)스카,반도체 제조용 기계 제조업,"경기도 수원시 권선구 산업로156번길 142-10, A동 402호(수원벤처밸리2) (고색동)",경기도 수원시 권선구 고색동 1152번지 A동 402호(수원벤처밸리2),반도체조립기계 장비제조,37.238445,126.9864565,070-4070-5060,070-8668-1112,2025-02-14
(주)스탠다드케미칼,액정 표시장치 제조업,"경기도 수원시 권선구 오목천로152번길 40, 5층 513 (고색동, 고색동 첨단벤처밸리) 5층 513호",경기도 수원시 권선구 고색동 958번지 고색동 첨단벤처밸리 5층 513 5층 513호,"핸드폰부품(핸드폰 커버글라스 및 터치부품), 나노코팅제",37.2429443,126.9772998,031-205-2540,031-205-2543,2025-02-14
(주)시소,디스플레이 제조용 기계 제조업,"경기도 수원시 권선구 산업로156번길 142-10, A동 712호(고색동, 수원벤처밸리∥)",경기도 수원시 권선구 고색동 1152 수원벤처밸리∥ A동 712호,디스플레이 제조용 기게,37.238445,126.9864565,031-897-7783,031-877-7793,2025-02-14
(주)시스템디,디스플레이 제조용 기계 제조업,경기도 수원시 권선구 산업로92번길 62 (고색동),경기도 수원시 권선구 고색동 987-3번지,"자동화 디스플레이, 반도체 응용기기",37.2390377,126.9775109,031-366-7478,031-355-7054,2025-02-14
(주)시즌,디스플레이 제조용 기계 제조업,"경기도 수원시 권선구 산업로156번길 142-10, A동 305호(수원벤처밸리2) (고색동)",경기도 수원시 권선구 고색동 1152번지 A동 305호(수원벤처밸리2),스테이지,37.238445,126.9864565,031-739-5878,031-739-5879,2025-02-14
(주)신성씨앤티,그 외 기타 전자부품 제조업,"경기도 수원시 권선구 산업로156번길 22, 수원산업3단지 (고색동)",경기도 수원시 권선구 고색동 1069번지 수원산업3단지,전기전자부품,37.2409759,126.9814153,02-2175-2410,02-2135-1641,2025-02-14
(주)신안시스템,그 외 기타 전자부품 제조업 외 1 종,"경기도 수원시 권선구 오목천로152번길 40, 8층 815호 (고색동, 고색동 첨단벤처밸리)",경기도 수원시 권선구 고색동 958번지 고색동 첨단벤처밸리 8층 815호,증착용 센서,37.2429443,126.9772998,070-8627-8550,031-291-9111,2025-02-14
(주)신우라이팅,일반용 전기 조명장치 제조업,"경기도 수원시 권선구 오목천로152번길 8, 3층 301호(고색동, 주식회사코메드실업)",경기도 수원시 권선구 고색동 954 주식회사코메드실업 3층 301호,경관조명 등기구 조립생산,37.2443491,126.9766381,031-298-1033,,2025-02-14
(주)신우프론티어,승강기 제조업 외 1 종,"경기도 수원시 권선구 산업로156번길 171-34, 수원산업3단지 (고색동)",경기도 수원시 권선구 고색동 1110번지 수원산업3단지,"노약자및장애인용승강설비(휠체어리프트), 엘리베이터",37.2410111,126.9849272,031-366-1532,031-366-1538,2025-02-14
(주)신정정밀,그 외 기타 전자부품 제조업,"경기도 수원시 권선구 산업로155번길 116, 3층(고색동, (주)세윤)",경기도 수원시 권선구 고색동 1021 (주)세윤 3층,"전자부품, 통신기기",37.2450943,126.9840737,031-291-6114,031-293-6114,2025-02-14
(주)신진정밀,절삭가공 및 유사처리업 외 1 종,"경기도 수원시 권선구 산업로156번길 46, (수원산업3단지) (고색동)",경기도 수원시 권선구 고색동 1070번지 (수원산업3단지),"절삭가공품(금속롤러, 산업용기계부품, 자동차엔진가공지그 등)",37.2402693,126.9816352,031-292-8601,031-293-8605,2025-02-14
(주)심스바이오닉스,그 외 기타 전기장비 제조업,"경기도 수원시 권선구 산업로 173-8, 수원산업3단지 (고색동)",경기도 수원시 권선구 고색동 1034번지 수원산업3단지,"전기식이온정수기, 전기식수소정수기, 정수기",37.2430778,126.9838814,031-296-5693,031-296-5984,2025-02-14
(주)썸잇,기타 가정용 전기기기 제조업,"경기도 수원시 권선구 산업로155번길 77, 3층(고색동)",경기도 수원시 권선구 고색동 1004 3층,"전자기기 및 전자제품, 헬스케어 제품",37.2453004,126.9812195,031-8067-8408,,2025-02-14
