연번,업종,사업체명,주생산품,도로명주소,위도,경도,전화번호,팩스번호,홈페이지
1953,1차 금속 제조업,(유한)동부금속,"금속 벤딩, 절단",전북특별자치도 전주시 덕진구 전미로 213 (전미동2가),35.88687476,127.1056832,063-241-5141,063-212-8077,
1954,1차 금속 제조업,하누리산업,스텐레스주방기구,"전북특별자치도 전주시 완산구 서신천변2길 2-1, 1층 (서신동)",35.82641702,127.1144622,063-251-2428,,
1955,1차 금속 제조업,에이치앤플랜트,1차 철강 제조,전북특별자치도 전주시 덕진구 신복천변1길 25 (팔복동1가),35.85716362,127.1099801,063-211-0443,,
1956,1차 금속 제조업,(주)영호산업,동판제조,전북특별자치도 전주시 완산구 정여립로 655-38 (상림동),35.80874698,127.0684954,063-226-2888,,
1957,1차 금속 제조업,백두정공(주),금형제품 제작,"전북특별자치도 전주시 완산구 팔달로 267, 3층 306호 (서노송동)",35.8258446,127.1437305,,,
1958,1차 금속 제조업,㈜더치콩,더치커피추출기구,"전북특별자치도 전주시 덕진구 원장동길 111-18, 106호",35.85165807,127.0592154,063-224-8497,063-285-8008,
1959,1차 금속 제조업,(주)지엔피이노베이션,1차 비철금속,"전북특별자치도 전주시 완산구 천잠로 235, 봉사관 3414호 (효자동2가,전주비전대학교)",35.81087457,127.0909661,,,
1960,1차 금속 제조업,(주)유진에쓰엔티,H빔,"전북특별자치도 전주시 완산구 아중로 33, 1층 104호 (중노송동,전주정보문화산업진흥원1인창조기업지원센터)",35.82368871,127.1536807,,,
1961,1차 금속 제조업,(주)코비아,그 외 기타 1차 철강 제조,"전북특별자치도 전주시 덕진구 팔복로 237, 106호 (여의동)",35.85700014,127.0822144,,,
1962,1차 금속 제조업,(유한)세하디앤씨,그 외 기타 1차 철강 제조,전북특별자치도 전주시 완산구 우림로 1036-7 (중인동),35.77902255,127.1054639,063-714-2280,,
1963,1차 금속 제조업,(주)종합맨홀,주철맨홀뚜껑등,전북특별자치도 전주시 덕진구 정암길 7 (장동),35.86251823,127.0614567,054-336-4033,054-336-0076,
1964,1차 금속 제조업,(유한)현대특수금속,"알루미늄, EGI철판, 금속가공, 절단 외",전북특별자치도 전주시 덕진구 상리1길 9 (팔복동2가),35.85398649,127.1020886,063-213-7171,063-213-6646,
1965,1차 금속 제조업,(주)엘오티아이,저산소 타이타늄 합금분말,전북특별자치도 전주시 완산구 원신덕길 85 (용복동),35.78569711,127.0715626,063-714-3990,063-270-2305,https://www.lotitanium.com/
1966,1차 금속 제조업,(유한)티에스피씨,철강 제품 (맨홀뚜껑),"전북특별자치도 전주시 완산구 꽃밭정로 37-7, 102호 (평화동1가,서봉빌라)",35.79862925,127.1367644,063-282-8131,,
1967,1차 금속 제조업,진우스텐샤링,구조용 금속제품,전북특별자치도 전주시 완산구 정여립로 749 (상림동),35.81925933,127.0677309,063-223-7842,063-223-7843,
1968,1차 금속 제조업,대한스텐샤링,스텐 가공품,전북특별자치도 전주시 덕진구 야전2길 34-5 (팔복동4가),35.86103925,127.1051205,063-214-3210,063-214-3216,
1969,1차 금속 제조업,(주)비에이치산업,"알루미늄복합패널, 석제단열패널",전북특별자치도 전주시 덕진구 동부대로 391 (우아동1가),35.8270207,127.1766657,063-243-0455,063-241-3118,
1970,1차 금속 제조업,(유한)신진환경산업,폐목재 재제조,전북 전주시 완산구 정여립로 655-38 (상림동),35.80874698,127.0684954,063-226-2888,063-232-4527,
1971,1차 금속 제조업,(주)전일특수금속,"주강, 특수강, 자동차부품",전북특별자치도 전주시 덕진구 유제로 45-3 (여의동),35.8550293,127.0814289,063-211-7766,063-212-5949,http://jonil21.com
1972,1차 금속 제조업,신화이엔지,"기계, 배관 제작","전북특별자치도 전주시 덕진구 학산길 42, 1동 16호 (팔복동2가)",35.85429309,127.0924975,063-214-8286,,
1973,1차 금속 제조업,(유)영창철강,"철강재(H형강, C형강, 강관, 철판)",전북특별자치도 전주시 덕진구 신복로 135 (팔복동1가) 외 3필지,35.86107949,127.1020531,063-243-4400,063-246-4578,
1974,1차 금속 제조업,(유)영창철강,"철강재(H형강, C형강, 강관, 철판)",전북특별자치도 전주시 덕진구 상리1길 21 (팔복동2가),35.85279074,127.1024896,063-212-7789,063-212-7781,
1975,1차 금속 제조업,부영철강(주),철강재 가공,전북특별자치도 전주시 덕진구 신복로 18-14 (팔복동1가),35.85465958,127.1114141,063-212-3471,063-212-3473,
1976,금속가공제품 제조업,한일판넬,금속제창문,전북특별자치도 전주시 덕진구 초포다리로 169,35.87063444,127.1583207,063-254-2711,063-274-5984,
1977,금속가공제품 제조업,혁신산업,"개구부덮개, E/V 안전난간대, 방화문",전북특별자치도 전주시 덕진구 신흥안길 31 (고랑동),35.87604017,127.0935124,063-214-6338,063-214-6340,
1978,금속가공제품 제조업,지엠메디컬,음압컨테이너,"전북특별자치도 전주시 덕진구 기린대로 945-6, 161호 (여의동)",35.86413031,127.0811469,,,
1979,금속가공제품 제조업,베로니스알앤디(주),플라스틱 창호,"서울 성북구 화랑로1길 7, B동 1층 1호 (하월곡동,베로니스)",37.60344622,127.0334291,,,
1980,금속가공제품 제조업,(주)호암디에스산업,운송용컨테이너 및 금속제품,"전북특별자치도 전주시 덕진구 오공로 136, 403호 (만성동)",35.83512358,127.0702243,1588-5338,,
1981,금속가공제품 제조업,(주)썬업,미끄럼방지,"전북특별자치도 전주시 덕진구 반룡로 109, 전북테크노파크 벤처지원동 3층 309호 (팔복동2가)",35.85857881,127.0835802,063-255-1479,063-255-1478,
1982,금속가공제품 제조업,(유한)디에스산업,육상 금속 골조 구조재,전북특별자치도 전주시 덕진구 기린대로 1089 (반월동),35.87052994,127.0671427,,,
1983,금속가공제품 제조업,(유한)동감,철구조물 제조,"전북특별자치도 전주시 덕진구 만성중앙로 54-30, 205호 (만성동)",35.84136136,127.0761733,063-212-9603,063-546-9605,
1984,금속가공제품 제조업,세림기계,산업기계부품 절삭가공,전북특별자치도 전주시 덕진구 감수길 30-16,35.86639591,127.1018825,063-212-3009,063-212-3093,
1985,금속가공제품 제조업,(유한)미래산업,구조용 금속 판제품,"전북특별자치도 전주시 완산구 척동3길 26, 101호 (효자동3가,나린하우스)",35.82255158,127.0976282,,,
1986,금속가공제품 제조업,(주)올그린텍코리아,"옥외용벤치,버스승강장,마스크또는보조용품,일반마스크,식사대용식품",전북특별자치도 전주시 덕진구 신복로 21(팔복동1가),35.85324449,127.1101899,063-212-9737,063-212-9738,
1987,금속가공제품 제조업,비엔비창호,"금속 문, 창, 셔터 및 관련제품",전북특별자치도 전주시 덕진구 새만금북로 366 (성덕동),35.8846972,127.0383802,063-213-4385,,
1988,금속가공제품 제조업,현종금속,"금속절단, 절곡, 자동차부품 용접",전북특별자치도 전주시 덕진구 상리1길 51 (팔복동2가),35.85157002,127.1031676,063-214-3793,063-214-3794,
1989,금속가공제품 제조업,키친파트너,업소용주방기기,전북특별자치도 전주시 덕진구 상리2길 29 (팔복동2가),35.85359582,127.1004656,063-212-9770,063-213-9770,
1990,금속가공제품 제조업,에스제이테크,"금속탱크, 난간, 배관 등",전북특별자치도 전주시 덕진구 진조리길 81-57 (전미동1가),35.89718659,127.1143406,063-276-4112,063-275-7516,
1991,금속가공제품 제조업,(주)올그라운드,"도로명판, 건물번호판 외","전북특별자치도 전주시 덕진구 만성북로 51-25, 4091호 (만성동,스페이스온지식산업센터)",35.84905387,127.082638,,,
1992,금속가공제품 제조업,비전이앤지,금속가공,전북특별자치도 전주시 덕진구 지행당길 157,35.8732371,127.1541627,,063-241-8511,
1993,금속가공제품 제조업,(주)성원안전,"낙석방지망(휀스) 외,금속구조물 설치 공사","전북특별자치도 전주시 덕진구 가련산로 14, 201호 (덕진동2가,하가빌딩)",35.8408922,127.1108147,043-215-6052,043-215-6053,
1994,금속가공제품 제조업,미광산업,"문틀, 창틀",전북특별자치도 전주시 완산구 구이로 1905-4 (석구동),35.76923267,127.1248831,,,
1995,금속가공제품 제조업,윤성ENG,기계설비,전북특별자치도 전주시 덕진구 추천로 47-35 (팔복동3가),35.8446624,127.1002674,,063-213-7907,
1996,금속가공제품 제조업,(유한)윤하바름,"금속 문, 창, 셔터","전북특별자치도전주시 완산구 삼산길 54, 1층 (삼천동3가)",35.80041719,127.0776426,,,
1997,금속가공제품 제조업,(주)마이크로벨,구조용 금속 판제품,"전북특별자치도 전주시 덕진구 백제대로 567, 510호 (금암동,전북대학교생활과학대학)",35.84114301,127.1315892,,,
1998,금속가공제품 제조업,건물번호판종합상사,기타 분류 안된 금속 가공,"전북특별자치도 전주시 완산구 백마산길 112, 103동 110호 (효자동3가,노블리안아파트)",35.81988776,127.0862156,070-7623-0012,,
1999,금속가공제품 제조업,(주)케이코,"탭, 밸브 및 유사장치 제조","전북특별자치도 전주시 덕진구 오공로 123, 207호 (만성동)",35.83618372,127.068618,063-276-4887,,
2000,금속가공제품 제조업,(주)쿠진,수동식 식품 가공기기 및 금속 주방용기 제조업,"전북특별자치도 전주시 완산구 효자로 289, 3층 (중화산동2가)",35.81929864,127.117186,070-7578-1930,,
2001,금속가공제품 제조업,㈜한설,교통신호기 및 관련부품 제조,"전북특별자치도 전주시 덕진구 덕촌길 43, 1층",35.84480896,127.0981736,063-453-9000,063-453-9003,
2002,금속가공제품 제조업,대림이엔지,"금속문, 중문",전북특별자치도 전주시 완산구 모과길 12-6,35.79258586,127.0872468,063-285-6171,063-285-6170,
2003,금속가공제품 제조업,대진스텐,"금속가공(금속사다리, 난간, 국기봉 등)",전북특별자치도 전주시 덕진구 번영로 471 (용정동),35.87479041,127.0586988,063-246-6908,,
2004,금속가공제품 제조업,현산업,"육상금속 골조, 구조재 제조",전북특별자치도 전주시 덕진구 삼례로 10 (고랑동),35.87872075,127.0774016,063-224-0944,063-224-0944,
2005,금속가공제품 제조업,(주)더데움,"탄소히터, 보일러","전북특별자치도 전주시 덕진구 반룡로 109, 406호 (팔복동2가,테크노빌 벤처지원동)",35.85857881,127.0835802,,,
2006,금속가공제품 제조업,개암금속(유한),"창호, 잡철, 금속, 유리 제조 및 공사업",전북특별자치도 전주시 덕진구 혁신로 510 (여의동),35.85820375,127.067608,063-224-4060,,
2007,금속가공제품 제조업,(주)유니온테크,발열벤치(버스승강장 설치용),"전북특별자치도 전주시 덕진구 원만성로 106, 314호 (팔복동2가,한국탄소산업진흥원 창업보육동)",35.85795578,127.0893668,063-219-3682,,
2008,금속가공제품 제조업,(주)앤드티앤씨,구조용 금속제품,"전북특별자치도 전주시 완산구 천잠로 164, 5층 502호 (효자동2가,송민빌딩)",35.80241984,127.0993049,,,
2009,금속가공제품 제조업,민수산업개발(주),금속구조물제조,전북특별자치도 전주시 덕진구 전당안길 34 (전미동1가),35.89226541,127.126657,063-715-3830,,
2010,금속가공제품 제조업,클린 쿡,물탈취 프라이팬,"전북특별자치도 전주시 완산구 전주객사4길 46, 8층 804호",35.82001292,127.1437045,070-7121-4671,,
2011,금속가공제품 제조업,호반함석보온공사,"함석가공품, 닥트가공품",전북특별자치도 전주시 덕진구 신복천변1길 11 (팔복동1가),35.85655226,127.1089684,063-254-2486,063-254-2486,http://www.hobanzinc.com
2012,금속가공제품 제조업,와이피이(주),구조용 금속제품,"전북특별자치도 전주시 덕진구 팽나무3길 7-4, 204호 (인후동1가)",35.83578272,127.1534529,063-212-5700,,
2013,금속가공제품 제조업,(유한)대성복층유리,"금속 문, 창, 셔터","전북특별자치도 전주시 덕진구 송천중앙로 21, 2층 (덕진동2가)",35.84920782,127.1189253,1577-9215,,
2014,금속가공제품 제조업,전북테크산업,육상 금속 골조 구조재,전북특별자치도 전주시 덕진구 전미중앙로 171 (전미동2가),35.8845721,127.1148463,063-274-7441,,
2015,금속가공제품 제조업,쏘우핫㈜,"탄소보일러, 탄소히터","전북특별자치도 전주시 덕진구 기린대로 886, 효성탄소 특화 창업보육센터 302호",35.86555541,127.0883942,,063-214-4122,
2016,금속가공제품 제조업,새시각컴퍼니,금속 가공 제품,"전북특별자치도 전주시 덕진구 신복천변1길 13-3, 2층 (팔복동1가)",35.8566328,127.10889,070-4571-6638,,
2017,금속가공제품 제조업,하나로냉동,냉동냉장기용 냉매배관,전북특별자치도 전주시 덕진구 수곡길 33-1 (금상동),35.84327589,127.1852764,,,http://전라북도 전주시 덕진구 팔복5길 34 (팔복동2가)
2018,금속가공제품 제조업,디케이산업,금속문(철재 및 알루미늄재),전북특별자치도 전주시 덕진구 용암길 83 (용정동),35.88213955,127.0603064,,,
2019,금속가공제품 제조업,소공인융합협동조합,금속 가공,"전북특별자치도 전주시 덕진구 여산로 88-22, 2동 2층(여의동)",35.86073153,127.0774991,063-212-0152,050-5300-3659,
2020,금속가공제품 제조업,스틸팩토리,금속판재 절단 가공품,전북특별자치도 전주시 덕진구 구렛들3길 59 (팔복동4가),35.86314799,127.0990402,,,
2021,금속가공제품 제조업,(주)남선산업,난간대 동자,"전북특별자치도 전주시 덕진구 가재미6길 7, 101호 (인후동1가,가람)",35.83042901,127.1624857,063-244-1094,063-242-1094,
2022,금속가공제품 제조업,(주)브이엠플러스,"H빔,형강","전북특별자치도 전주시 덕진구 팔과정로 20, 3층 302-2호, 지하층 비01호 (팔복동3가)",35.85050795,127.0865846,02-861-8672,02-6008-8672,
2023,금속가공제품 제조업,(유한)케이이앤에스,금속구조물,전북특별자치도 전주시 덕진구 신복로 139 (팔복동1가),35.86136573,127.101762,,,
