단지명,회사명,대표자명,공장대표주소,대표업종번호,업종명,전화번호,팩스번호,종업원수,생산품
군산2국가산업단지,대덕가스(주),이남규,전북특별자치도 군산시 가도1길 33 (오식도동),20121,산업용 가스 제조업,063-464-3712,032-812-9321,20,산업용 가스
군산2국가산업단지,대덕가스(주),이남규,전북특별자치도 군산시 산단동서로 161 (오식도동),20121,산업용 가스 제조업,063-465-3716,,16,"SiCL4, Bcl3, MTS, DTS, TCS"
군산서수농공단지,대도수산,금기홍,전북특별자치도 군산시 서수면 상장곤윗길 79,10220,수산식물 가공 및 저장 처리업,063-451-0034,063-461-6668,1,구이김
군산2국가산업단지,대림기계,황인권,"전북특별자치도 군산시 산단남북로 154-13 (오식도동, 대림기계)",25924,절삭가공 및 유사처리업,063-471-6801,063-471-6802,12,자동차부품등
군산2국가산업단지,대박산업,문진숙,전북특별자치도 군산시 비응도동 36-25번지 외 1필지,10213,수산동물 냉동품 제조업,063-465-8743,063-465-8744,7,수산물 냉동품
개별입지,대본정공,임순자,전북특별자치도 군산시 서수면 서라로 108-8,29210,농업 및 임업용 기계 제조업,063-464-3319,063-453-9644,2,농기계부품
군산2국가산업단지,대산산업,구여자,"전북특별자치도 군산시 산단동서로 268 (오식도동, 제1동)",30399,그 외 자동차용 신품 부품 제조업,063-462-9636,063-462-9637,6,미러
군산일반산업단지,대상(주),임정배,"전북특별자치도 군산시 외항1길 208 (소룡동, ㈜대상)",10741,"식초, 발효 및 화학 조미료 제조업 외 3 종",063-469-2100,063-463-5220,270,"핵산,APM,MSG,글루타민,  ,  ,  "
군산국가산업단지,대상(주),임정배,"전북특별자치도 군산시 외항로 884 (소룡동, 대상㈜) 외 1필지",10611,곡물 도정업 외 8 종,063-472-6116,063-471-8807,187,"전분, 물엿, 고과당 등"
군산2국가산업단지,대상(주),임정배,전북특별자치도 군산시 오식도동 862-4번지,10749,기타 식품 첨가물 제조업,063-469-2830,063-463-5220,4,"GABA, 피롤리돈"
군산일반산업단지,대상주식회사,임정배,"전북특별자치도 군산시 외항4길 57 (소룡동, BASF)",10749,기타 식품 첨가물 제조업 외 3 종,063-912-4500,063-463-5220,93,L-LYSINE
군산2국가산업단지,대수산업기계,박동이,전북특별자치도 군산시 외항로 967 (오식도동),29223,금속 절삭기계 제조업,063-467-8693,063-468-8698,7,절삭기계부품
군산2국가산업단지,대승금형,김흥기,"전북특별자치도 군산시 산단로 42, 304호 (오식도동)",29294,주형 및 금형 제조업,063-731-2801,063-731-2803,13,"자동차,농기계,중장비 금형"
군산2국가산업단지,대아이앤씨(주),"이경, 김경수","전북특별자치도 군산시 가도로 43 (오식도동, (주)3국산업)",24199,그 외 기타 1차 철강 제조업,02-3461-8885,02-3461-8886,100,"배관, 난방, 철물공사, 기계설비, 특정설비"
개별입지,대야농업협동조합,민윤기,전북특별자치도 군산시 대야면 복교리 682-8번지,10611,곡물 도정업,063-451-6674,063-451-6676,11,백미
개별입지,대야농협미곡종합처리장,한전수,전북특별자치도 군산시 대야면 만경로 1787,10611,곡물 도정업,063-451-6674,063-451-6676,11,쌀
군산2국가산업단지,대영바이오에너지(주),명형식,전북특별자치도 군산시 산단로 43 (오식도동),10402,식물성 유지 제조업,063-461-0004,063-461-4114,25,정제연료류
개별입지,대영샤링,양경석,전북특별자치도 군산시 구암3.1로 179 (경암동),25113,육상 금속 골조 구조재 제조업 외 1 종,063-446-2580,,6,"인공어초거푸집, 가로등 및 신호등 지주"
군산2국가산업단지,대영엔지니어링(주),김선영,전북특별자치도 군산시 산단동서로 31 (오식도동),25923,도장 및 기타 피막처리업 외 4 종,063-464-5760,063-465-5762,141,"전처리 전착도장, LED조명, LED램프, 압출제품, 덴탈마스크"
군산일반산업단지,대영종합가스(주),이재태,"전북특별자치도 군산시 외항로 366 (소룡동, ㈜서영주정)",24121,산업용가스제조업,063-467-6860,,20,가스
군산임피농공단지,대영테크,임형춘,전북특별자치도 군산시 임피면 축산리 611-1번지,30320,자동차 차체용 신품 부품 제조업 외 1 종,063-464-4708,063-464-4709,4,자동차부품
군산국가산업단지,대우엔지니어링,이규호,"전북특별자치도 군산시 자유로 219 (소룡동, ㈜벤투스)",31114,선박 구성 부분품 제조업,063-463-9822,063-465-9802,18,자동화설비
군산2국가산업단지,대운정공,노양원,전북특별자치도 군산시 자유무역로 166-16 (오식도동),29299,그 외 기타 특수목적용 기계 제조업,063-471-1119,063-465-1120,9,산업용기계
군산2국가산업단지,대원수출포장,이기용,전북특별자치도 군산시 중가도길 76 (오식도동),16232,"목재 포장용 상자, 드럼 및 유사용기 제조업",063-461-4612,,4,나무목재
군산국가산업단지,대원정밀,황종배,"전북특별자치도 군산시 동장산로 93 (소룡동, (유)대원종합선기)",29223,금속 절삭기계 제조업,000-0000-0000,,1,유압실린더 등
군산성산농공단지,대일실업,박상수,전북특별자치도 군산시 성산면 동군산로 136-4,29241,건설 및 채광용 기계장비 제조업 외 8 종,063-452-8861,063-452-8867,2,"매트봉제용장치, 토목섬유"
개별입지,대차정미소,이순열,전북특별자치도 군산시 대야면 대차길 3,10611,곡물 도정업,063-451-3210,,1,쌀
군산일반산업단지,대한,김은자,전북특별자치도 군산시 소룡동 116번지 외 2필지 외 2필지,29120,유압기기 제조업,063-466-5010,063-466-5077,1,공기압 실린더
군산국가산업단지,대한소재산업,정선규외1,"전북특별자치도 군산시 동장산로 106-5 (소룡동, 대한소재산업)",22291,플라스틱 접착처리 제품 제조업 외 1 종,063-468-9115,063-468-9115,5,자동차용 트렁크 매트
군산국가산업단지,대한테크,전석천,전북특별자치도 군산시 동장산로 130-12 (소룡동),25924,절삭가공 및 유사처리업 외 1 종,063-467-2137,063-468-2137,2,농기계 및 자동차 부분품 등
군산자유무역지역,대한통운(주),이기배,"전북특별자치도 군산시 자유무역로 265 (오식도동, ㈜대한통운)",49301,일반 화물자동차 운송업 외 20 종,063-460-7100,,70,일반화물 자동차운송
군산2국가산업단지,대한플라스틱,배정준,"전북특별자치도 군산시 동가도길 28(오식도동, 디오테크)",20203,혼성 및 재생 플라스틱 소재 물질 제조업,063-467-2012,,3,"abs, hips, pp"
군산국가산업단지,대현기공,김희국,"전북특별자치도 군산시 자유로 57 (소룡동, ㈜태화정공)",29169,기타 물품 취급장비 제조업,063-465-4428,063-465-4468,3,물품취급장비(아웃트리거)
개별입지,대흥산업가스(주),김성주,"전북특별자치도 군산시 공항로 161 (산북동, 대흥종합가스)",20121,산업용 가스 제조업,063-468-2626,063-471-5191,13,"산소,알곤,탄산가스"
군산국가산업단지,더씨엘(주),박현숙,전북특별자치도 군산시 동장산1길 25-11 (소룡동),20422,"치약, 비누 및 기타 세제 제조업",063-461-6500,063-461-6501,15,세탁세제
군산서수농공단지,덕유건설주식회사,채수미,전북특별자치도 군산시 서수면 상장곤윗길 76 (덕유패널㈜),25113,육상 금속 골조 구조재 제조업 외 1 종,063-452-2114,063-451-0119,5,건축용판넬
군산성산농공단지,덕유엔지니어링(주),채수하,전북특별자치도 군산시 성산면 동군산로 120,25112,구조용 금속 판제품 및 공작물 제조업 외 10 종,063-468-5100,063-471-9119,18," 구조용 금속판 제품, 발효교반기 및 하수처리장치구성품"
군산서수농공단지,덕유패널주식회사,채수미,전북특별자치도 군산시 서수면 상장곤윗길 76 (덕유패널㈜),25112,구조용 금속 판제품 및 공작물 제조업,070-5003-1409,063-451-0119,18,우레탄및eps판넬
군산서수농공단지,덕유항공(주),채동준,전북특별자치도 군산시 서수면 상장곤윗길 76,29222,디지털 적층 성형기계 제조업,063-451-0121,063-451-0119,5,"보드, 모터"
군산일반산업단지,덕일목재,강민숙,"전북특별자치도 군산시 외항1길 8, (군산지방산업단지내) (소룡동)",16102,표면 가공 목재 및 특정 목적용 제재목 제조업,063-467-9013,063-467-9025,33,가공목재
개별입지,도건테크,고은순,"전북특별자치도 군산시 대학로 558, 군산대학교 창업보육센터 8114호 (미룡동)",26421,방송장비 제조업 외 1 종,063-461-5300,,3,"DVR, CCTV"
새만금국가산업단지,도레이첨단소재(주),김영섭,전북특별자치도 군산시 새만금북로 90 (오식도동),20111,석유화학계 기초 화학물질 제조업 외 2 종,063-447-2721,063-447-2798,100,"NaSH, PDCB, PPS, Compound"
군산옥구농공단지,도시조경 주식회사,고수경,전북특별자치도 군산시 옥구읍 광월안길 32-12,16101,일반 제재업 외 1 종,063-463-7888,,3,목제덱
개별입지,도시조경주식회사,고수경,전북특별자치도 군산시 옥구읍 광월길 39,23321,비내화 모르타르 제조업,063-452-7888,063-452-2888,4,비내화 모르타르
군산2국가산업단지,도우테크,김순호,전북특별자치도 군산시 산단남북로 154-22 (오식도동),25113,육상 금속 골조 구조재 제조업 외 1 종,031-318-9358,031-432-5252,22,철구조물
군산서수농공단지,도원이앤씨,김은숙,전북특별자치도 군산시 서수면 상장곤윗길 66,29299,그 외 기타 특수목적용 기계 제조업 외 9 종,063-271-2201,063-271-2203,6,무대기계 및 무대조명 외
개별입지,돈까스나라,강일순,전북특별자치도 군산시 서수면 남산로 283-5 (돈까스나라),10129,육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,063-453-4441,,7,돈까스
군산2국가산업단지,동명스틸(주),"이승주,오상근","전북특별자치도 군산시 산단로 33 (오식도동, (주)동명스틸)",24199,그 외 기타 1차 철강 제조업,063-469-9000,031-680-7016,27,"철강재부품, 철판"
개별입지,동서중기공업사,신현만,전북특별자치도 군산시 대야면 만경로 1929-16,29241,건설 및 채광용 기계장비 제조업,063-451-9995,,2,"실린더, 자동덮게"
군산국가산업단지,동신종합철강(주),양인동,전북특별자치도 군산시 산단로 110-5 (소룡동),25924,절삭가공 및 유사처리업 외 2 종,063-461-8585,063-461-8000,3,"철근가공, 특정 화물차 사이드게이트"
개별입지,동양계량시스템,최소라,"전북특별자치도 군산시 공단대로 690 (소룡동, 사계절꽃농원)",29191,일반저울 제조업,063-461-9988,,3,"트럭스케일, 플렛폼스케일"
군산2국가산업단지,동양계전(주),"문명근, 김원갑",전북특별자치도 군산시 가도안2길 33(오식도동),28123,배전반 및 전기 자동제어반 제조업,063-468-0476,063-468-0478,10,"수배전, 자동제어판넬"
군산국가산업단지,동양기계공업(주),이태훈,전북특별자치도 군산시 소룡동번지 1641번지,29241,건설 및 채광용 기계장비 제조업 외 3 종,063-461-8001,063-461-8006,40,"중장비부품, 산업기계"
개별입지,동양전기엔지니어링,장식용,전북특별자치도 군산시 회현면 서기길 3-25,28119,기타 전기 변환장치 제조업 외 1 종,063-464-5528,062-443-0972,4,무정전전원장치
군산옥구농공단지,동연실업,서선희,전북특별자치도 군산시 옥구읍 광월안길 27,17221,종이 포대 및 가방 제조업,063-451-2035,063-451-2059,3,"종이쇼핑백,종이봉지"
군산2국가산업단지,동우젠(주),배진영,"전북특별자치도 군산시 산단남북로 177, 511호(오식도동)",10797,건강기능식품 제조업 외 1 종,000-0000-0000,,0,"건강기능식품, 도시락류"
군산일반산업단지,동원시스템즈(주) 군산사업장,"조점근, 서범원, 정용욱",전북특별자치도 군산시 소룡동 225번지 외 24필지,23192,포장용 유리용기 제조업 외 2 종,063-460-2220,063-462-4601,300,"유리용기, 유리용기, 유리용기"
개별입지,동해,김풍련,"전북특별자치도 군산시 원산북1길 58-1 (산북동, 동해ENG)",28123,배전반 및 전기 자동제어반 제조업,000-0000-0000,063-462-6330,6,"수.배전반, PC판넬, 자동화판넬"
군산2국가산업단지,동화산업,이춘화,전북특별자치도 군산시 무역로 156-26 (오식도동),25924,절삭가공 및 유사처리업,063-464-9012,063-465-9012,2,기계장비 제작 및 가공
군산2국가산업단지,동휘벤딩,김선정,전북특별자치도 군산시 산단동서로 173 (오식도동),30399,그 외 자동차용 신품 부품 제조업 외 3 종,063-462-3496,063-462-3498,6,시트프레임
새만금국가산업단지,두산퓨얼셀 주식회사,이두순,,28111,전동기 및 발전기 제조업,063-722-2001,,70,발전용 연료전지
군산2국가산업단지,두성산업,두성균,전북특별자치도 군산시 가도로 56 (오식도동),29294,주형 및 금형 제조업,063-466-8741,,9,중자 제조(모래제 주형)
군산2국가산업단지,두용이엔지,두명수,전북특별자치도 군산시 동가도길 55 (오식도동),29163,컨베이어장치 제조업,000-0000-0000,063-471-6302,2,컨베이어
군산2국가산업단지,두이엔지(주),두석신,"전북특별자치도 군산시 산단남북로 56, A동 106호(오식도동, 한국산업단지공단)",29299,그 외 기타 특수목적용 기계 제조업,063-462-1217,063-462-1218,6,"3D 자동검사장비, 로봇 자동화설비, 소재부품개발"
