연번,시군,회사명,공장대표주소(도로명),전화번호,주생산품
5949,영동군,주식회사 지네트코리아,충청북도 영동군 학산면 서산리 889-1 ,043-745-0205,2종네트잔디 고론
5950,영동군,주식회사 케이폴,충청북도 영동군 용산면 영동산단로 173,043-743-2005,스티로폼(EPS판넬)
5951,영동군,주식회사 톡톡코스메틱,충청북도 영동군 영동읍 대학로 310,070-8844-3931,"마스크팩, 일라이트비누, 샴푸바"
5952,영동군,주식회사 현진티엔아이 제2공장,충청북도 영동군 용산면 법화공단길 26 ,043-745-7861,"가스저장탱크, 벌크로리"
5953,영동군,주식회사세영,충청북도 영동군 황간면 영동황간로 1452-97 ,043-745-7968,콘크리트 블럭 및 보차도용 인터로킹
5954,영동군,준우산업개발,충청북도 영동군 영동읍 오정1길 93 ,043-742-0407,"벽돌, 블럭"
5955,영동군,지드텍(주),충청북도 영동군 용산면 영동산단로 158,043-745-9430,OPC드럼
5956,영동군,진영기업,충청북도 영동군 황간면 황간동로 146-31 ,043-742-4612,"싱크대, 가구"
5957,영동군,참솔산업(주),충청북도 영동군 영동읍 금동로 121 ,043-745-0690,"건축용 가설재, 조립식골조"
5958,영동군,천보,충청북도 영동군 용산면 구촌리 105번지,043-731-6600,배아미
5959,영동군,천지바이오,충청북도 영동군 황간면 마산리 723 ,043-745-8870,복합비료
5960,영동군,청솔식품,충청북도 영동군 학산면 미촌길 45 ),043-744-5877,"국수,떡"
5961,영동군,추풍령농협미곡종합처리장,충청북도 영동군 추풍령면 추풍령로 307 ,043-742-2160,백미
5962,영동군,케이팩,충청북도 영동군 황간면 마산리 737-1,,"충진기, PCB회로도"
5963,영동군,태양상사,충청북도 영동군 영동읍 영동황간로 244 ,043-744-0881,낚시도구
5964,영동군,토정식품,충청북도 영동군 황간면 회포1길 110 ,043-742-5700,포도식초
5965,영동군,학산정미소,충청북도 영동군 학산면 서산로2길 5 ,043-743-6007,백미
5966,영동군,한신기업 주식회사 1공장,충청북도 영동군 영동읍 금동로 129,043-743-1995,잼마이스프링
5967,영동군,한신기업 주식회사 2공장,충청북도 영동군 영동읍 금동로 129,043-743-1995,마그네슘빌렛
5968,영동군,한양프레임(주),충청북도 영동군 용산면 법화리 산 2번지 외 2필지,,"제재목(각재,판재)"
5969,영동군,해광영농조합법인,충청북도 영동군 황간면 신탄로 565-42,,포도가공품
5970,영동군,현대특수요업사,충청북도 영동군 용산면 가곡리3길 4 ,043-744-6405,산업용플라스틱
5971,영동군,협신포장공업(주),충청북도 영동군 용산면 매금길 10,043-742-5704,"골판지, 종이가방 및 포대"
5972,영동군,호진실업,충청북도 영동군 양강면 신기2길 7 ,043-744-9773,"고무끈, 로프"
5973,영동군,황간농협 상촌지점,충청북도 영동군 상촌면 임산길 22,043-743-3580,"호도살,호도기름,곶감"
5974,영동군,씨씨엘피티시스템즈 유한책임회사,충청북도 영동군 영동읍 금동로 140-1,043-732-7506,포스트텐셔닝
5975,증평군,(주)그린위치,"증평군 도안면 증평2산단로 20, (주)그린위치",043-836-7960,분말조미료
5976,증평군,(주)금당,증평군 증평읍 보건복지로 106,043-836-0392,PVC 창호
5977,증평군,(주)농협홍삼,증평군 증평읍 중앙로 88,043-835-8400,"홍삼 가공제품(홍삼, 홍삼차, 홍삼엑기스 등)"
5978,증평군,(주)대영,증평군 도안면 증평2산단로 70,031-312-9501,회전말뚝
5979,증평군,(주)대원푸드,충청북도 증평군 도안면 노암리 919,043-836-0138,"당면, 사리면, 컵면, 감자면 등"
5980,증평군,(주)덕산식품 증평공장,증평군 도안면 노암로 129,043-838-0083,"떡류, 면류"
5981,증평군,(주)덕유,증평군 도안면 모래재로 190-36 외 1필지,043-836-8862,"플라스틱파레트, 상자"
5982,증평군,(주)데일리비어,충청북도 증평군 도안면 광덕리 558,043-838-9665,맥주
5983,증평군,(주)두산,증평군 증평읍 두산로 40 (두산전자(주)) (총 3 필지) 외 2필지,043-820-8221,동박적층판
5984,증평군,(주)두원전기소방,증평군 증평읍 단지바우로2길 41,043-838-1009,"태양광구조물,태양광발전장치, 바닥신호등, LED 조명장치"
5985,증평군,(주)디엔피코퍼레이션,증평군 증평읍 초정약수로 1549 (디엔피코페데이션증평공장),043-836-6128,인쇄회로기판
5986,증평군,(주)디케이,증평군 도안면 증평2산단로 82,043-836-1588,금형 및 자동차부품
5987,증평군,(주)라임팜농업회사법인,증평군 증평읍 사곡로 252,043-836-0440,포장곡물
5988,증평군,(주)리틀환경산업,증평군 도안면 충청대로 2121 외 1필지,043-836-1813,"내재형 조리개 10종, 지주고정구, 패드"
5989,증평군,(주)마크로케어,증평군 도안면 노암리 920번지,043-714-3755,"미백,향염.보습제, 어린콜라겐, 이소후라본, 스테비오사이드, 효소처리스테비오"
5990,증평군,(주)만나코리아,증평군 증평읍 수현2길 8,043-838-4046,"맛나봉, 오마이봉"
5991,증평군,(주)부양,증평군 증평읍 새터길 21,043-836-6340,건축용 배수판
5992,증평군,(주)뷰전,충청북도 증평군 증평읍 광장로 473-3,,PDLC필름
5993,증평군,(주)빌리언스,충청북도 증평군 도안면 광덕리 564-1,043-836-0025,"콘돔, 황사마스크, 황사방역마스크, 마스크필터용 부직포"
5994,증평군,(주)빛글산업,증평군 도안면 남촌길 8,043-838-8805,종이가방
5995,증평군,(주)산에산푸드,증평군 도안면 화성로 44,043-836-2267,두부
5996,증평군,(주)삼인제약,증평군 증평읍 덕상리 316-1,,한약재 소포장
5997,증평군,(주)서흥,"증평군 도안면 증평2산단로 214, (주)서흥",043-901-7104,"레저용캡슐, 캡슐 에센스"
5998,증평군,(주)세스코,증평군 증평읍 새터길 19 (주식회사세스코) 외 1필지,043-838-7491,"가정용 전기기기, 전기장비, 무선통신장비"
5999,증평군,(주)세종,증평군 도안면 인삼로 760,043-838-5502,테프론 가공품
6000,증평군,(주)신성이엔지,증평군 증평읍 증평산단로 29,031-788-9484,"AHU(공기조화기), OAC(외기조화기), V-Master/CV-Master(휘발성물질 제거장비)"
6001,증평군,(주)신일,증평군 증평읍 광장로 473-1 ((주)신일),043-838-0114,"입국,냉동생지"
6002,증평군,(주)씨비티,증평군 증평읍 새터길 19 (주식회사세스코),043-838-1048,"살균, 살충, 살서제, 화장품"
6003,증평군,(주)씽크빅페인트볼,증평군 도안면 증평2산단로 214,043-901-7104,레저용 캡슐
6004,증평군,(주)에스앤씨세인,증평군 도안면 증평2산단로 228,043-838-5678,"커피(원두), 분말(파우더), 과일청"
6005,증평군,(주)에스지텍,증평군 도안면 화성로 12,043-836-6100,광학투명점착제(OCA)
6006,증평군,(주)엠티에스코퍼레이션,증평군 증평읍 미암로 82-41,043-820-1833,2차전지 분리막
6007,증평군,(주)영진에스피,증평군 도안면 노암리 925번지,041-363-7166,솔플레이트
6008,증평군,(주)영창화학기계,증평군 도안면 증평2산단로 54,043-838-7388,"추출기, 농축기, 진공건조기 등 각종 화학플랜트 설계 및 시공"
6009,증평군,(주)오리엔탈스페이스,증평군 도안면 화성로 57 (총 2 필지) 외 1필지,043-836-8055,"천체망원경, 천체돔"
6010,증평군,(주)오베오코스메틱,증평군 도안면 노암리 933번지,043-838-1060,"비누,화장품,세제 등"
6011,증평군,(주)우진기전,증평군 도안면 증평2산단로 135,043-830-5331,"철도차량용 전장품, 전기차 충전기"
6012,증평군,(주)우진산전,증평군 도안면 증평2산단로 184,043-820-4111,철도차량 외 관련부품 장치물
6013,증평군,(주)우진산전,증평군 증평읍 충청대로 2319,043-820-4111,전동차
6014,증평군,(주)우진산전,증평군 도안면 증평2산단로 135,043-820-4111,철도차량
6015,증평군,(주)윈텍,"증평군 도안면 증평2산단로 86, (주)윈텍",043-838-8371,전사지 잉크젯
6016,증평군,(주)유니버셜리프트앤히타치코리아,증평군 도안면 모래재로 160-43 외 1필지,043-838-4535,"승강기, 기타물품취급장비(테이블리프트, 소형전동지게차, 포크리프트 등)"
6017,증평군,(주)윤준에스티,증평군 도안면 광덕리 568,02-304-0230,철강제품 등
6018,증평군,(주)윤준에스티,증평군 도안면 광덕리 564,02-304-0230,철강제품
6019,증평군,(주)윤준에스티,증평군 도안면 광덕리 389,02-304-0230,강건재
6020,증평군,(주)이지워터,증평군 증평읍 대봉산길 9,,혼합음료
6021,증평군,(주)인하우스앤피씨,증평군 도안면 행갈길 92,031-281-0701,"판넬(폴리에틸린, 와이어메쉬)"
6022,증평군,(주)지지바이오텍,증평군 도안면 사곡로 298,043-838-5888,동물사료
6023,증평군,(주)참참에프앤비,증평군 증평읍 보건복지로 99,,돈육 소분포장제품
6024,증평군,(주)청솔생약,증평군 도안면 인삼로 741-3 ((주)청솔생약),043-836-3277,한약제조
6025,증평군,(주)캠테코,"증평군 도안면 증평2산단로 73, (주)캠테코",043-838-5121,"특수 그리스, 윤활유"
6026,증평군,(주)케이에스피,증평군 도안면 행갈길 53 ((주)케이에스피),043-838-5135,"자외선 차단용 시트, 친환경 난연시트"
6027,증평군,(주)케이피에스,증평군 도안면 원명로 43 반도산업,043-836-8801,"의약외품(비말마스크 외), 공업용마스크"
6028,증평군,(주)코본테크,증평군 증평읍 초중1길 51 ((주)코본테크),043-838-9747,누전감지 IC 모듈
6029,증평군,(주)코스텍,증평군 도안면 노암로 85 ((주)코스텍),043-838-9031,"GEL BATCH, Liquid Bath, Silicone Toner, 마스터배치(MB)"
6030,증평군,(주)태림피앤비,증평군 도안면 증평2산단로 240,043-838-3977,"지관,합지,윈지슬리터(재단)"
6031,증평군,(주)풀무원녹즙,증평군 도안면 원명로 35 풀무원,043-820-7632,유기명일엽녹즙 외
6032,증평군,(주)피엔티코리아,증평군 도안면 구봉정길 87,043-836-4094,식품용기및우유용기
6033,증평군,(주)피유팩토리,증평군 도안면 증평2산단로 57 (주)피유팩토리,043-838-0650,"폴리우레탄 및 기타 합성수지, 플라스틱용 산화방지 조제품, 발포플라스틱용 VOC 저감제"
6034,증평군,(주)하영시스템,증평군 도안면 증평2산단로 60,043-218-4305,"욕실재(천장재, 바닥재), SMC물탱크"
6035,증평군,(주)한국알미늄,증평군 도안면 원명로 45 한국알미늄(주) 외 1필지,043-820-8011,알미늄호일/식품포장지
6036,증평군,(주)한인엠시티,증평군 도안면 증평2산단로 45,043-838-3792,활성탄소
6037,증평군,(주)한인엠시티,증평군 도안면 광덕리 389,043-838-3792,활성탄소
6038,증평군,(주)해마루,증평군 증평읍 송티로 76-65 (명성식품),043-836-7711,김치
6039,증평군,(주)현대산업,증평군 도안면 모래재로 160-21,043-836-8735,플라스틱 창호
6040,증평군,(주)호혜,증평군 증평읍 초정약수로 1641 (호혜염색공업(주)),043-836-5705,섬유사염색
6041,증평군,건미바이오,"증평군 증평읍 대학로 61, 충주대학교 창업보육센터 111호 외 1필지",043-836-0846,"화장품 원료, 천연화장품"
6042,증평군,금강제재소,증평군 도안면 모래재로 88 (금강제재소) (총 3 필지) 외 5필지,043-836-8372,목재
6043,증평군,금산휀스개발(주),증평군 도안면 구봉정길 83 외 3필지,043-838-1773,"스틸디자인휀스,알미늄휀스,창살휀스,목재휀스,기타금속재울타리"
6044,증평군,농업회사법인 (주)다유,증평군 도안면 원명로 142 외 3필지,043-878-2080,계육(부분육)
6045,증평군,농업회사법인 (주)에프앤피,증평군 도안면 노암로 60 (총 3 필지) 외 2필지,043-836-1751,"홍국쌀, 건강기능성 식품"
6046,증평군,농업회사법인 (주)에프앤피,증평군 도안면 노암로 60,043-836-1751,유채씨유
6047,증평군,농업회사법인 다인(주),증평군 증평읍 내룡길 86 외 2필지,043-838-1700,"부분절단육(육계,오리),오리훈제"
6048,증평군,농업회사법인 동방팜스(주),증평군 도안면 증평2산단로 6,043-838-0600,"돈까스류,탕수육류,패티류,양념육류,비건식품류"
6049,증평군,농업회사법인 설마푸드 주식회사,증평군 도안면 화성로 15,043-838-5979,닭고기 포장육 및 가공품
6050,증평군,농업회사법인 한그루 2공장(주),증평군 증평읍 초중5길 51 (한그루식품 2공장) 외 1필지,043-836-0102,"두부,묵"
6051,증평군,농업회사법인 한그루(주),증평군 증평읍 초중5길 52 (한그루식품) 외 1필지,,두부
6052,증평군,농업회사법인태산(주),증평군 증평읍 연탄리 892-9 외 1필지,043-838-7877,TMF(섬유질사료)
6053,증평군,농업회사법인해우림 주식회사,증평군 증평읍 방곡1길 4,043-836-3679,"지욱,정욱"
6054,증평군,대림통상(주),증평군 증평읍 증평산단로 23 (대림통상 증평공장),043-820-0100,수전금구류
6055,증평군,대연식품,"증평군 증평읍 쇠마루2길 36, 대연식품 (증평읍)",,육포
6056,증평군,대원산업(주),증평군 증평읍 쇠마루1길 26,043-212-2723,"배전반, 자동제어반, 통신단자함"
6057,증평군,대원산전주식회사,증평군 증평읍 연탄리 772,043-533-2723,"옥내,옥외 광고물(간판)"
6058,증평군,대원전기(주),증평군 증평읍 쇠마루길 26,070-4447-0347,"태양광발전기, 광고용 전광판"
6059,증평군,대율기업,증평군 증평읍 중앙로5길 19 (앙상블음악학원),043-838-0131,패션니트장갑
6060,증평군,도안농업기계(주),증평군 증평읍 하평로 31-5 (영진공영(주)),043-836-8385,"금속탱크, FRP이중탱크,볏짚절단기,회전식베토기"
6061,증평군,동빈푸드(주),증평군 도안면 증평2산단로 6,031-765-0960,후지불고기 외
