연번,업체명,업종구분,산업분류코드,소재지,전화번호,팩스번호,고용인원 수,데이터기준일자
1231,(주)효정이엔씨,그 외 기타 1차 철강 제조업,24199,충청북도 음성군 삼성면 대성로380번길 72-43 외 5필지,,,0,2025-08-31
1232,(주)휴먼텍,계면활성제 제조업 외 7 종,20421,충청북도 음성군 원남면 상당리 678번지 원남산단로 274-47,043-872-8535,043-872-8534,17,2025-08-31
1233,(주)휴먼텍2공장,계면활성제 제조업 외 8 종,20421,충청북도 음성군 원남면 원남산단로 273-24,02-2022-3517,02-2022-3535,3,2025-08-31
1234,(주)휴브글로벌,기타 기초 무기 화학물질 제조업 외 3 종,20129,충청북도 음성군 삼성면 하이텍산단로 59,02-6918-1100,02-2068-8761,15,2025-08-31
1235,(주)흑염장수,건강보조용 액화식품 제조업,10896,충청북도 음성군 금왕읍 금일로191번길 68,043-877-4329,043-822-8989,3,2025-08-31
1236,(주)흥광기획,간판 및 광고물 제조업 외 1 종,33910,충청북도 음성군 금왕읍 생삼로 485-6,,,20,2025-08-31
1237,(주)흥국에프엔비,기타 과실ㆍ채소 가공 및 저장 처리업 외 10 종,10309,충청북도 음성군 삼성면 하이텍산단로 116-23,043-882-5666,043-882-5667,73,2025-08-31
1238,(주)힘내고,과자류 및 코코아 제품 제조업 외 1 종,10603,충청북도 음성군 맹동면 맹동산단1길 47-8,043-883-1701,,20,2025-08-31
1239,(합자)원빈통상,정형 내화 요업제품 제조업 외 1 종,23211,충청북도 음성군 금왕읍 삼봉길150번길 16,043-877-3879,043-877-3879,2,2025-08-31
1240,A.I.M.하이테크,기타 일반 기계 및 장비 수리업,34019,충청북도 음성군 금왕읍 초금로 603-6,,,3,2025-08-31
1241,AR철강,육상 금속 골조 구조재 제조업 외 1 종,25113,충청북도 음성군 삼성면 청용리 423-16번지,043-878-5020,,5,2025-08-31
1242,EQ바스,기타 가정용 전기기기 제조업,28519,충청북도 음성군 대소면 대동로537번길 114 외 11필지,02-2601-0141,02-2601-3091,12,2025-08-31
1243,G&CHOI(지앤초이),그 외 기타 의료용 기기 제조업,27199,충청북도 음성군 삼성면 청용로 511,043-881-0330,043-881-5775,4,2025-08-31
1244,G1 폼텍,육상 금속 골조 구조재 제조업 외 1 종,25113,충청북도 음성군 금왕읍 금일로 461-18 외 9필지,043-881-9984,043-882-9984,11,2025-08-31
1245,GS테크,기타 조명장치 제조업 외 1 종,28429,충청북도 음성군 원남면 하노리 628-11번지 외 5필지,,,15,2025-08-31
1246,HTS,혼성 및 재생 플라스틱 소재 물질 제조업,20203,충청북도 음성군 삼성면 대덕로 190,070-7525-8339,043-878-0118,4,2025-08-31
1247,JS,운송장비 조립용 플라스틱제품 제조업 외 1 종,22241,충청북도 음성군 금왕읍 봉곡리 257,043-881-3698,043-882-3698,2,2025-08-31
1248,K.J산업,육상 금속 골조 구조재 제조업 외 1 종,25113,충청북도 음성군 대소면 삼양로352번길 89-34 외 2필지,043-882-9885,043-882-9886,8,2025-08-31
1249,S.F.G 고려인삼,인삼식품 제조업 외 2 종,10895,충청북도 음성군 음성읍 한불로69번길 14,043-873-1134,043-873-4506,4,2025-08-31
1250,SD중공업,건설 및 채광용 기계장비 제조업 외 1 종,29241,충청북도 음성군 대소면 대금로511번길 132 외 1필지,043-877-5666,043-877-5667,5,2025-08-31
1251,T&J푸드,천연 및 혼합조제 조미료 제조업 외 1 종,10832,충청북도 음성군 대소면 대금로 65 외 1필지,043-535-4074,043-536-4074,2,2025-08-31
1252,VU:NIQUE,"치약, 비누 및 기타 세제 제조업 외 1 종",20422,충청북도 음성군 대소면 삼양로 752-5,070-8724-0830,043-883-8745,6,2025-08-31
1253,Y&T파워텍(주),자동차 엔진용 신품 부품 제조업 외 1 종,30310,충청북도 음성군 삼성면 하이텍산단로 110 (총 2 필지) 외 1필지,043-880-1200,043-880-1204,50,2025-08-31
1254,Y&T파워텍(주) 제2공장,자동차 엔진용 신품 부품 제조업 외 1 종,30310,충청북도 음성군 삼성면 하이텍산단로 115 외 1필지,043-880-1200,043-880-1204,50,2025-08-31
1255,㈜네이쳐팜스,육류 포장육 및 냉동육 가공업 (가금류 제외),10122,충청북도 음성군 금왕읍 금일로 368 외 2필지,043-882-8953,043-881-8953,8,2025-08-31
1256,㈜대영프로텍,반도체 제조용 기계 제조업,29271,충청북도 음성군 삼성면 대정리 산 39-7,,,6,2025-08-31
1257,㈜동현,금속 캔 및 기타 포장용기 제조업,25991,충청북도 음성군 대소면 한삼로87번길 166-57,043-882-9677,043-882-9678,7,2025-08-31
1258,㈜디보션푸드,두부 및 유사식품 제조업 외 1 종,10894,충청북도 음성군 삼성면 금일로 679-31,,,7,2025-08-31
1259,㈜디에스테크노,반도체 제조용 기계 제조업,29271,충청북도 음성군 대소면 삼양로352번길 89,,,10,2025-08-31
1260,㈜리드테크,절삭가공 및 유사처리업,25924,충청북도 음성군 금왕읍 유촌산단로 74,043-881-2562,043-881-2563,10,2025-08-31
1261,㈜삼우이앤피,플라스틱 필름 제조업,22212,충청북도 음성군 음성읍 신용로 184 외 1필지,043-872-9500,043-872-9550,7,2025-08-31
1262,㈜성원에스브이,차체 및 특장차 제조업,30201,충청북도 음성군 대소면 오태로116번길 83-30 외 2필지,070-4245-9642,043-883-9642,7,2025-08-31
1263,㈜씨에이치산업,"도금, 착색 및 기타 표면처리강재 제조업 외 1 종",24191,충청북도 음성군 금왕읍 유촌산단로 40-14,043-881-2600,043-881-2602,17,2025-08-31
1264,㈜씨엠테크 제2공장 ,주형 및 금형 제조업,29293,충청북도 음성군 삼성면 대성로380번길 169,043-878-0979,043-878-0981,5,2025-08-31
1265,㈜애거슨바이오,기초 의약 물질 제조업,21100,충청북도 음성군 금왕읍 금왕테크노5길 7,043-882-8774,043-882-8775,15,2025-08-31
1266,㈜에스피티,그 외 기타 달리 분류되지 않은 제품 제조업 외 1 종,33999,충청북도 음성군 삼성면 선정로 61 외 4필지,070-4640-3001,070-8228-3001,30,2025-08-31
1267,㈜에이씨피,육상 금속 골조 구조재 제조업 외 1 종,25113,충청북도 음성군 소이면 소이로233번길 18-23,043-873-9201,043-873-9203,15,2025-08-31
1268,㈜온달산업,액체 여과기 제조업,29176,충청북도 음성군 대소면 부윤리 64,,043-878-9818,7,2025-08-31
1269,㈜월드텍,플라스틱 접착처리 제품 제조업,22291,충청북도 음성군 대소면 성본산단1로 323,043-882-5323,043-882-5362,4,2025-08-31
1270,㈜제이엠바이오,그 외 기타 식료품 제조업,10899,충청북도 음성군 대소면 한삼로251번길 56,043-836-9863,043-836-9864,4,2025-08-31
1271,㈜케이씨모터스,차체 및 특장차 제조업 외 2 종,30201,충청북도 음성군 금왕읍 유촌산단1길 84,031-339-4333,031-334-7069,40,2025-08-31
1272,㈜코인텍,"금속 문, 창, 셔터 및 관련제품 제조업",25111,충청북도 음성군 감곡면 상우길 195,02-3664-5700,02-3665-3939,2,2025-08-31
1273,㈜코퍼스트,가정용 전기 난방기기 제조업 외 1 종,28512,충청북도 음성군 감곡면 상우길 195,02-3664-5700,02-3665-3939,10,2025-08-31
1274,㈜킴스틸 음성공장,구조용 금속 판제품 및 공작물 제조업,25112,충청북도 음성군 생극면 대금로 1952-11,031-7775-800,031-7775-805,18,2025-08-31
1275,㈜티엠텍,주방용 전기기기 제조업 외 1 종,28511,충청북도 음성군 대소면 신내로 168-31 외 2필지,043-877-2581,043-877-2582,8,2025-08-31
1276,㈜한국주조산업,알루미늄주물 주조업,24321,충청북도 음성군 원남면 보덕로 367,043-873-0367,043-873-1367,7,2025-08-31
1277,가가산업,그 외 기타 1차 철강 제조업,24199,충청북도 음성군 맹동면 대동로 220,043-878-3312,,4,2025-08-31
1278,가린한방,인삼식품 제조업 외 4 종,10895,충청북도 음성군 대소면 대소산단로 7-16,043-534-5437,043-534-5438,3,2025-08-31
1279,가미소재(주),플라스틱 필름 제조업 외 3 종,22212,충청북도 음성군 금왕읍 오선산단로 22-16,031-671-5031,031-671-5033,30,2025-08-31
1280,가일CNC,그 외 기타 1차 철강 제조업,24199,충청북도 음성군 금왕읍 각회리 600-1,043-877-7577,043-877-7578,4,2025-08-31
1281,가일철강(주),구조용 금속 판제품 및 공작물 제조업 외 3 종,25112,충청북도 음성군 감곡면 중간말길16번길 39 외 1필지,043-877-9163,043-882-9165,8,2025-08-31
1282,가톨리아,기타 목재가구 제조업,32029,충청북도 음성군 멍심이길264번길 80 (금왕읍) 외 1필지,,031-336-1225,6,2025-08-31
1283,감곡농협 도정공장,곡물 도정업,10511,충청북도 음성군 감곡면 궁장길 8 (감곡종합미곡처리장),043-881-2488,043-881-2487,6,2025-08-31
1284,감곡뜰 정미소,곡물 도정업,10511,충청북도 음성군 감곡면 오궁리 408-3,043-881-3606,043-882-3606,3,2025-08-31
1285,거산실업,볼트 및 너트류 제조업 외 2 종,25941,충청북도 음성군 대소면 대금로 653-26,,,10,2025-08-31
1286,거성산업,고무 의류 및 기타 위생용 비경화 고무제품 제조업,22193,충청북도 음성군 대소면 대동로631번길 36,043-877-3235,,3,2025-08-31
1287,게리츠코리아(주),커튼 및 유사제품 제조업 외 5 종,13223,충청북도 음성군 감곡면 오갑길192번길 22-12,02-477-7713,043-877-9650,6,2025-08-31
1288,경민워터컴(주),액체 여과기 제조업 외 2 종,29176,충청북도 음성군 감곡면 오갑길192번길 21-27,02-2652-4111,02-2653-4113,9,2025-08-31
1289,경원엔터프라이즈(주)지점,기타 가정용 전기기기 제조업 외 5 종,28519,충청북도 음성군 삼성면 대덕로 288 (총 2 필지) 외 1필지,043-878-0833,043-878-0832,52,2025-08-31
1290,경인산업,"플라스틱 선, 봉, 관 및 호스 제조업 외 1 종",22211,충청북도 음성군 삼성면 대덕로 195,043-881-9826,043-881-9830,7,2025-08-31
1291,경일기업,플라스틱 필름 제조업 외 1 종,22212,충청북도 음성군 금왕읍 삼봉길150번길 7,043-878-0508,043-882-7648,4,2025-08-31
1292,고도에코시스템,"기타 비철금속 제련, 정련 및 합금 제조업",24219,충청북도 음성군 삼성면 대청로 200-15 외 3필지,043-883-1293,,5,2025-08-31
1293,고려식품기계,수동식 식품 가공기기 및 금속 주방용기 제조업 외 1 종,25992,"충청북도 음성군 맹동면 덕금로 189, (본성리 83)",043-882-8824,043-882-8825,3,2025-08-31
1294,골든트리,설치용 및 위생용 플라스틱제품 제조업 외 1 종,22222,충청북도 음성군 삼성면 대정길 67,,,1,2025-08-31
1295,공의산업(주),기타 편조의복 액세서리 제조업,14419,충청북도 음성군 상곡로 44 (삼성면),043-883-3056,043-883-3059,30,2025-08-31
1296,광명테크,금속 가구 제조업,32091,충청북도 음성군 원남면 충청대로 213-3,,050-4347-5758,5,2025-08-31
1297,광명피앤씨,표면광택제 및 실내가향제 제조업 외 1 종,20424,충청북도 음성군 금왕읍 무극로 19-10,043-881-5344,043-881-5347,4,2025-08-31
1298,광성산업(주),그 외 기타 유리제품 제조업 외 1 종,23199,충청북도 음성군 금왕읍 봉곡길 8 (총 2 필지) 외 1필지,,,2,2025-08-31
1299,광성티앤엠(주),구조용 금속 판제품 및 공작물 제조업,25112,충청북도 음성군 금왕읍 행제길76번길 142,043-878-1100,043-878-1116,17,2025-08-31
1300,광진섬유,그 외 기타 분류 안된 섬유제품 제조업,13999,충청북도 음성군 생극면 능안로 84 외 1필지,,,5,2025-08-31
1301,구구ENG,구조용 금속 판제품 및 공작물 제조업,25112,충청북도 음성군 금왕읍 신내로695번길 175-1 외 1필지,,,8,2025-08-31
1302,구구물산,기타 직물제품 제조업,13229,충청북도 음성군 금왕읍 행제길55번길 18,,043-878-7533,4,2025-08-31
1303,구지영농조합법인,천연 및 혼합조제 조미료 제조업,10832,충청북도 음성군 대소면 신내로 163,043-881-8840,043-882-8840,20,2025-08-31
1304,국민산업,육상 금속 골조 구조재 제조업,25113,충청북도 음성군 금왕읍 금일로 294 외 1필지,,,5,2025-08-31
1305,국제전기(주),기타 전기 변환장치 제조업 외 5 종,28119,충청북도 음성군 금왕읍 신개천로 98 외 10필지,043-883-7751,043-883-7773,158,2025-08-31
1306,국제전기(주),기타 전기 변환장치 제조업,28119,충청북도 음성군 삼성면 금일로700번길 88,043-883-7751,043-883-7773,25,2025-08-31
1307,굿-월드농산,천연 및 혼합조제 조미료 제조업 외 1 종,10832,충청북도 음성군 금왕읍 일생로 145,,,5,2025-08-31
1308,그라스아트,판유리 제조업,23111,충청북도 음성군 삼성면 능산리 480-2 외 3필지,,,15,2025-08-31
1309,그린랜드(주),기타 과실ㆍ채소 가공 및 저장 처리업,10309,충청북도 음성군 대소면 산내로 147-37,043-877-8878,043-877-8874,6,2025-08-31
1310,그린푸드텍(주),천연 및 혼합조제 조미료 제조업,10832,충청북도 음성군 금왕읍 유촌산단1길 68,043-881-2346,043-881-2347,6,2025-08-31
1311,그린힐,그 외 기타 전기장비 제조업,28909,충청북도 음성군 음성읍 한불로127번길 13-8,,02-3663-2788,3,2025-08-31
1312,극동산전(주),기타 절연선 및 케이블 제조업,28302,충청북도 음성군 생극면 오신로 454,043-877-5801,043-877-5805,30,2025-08-31
1313,글로벌허니&한금령벌꿀,건강기능식품 제조업,10897,충청북도 음성군 원남면 충청대로 565,,,4,2025-08-31
1314,금강공업(주)음성공장,그 외 기타 분류 안된 금속 가공 제품 제조업,25999,충청북도 음성군 음성읍 용광로 505 외 4필지,043-871-5249,,150,2025-08-31
1315,금강공업(주)음성제2공장 ,"알루미늄 압연, 압출 및 연신제품 제조업 외 1 종",24222,충청북도 음성군 생극면 오생리 251-1 외 2필지,043-871-5249,043-871-5280,81,2025-08-31
1316,금강공업(주)음성제4공장,육상 금속 골조 구조재 제조업,25113,충청북도 음성군 생극면 오생리 251-9 외 4필지,043-871-5249,043-871-5280,30,2025-08-31
1317,금강공업(주)음성제5공장,육상 금속 골조 구조재 제조업,25113,충청북도 음성군 생극면 오생리 206-1 외 1필지,043-871-5249,043-871-5280,11,2025-08-31
1318,금강글라스(주),안전유리 제조업 외 1 종,23112,충청북도 음성군 금왕읍 유촌로232번길 90 외 2필지,043-878-0822,043-878-0823,26,2025-08-31
1319,금강기업(주),플라스틱 필름 제조업 외 1 종,22212,충청북도 음성군 삼성면 상곡리 140-2번지 외 1필지,043-882-1070,043-882-1074,80,2025-08-31
1320,금강기업(주)제2공장,플라스틱 필름 제조업 외 1 종,22212,충청북도 음성군 삼성면 청용로 304,043-882-1070,043-883-0290,20,2025-08-31
1321,금문철강(주),그 외 기타 금속가공업,25929,충청북도 음성군 대소면 성본산단1로 148,02-585-0611,02-585-2507,45,2025-08-31
1322,금성하이테크,안전유리 제조업 외 1 종,23112,충청북도 음성군 대소면 한삼로 105-14,043-882-4007,043-882-4005,4,2025-08-31
1323,금성화학(주),폴리스티렌 발포 성형제품 제조업 외 1 종,22251,충청북도 음성군 금왕읍 대금로1278번길 70-8 외 1필지,043-882-8081,043-882-8084,25,2025-08-31
1324,금오산업,건설 및 채광용 기계장비 제조업,29241,충청북도 음성군 생극면 능안로 61,043-877-2180,043-878-7149,2,2025-08-31
1325,금왕산업개발(주),비금속광물 분쇄물 생산업,23993,충청북도 음성군 금왕읍 유촌로 181-42 외 14필지,043-883-7767,043-883-9788,14,2025-08-31
1326,금왕양조영농조합법인,기타 발효주 제조업 외 1 종,11119,충청북도 음성군 금왕읍 백야로 38,043-877-0807,043-877-4939,5,2025-08-31
1327,금왕일렉트릭(주),기기용 자동측정 및 제어장치 제조업 외 2 종,27215,충청북도 음성군 금왕읍 덕금로 961,043-878-5585,043-878-5586,10,2025-08-31
1328,금왕철강(주),육상 금속 골조 구조재 제조업,25113,충청북도 음성군 금왕읍 도청리 190-2,043-882-8222,043-877-6739,4,2025-08-31
1329,금왕철강산업,육상 금속 골조 구조재 제조업 외 1 종,25113,충청북도 음성군 금왕읍 대금로 1089-11 외 3필지,043-882-8222,043-877-6739,5,2025-08-31
