시도,시군구,회사명,공장구분,전화번호,생산품,업종명,공장대표주소(도로명)
충청남도,천안시 동남구,브리제,개별입지,,헤어뿌리볼륨고데기+헤어세정제,기타 가정용 전기기기 제조업 외 1 종,"충청남도 천안시 동남구 각원사길 69-4, 2관 102호(안서동, 상명대학교창작스튜디오)"
충청남도,천안시 서북구,브이메탈,개별입지,,프레스용 금형,주형 및 금형 제조업,충청남도 천안시 서북구 직산읍 상덕리 215-10 외 1필지
충청남도,천안시 서북구,블루에그,개별입지,,케이블 하네스,그 외 기타 전자부품 제조업,충청남도 천안시 서북구 입장면 위례성로 1909-12 외 2필지
충청남도,천안시 서북구,비슬판다,개별입지,,조명기기,전시 및 광고용 조명장치 제조업,"충청남도 천안시 서북구 성환읍 신방로 486, C동 201호"
충청남도,천안시 서북구,비앤에스 주식회사,개별입지,041-584-8378,양방향컨버터 전자칠판+컴퓨터자기헤드 컨트롤러 등,방송장비 제조업 외 1 종,"충청남도 천안시 서북구 입장면 위례산길 62, D동"
충청남도,천안시 서북구,비엔씨 코퍼레이션,개별입지,041-588-1031,PE+CAP,포장용 플라스틱 성형용기 제조업,충청남도 천안시 서북구 입장면 가산리 169-1번지
충청남도,천안시 서북구,비엔케이(주),계획입지,041-553-2732,부직포,부직포 및 펠트 제조업 외 3 종,"충청남도 천안시 서북구 백석공단1로 91 (백석동, BNK(주))"
충청남도,천안시 서북구,비오씨엠주식회사,개별입지,041-417-4117,인쇄용 잉크,기타 인쇄업,충청남도 천안시 서북구 입장면 가산리 641 외 1필지
충청남도,천안시 서북구,비케이이엔티(주),계획입지,041-622-9612,반도체IC,메모리용 전자집적회로 제조업 외 1 종,충청남도 천안시 서북구 백석공단7로 16 (백석동)
충청남도,천안시 동남구,비코윈 주식회사,개별입지,041-569-1551,마스크 외 의류잡화,기타 직물제품 제조업,충청남도 천안시 동남구 정골2길 73(구성동)
충청남도,천안시 서북구,사단법인 두리장애인복지회 두리스마트사업단,개별입지,041-561-3999,원격자동검침시스템단말기,기타 무선 통신장비 제조업,"충청남도 천안시 서북구 성거읍 오송1길 114-24, 1동"
충청남도,천안시 동남구,사단법인 한국기능장애인협회 하나로장애인작업장,개별입지,041-553-8811,인쇄물+구내방송장치+보안용카메라+봉투,기타 인쇄업 외 4 종,충청남도 천안시 동남구 광덕면 광덕로 276
충청남도,천안시 동남구,사단법인 한마음 장애인복지회(한마음사업단),개별입지,041-583-8815,헤드레스트커버+전기차 충전기,위생용 종이제품 제조업 외 5 종,충청남도 천안시 동남구 수신면 발산1길 171 외 2필지
충청남도,천안시 동남구,사단법인 햇살,개별입지,041-552-1460,수배전반+영상감지장치(CCTV),배전반 및 전기 자동제어반 제조업 외 4 종,"충청남도 천안시 동남구 성남면 석곡3길 60-18, 햇살 전력사업단"
충청남도,천안시 서북구,사조산업(주),개별입지,041-581-0011,돈육+편육,육류 도축업(가금류 제외) 외 3 종,충청남도 천안시 서북구 직산읍 성진로 378 (사조산업) (총 10 필지) 외 9필지
충청남도,천안시 서북구,사회복지법인 애국단체원,계획입지,,배전반및전기자동제어반,배전반 및 전기 자동제어반 제조업,충청남도 천안시 서북구 직산읍 금곡로 52-21
충청남도,천안시 서북구,사회복지법인 애국단체원,계획입지,02-3281-4742,배전반및 자동제어반,배전반 및 전기 자동제어반 제조업,충청남도 천안시 서북구 직산읍 금곡로 52-21
충청남도,천안시 서북구,사회복지법인 한국청각장애인복지회,개별입지,041-583-2921,자동제어장치+배전반+CCTV+유량계,배전반 및 전기 자동제어반 제조업 외 2 종,충청남도 천안시 서북구 직산읍 군서3길 1 (제일기전(주))
충청남도,천안시 서북구,사회적협동조합 가온누리 보호작업장,계획입지,070-5151-8600,CCTV+조명기구,방송장비 제조업 외 3 종,"충청남도 천안시 서북구 백석공단1로 10, 엠비 114호(백석동, 천안 미래에이스하이테크시티)"
충청남도,천안시 동남구,산성식품,개별입지,041-566-0211,염소육+오리육등,육류 도축업(가금류 제외) 외 4 종,충청남도 천안시 동남구 수신면 신풍1길 106
충청남도,천안시 동남구,산성식품,개별입지,041-565-0910, 가공된 소동물(염소),육류 도축업(가금류 제외) 외 3 종,충청남도 천안시 동남구 병천면 송정리 219-1 외 1필지
충청남도,천안시 서북구,산성정밀(주),개별입지,041-585-6673,다이 및 펀치,주형 및 금형 제조업,충청남도 천안시 서북구 성거읍 모전1길 248-14
충청남도,천안시 서북구,산성정밀(주),개별입지,041-585-6673,금형부품+치공구류,주형 및 금형 제조업,충청남도 천안시 서북구 모전1길 214 -5(성거읍)
충청남도,천안시 동남구,산성콘크리트(주),개별입지,,인터로킹블록+보강토블록,"콘크리트 타일, 기와, 벽돌 및 블록 제조업 외 1 종",충청남도 천안시 동남구 광덕면 광덕로 424 (동해ENG)
충청남도,천안시 동남구,살림바이오,개별입지,041-553-8743,보조사료,반려동물용 사료 제조업 외 1 종,충청남도 천안시 동남구 목천읍 삼성4길 8
충청남도,천안시 서북구,삼강아스콘(주),개별입지,041-585-6108,아스콘,아스팔트 콘크리트 및 혼합제품 제조업,충청남도 천안시 서북구 입장면 도림길 70 (삼덕건재(주)스콘제작)
충청남도,천안시 서북구,삼기엔지니어링,계획입지,,자동차엔진보링공구,절삭가공 및 유사처리업,충청남도 천안시 서북구 직산읍 신갈리 280번지
충청남도,천안시 서북구,삼림,개별입지,,반도체 기계장비,반도체 제조용 기계 제조업,충청남도 천안시 서북구 성거읍 봉주로 209-34
충청남도,천안시 동남구,삼마테크,개별입지,041-558-8809,금속탱크(리시버탱크),금속탱크 및 저장용기 제조업 외 1 종,충청남도 천안시 동남구 목천읍 삼성리 153-8
충청남도,천안시 동남구,삼목파렛,개별입지,041-522-4724,목재(칩),표면 가공 목재 및 특정 목적용 제재목 제조업,충청남도 천안시 동남구 성남면 세성로 239
충청남도,천안시 서북구,삼성,개별입지,041-622-0000,계단부품(논슬립),구조용 금속 판제품 및 공작물 제조업,충청남도 천안시 서북구 직산읍 금곡로 115-29
충청남도,천안시 서북구,삼성SDI(주),계획입지,041-560-3115,PDP+전지,운송장비용 이차전지 제조업 외 1 종,"충청남도 천안시 서북구 번영로 467 (성성동, 삼성SDI(주))"
충청남도,천안시 서북구,삼성SDI(주),계획입지,070-7125-1113,2차전지,운송장비용 이차전지 제조업 외 1 종,충청남도 천안시 서북구 번영로 467 (성성동)
충청남도,천안시 동남구,삼성eng,개별입지,,종이박스,판지 상자 및 용기 제조업,
충청남도,천안시 서북구,삼성디스플레이(주),계획입지,041-535-7811,액정표시장치,액정 표시장치 제조업 외 4 종,"충청남도 천안시 서북구 번영로 465 (성성동, 삼성전자)"
충청남도,천안시 서북구,삼성디스플레이(주),계획입지,041-535-7811,TFT-LCD+AMOLED,기타 표시장치 제조업 외 2 종,"충청남도 천안시 서북구 번영로 467 (성성동, 삼성SDI(주))"
충청남도,천안시 서북구,삼성물산(주),개별입지,041-583-6228,철구조물,육상 금속 골조 구조재 제조업 외 1 종,충청남도 천안시 서북구 직산읍 직산로 105 (삼성건설) 외 1필지
충청남도,천안시 서북구,삼성물산(주) 자동화 기술지원 사무소,개별입지,041-583-4562,파이프모듈-skid,육상 금속 골조 구조재 제조업,충청남도 천안시 서북구 직산읍 삼은리 572번지
충청남도,천안시 서북구,삼성에스디아이(주),계획입지,041-560-3114,OLED+OLED+OLED,액정 표시장치 제조업 외 2 종,충청남도 천안시 서북구 번영로 465(성성동)
충청남도,천안시 서북구,삼성인터내쇼날,계획입지,041-568-2743,고정식 연결의자+선수용벤치+옥외용벤치+조립식관람석+수납식관람석,금속 가구 제조업 외 7 종,충청남도 천안시 서북구 직산읍 부송1길 62
충청남도,천안시 서북구,삼성전자(주),계획입지,041-540-8667,반도체(Flip-chip),메모리용 전자집적회로 제조업 외 1 종,충청남도 천안시 서북구 번영로 465 (성성동)
충청남도,천안시 동남구,삼성지게차서비스,개별입지,080-456-8272,건설기계 부품,건설 및 채광용 기계장비 제조업,충청남도 천안시 동남구 성남면 신사1길 51
충청남도,천안시 동남구,삼성특장자동차정비,개별입지,,토목공사 기계장비,건설 및 채광용 기계장비 제조업,충청남도 천안시 동남구 성남면 용원리 555-4번지 외 1필지
충청남도,천안시 동남구,삼성페이퍼,개별입지,041-587-5200,지관,그 외 기타 종이 및 판지 제품 제조업,충청남도 천안시 동남구 대흥1길 71 (성남면)
충청남도,천안시 서북구,삼성포장,개별입지,041-585-0909,골판지 상자+골판지 상자,골판지 상자 및 가공제품 제조업 외 1 종,충청남도 천안시 서북구 직산읍 직산로 135-21
충청남도,천안시 서북구,삼승기업,개별입지,,클러치+변속레버,그 외 자동차용 신품 부품 제조업,
충청남도,천안시 서북구,삼아상사,개별입지,041-556-7507,사출용금형,주형 및 금형 제조업,충청남도 천안시 서북구 성거읍 석문길 93 (총 5 필지) 외 4필지
충청남도,천안시 동남구,삼양전자산업,개별입지,041-553-6943,전기요+전기장판+카페트+이불,"카펫, 마루덮개 및 유사제품 제조업",충청남도 천안시 동남구 수신면 신풍리 212-13번지 외 2필지
충청남도,천안시 동남구,삼영순화(주),계획입지,041-520-8000,과산화수소수,기타 기초 무기 화학물질 제조업,충청남도 천안시 동남구 성남면 대화리 355번지
충청남도,천안시 서북구,삼예랑,개별입지,,반도체 기계장비,반도체 제조용 기계 제조업,충청남도 천안시 서북구 직산읍 남산4길 82-13 외 1필지
충청남도,천안시 동남구,삼온테크,개별입지,041-415-1516,자동차 및 보일러용 고무패킹,고무패킹류 제조업,
충청남도,천안시 동남구,삼우전자,개별입지,041-556-4353,사이드미러,그 외 기타 플라스틱 제품 제조업,충청남도 천안시 동남구 성남면 성남신덕1길 299-5
충청남도,천안시 서북구,삼원리싸이클링(주),개별입지,041-581-3068,비금속가공원료,비금속류 해체 및 선별업 외 1 종,충청남도 천안시 서북구 성환읍 천안대로 2216
충청남도,천안시 서북구,삼원유리,개별입지,041-583-3060,곡면유리+곡면복중유리+곡.평집합유리,그 외 기타 유리제품 제조업 외 1 종,충청남도 천안시 서북구 직산읍 부송상덕길 127 (삼원특수곡유리)
충청남도,천안시 서북구,삼원철강(삼원재활용산업),개별입지,041-581-3068,재생플라스틱원료수지,혼성 및 재생 플라스틱 소재 물질 제조업,충청남도 천안시 서북구 성환읍 대홍2길 55-1 (일반공장) (총 2 필지) 외 1필지
충청남도,천안시 서북구,삼원콘트롤,계획입지,041-523-0166,배전반 등,배전반 및 전기 자동제어반 제조업,"충청남도 천안시 서북구 백석공단1로 10, 천안미래에이스하이테크시티 A동 902호 (백석동)"
충청남도,천안시 서북구,삼원폴리텍(주),개별입지,041-583-1181,반도체 제조용 기계,반도체 제조용 기계 제조업,충청남도 천안시 서북구 입장면 기로리 165번지
충청남도,천안시 서북구,삼원폴리텍(주),개별입지,041-583-1181,반도체장비+디스플레이장비+화학플랜트+기계설비공사,반도체 제조용 기계 제조업 외 2 종,충청남도 천안시 서북구 입장면 위례성로 1901
충청남도,천안시 서북구,삼육식품,개별입지,041-580-0740,삼육두유외,배합 사료 제조업 외 3 종,충청남도 천안시 서북구 직산읍 성진로 354-13 (삼육식품) (총 2 필지)
충청남도,천안시 서북구,삼익에프앤티(주),계획입지,041-906-5353,반도체검사장비부품,"물질 검사, 측정 및 분석기구 제조업","충청남도 천안시 서북구 백석공단1로 10, 천안미래에이스하이테크시티 M동 305,307호 (백석동)"
