연번,벤처기업명,벤처확인유형,간략주소,업종분류(기보),업종명(10차),주생산품,벤처확인기관
397,주식회사 티에이치이,혁신성장유형,충청남도 아산시,제조업,반도체 제조용 기계 제조업,반도체/디스플레이 부품 가공,벤처기업확인기관
1,씨에프테크놀로지,혁신성장유형,충청남도 아산시,제조업,디스플레이 제조용 기계 제조업,반도체/LCD 장비,벤처기업확인기관
635,㈜에프테크놀로지,연구개발유형,충청남도 아산시,제조업,반도체 제조용 기계 제조업,"반도체,디스플레이 자동화장비",벤처기업확인기관
1192,주식회사 머신앤비전,연구개발유형,충청남도 천안시,제조업,디스플레이 제조용 기계 제조업,"반도체,디스플레이 검사장비",벤처기업확인기관
257,㈜한주반도체,혁신성장유형,충청남도 천안시,제조업,디스플레이 제조용 기계 제조업,"반도체, 디스플레이 장비",벤처기업확인기관
819,㈜에코에너젠,연구개발유형,충청남도 천안시,제조업,기체 여과기 제조업,반도체 환경설비 제작,벤처기업확인기관
998,케이이아이앤드에스피 주식회사,혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,"반도체 프로버 카드, 전자 제어장치, 반도체 실험장비 등",벤처기업확인기관
342,㈜케이에스피,혁신성장유형,충청남도 아산시,제조업,반도체 제조용 기계 제조업,반도체 진공펌프,벤처기업확인기관
1151,주식회사 제이디에스,연구개발유형,충청남도 아산시,제조업,반도체 제조용 기계 제조업,반도체 제조용기계 설계 및 제조,벤처기업확인기관
1184,주식회사 에이티케이코리아,혁신성장유형,충청남도 아산시,제조업,산업용 로봇 제조업,"반도체 제조용 장비, 디스플레이 제조용 장비, 물류 자동화 장비, 2차전지 제조용 장비",벤처기업확인기관
193,주식회사 에이티이엔지,혁신성장유형,충청남도 아산시,제조업,반도체 제조용 기계 제조업,반도체 제조용 장비 외,벤처기업확인기관
826,(주)에스와이이엔지,혁신성장유형,충청남도 천안시,제조업,그 외 기타 전자 부품 제조업,반도체 장비의 수리 및 개조,벤처기업확인기관
58,제이머티리얼즈㈜,혁신성장유형,충청남도 아산시,제조업,그 외 기타 전자 부품 제조업,반도체 장비용 소모품(실리콘 링/케소드 가공),벤처기업확인기관
512,주식회사 에스피에스글로벌,혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,반도체 장비및 반도체 장비 부품,벤처기업확인기관
173,㈜메티스,혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,반도체 장비 조립,벤처기업확인기관
135,"㈜오엔(O.N Co., Ltd)",혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,반도체 장비 수지가공 외,벤처기업확인기관
286,문테크,혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,"반도체 장비 부품, 조립",벤처기업확인기관
784,㈜에프엘씨,벤처투자유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,반도체 장비 부품 부자재,벤처기업확인기관
294,㈜엠아이,혁신성장유형,충청남도 아산시,제조업,"탭, 밸브 및 유사 장치 제조업",반도체 장비 부품,벤처기업확인기관
43,에스엘티 주식회사,혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,반도체 장비 ,벤처기업확인기관
758,솔리스 주식회사,혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,반도체 장비,벤처기업확인기관
3,다다,혁신성장유형,충청남도 천안시,제조업,산업용 로봇 제조업,"반도체 자동화장비, SMT 자동화, 스마트 팩토리 자동화",벤처기업확인기관
1235,주식회사 케이씨파츠텍,벤처투자유형,충청남도 천안시,제조업,기타 반도체 소자 제조업,반도체 에칭공정 소모성 부품,벤처기업확인기관
1017,디사이노(주),혁신성장유형,충청남도 천안시,제조업,기타 반도체 소자 제조업,반도체 세라믹 부품 ,벤처기업확인기관
14,쿼플라이  주식회사,혁신성장유형,충청남도 천안시,제조업,합성수지 및 기타 플라스틱 물질 제조업,반도체 설비 부품가공 및 디스플레이 부품 가공,벤처기업확인기관
904,에스테크시스템㈜,혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,반도체 설비 및 하네스 제작,벤처기업확인기관
952,디에스인스트루먼트(주),혁신성장유형,충청남도 아산시,제조업,그 외 기타 전자 부품 제조업,반도체 생산 설비,벤처기업확인기관
764,주식회사 씨케이이엔지,혁신성장유형,충청남도 아산시,제조업,금속 절삭기계 제조업,반도체 부품 및 디스플레이 부품 등,벤처기업확인기관
1053,에이씨에스(주),혁신성장유형,충청남도 아산시,제조업,그 외 기타 전기장비 제조업,반도체 부품,벤처기업확인기관
33,에이비시스템 주식회사,혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,반도체 및 에프피디 장비 및 부품,벤처기업확인기관
1245,솔리스이엔씨㈜,혁신성장유형,충청남도 천안시,제조업,그 외 기타 특수 목적용 기계 제조업,반도체 물류장비,벤처기업확인기관
78,㈜아셀,혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,반도체 물류자동화 장비,벤처기업확인기관
991,㈜정수이앤씨,혁신성장유형,충청남도 아산시,제조업,반도체 제조용 기계 제조업,"반도체 물류시스템, 산업용 자동화시스템, 2차 전지 조립라인",벤처기업확인기관
837,주식회사 에스앤디테크,벤처투자유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,반도체 디스플레이 장비 및 부품,벤처기업확인기관
494,㈜로보로텍,혁신성장유형,충청남도 천안시,제조업,산업용 로봇 제조업,반도체 디스플레이 부품,벤처기업확인기관
942,주식회사지니,혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,반도체 디스플레이 부품,벤처기업확인기관
535,주식회사 세원이엔지,혁신성장유형,충청남도 천안시,제조업,"전기회로 개폐, 보호 장치 제조업",반도체 디스플레이 BOX,벤처기업확인기관
311,㈜세미콘테스트,연구개발유형,충청남도 천안시,제조업,전자 부품 실장기판 제조업,반도체 검사장치외,벤처기업확인기관
146,㈜지컴,연구개발유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,반도체 검사장비 2차전지 생산설비,벤처기업확인기관
1145,㈜제이티,연구개발유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,반도체 검사장비,벤처기업확인기관
456,㈜세종이티에스,혁신성장유형,충청남도 아산시,기타,기타 엔지니어링 서비스업,반도체 LCD장비 외,벤처기업확인기관
763,주식회사 세원시스템,혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,반도체 LCD 장비,벤처기업확인기관
986,(주)바다,혁신성장유형,충청남도 논산시,제조업,기타 수산동물 가공 및 저장 처리업,반건조오징어,벤처기업확인기관
1066,(주)대산하이텍,혁신성장유형,충청남도 아산시,제조업,플라스틱 필름 제조업,박리필름,벤처기업확인기관
1211,㈜콧데,혁신성장유형,충청남도 천안시,제조업,화장품 제조업,"바이오화장품,기능성화장품,바이오소재",벤처기업확인기관
186,㈜기반,벤처투자유형,충청남도 홍성군,기타,지정 외 폐기물 처리업,"바이오가스전기발전,유기농비료",벤처기업확인기관
1186,주식회사 바오젠,벤처투자유형,충청남도 천안시,제조업,의료용품 및 기타 의약 관련제품 제조업,"바이오 의약품을 포함한 의약품 일체의 개발, 제조, 상업화, 유통 및 판매사업",벤처기업확인기관
742,주식회사 제이씨머트리얼즈,혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,바이알 내부 침전물 검사장비,벤처기업확인기관
973,도담 주식회사,혁신성장유형,충청남도 금산군,제조업,건강 기능식품 제조업,"바로키커,도총관,진총관보,홍삼 류",벤처기업확인기관
392,주식회사 로드팩토리,연구개발유형,충청남도 아산시,제조업,벽 및 바닥 피복용 플라스틱 제품 제조업,바닥재,벤처기업확인기관
1071,(주)카오시스,혁신성장유형,충청남도 천안시,제조업,그 외 기타 의료용 기기 제조업,미용기기,벤처기업확인기관
937,주식회사 엘케이인더스트리,혁신성장유형,충청남도 아산시,제조업,자동차용 신품 동력 전달장치 제조업,미션오일펌프외,벤처기업확인기관
373,주식회사 마이크로원,혁신성장유형,충청남도 천안시,제조업,기체 여과기 제조업,미세먼지제거필터폐기물소각로제작설치,벤처기업확인기관
178,주식회사 세미콘웍스,혁신성장유형,충청남도 천안시,제조업,기타 반도체 소자 제조업,미세 도금용 무결점 포토리소그래피 기술(오염방지 포토마스크),벤처기업확인기관
1176,주식회사 빅펀,혁신성장유형,충청남도 천안시,기타,"영화, 비디오물 및 방송 프로그램 제작 관련 서비스업",미디어콘텐츠창작업,벤처기업확인기관
906,㈜선진인더스트리,혁신성장유형,충청남도 논산시,제조업,부직포 및 펠트 제조업,물티슈원단필터원단미트패드원단수세미원단,벤처기업확인기관
1260,㈜워텍,혁신성장유형,충청남도 천안시,제조업,액체 여과기 제조업,"물탱크, 정수장비,수위조절기,염소투입기",벤처기업확인기관
559,(주)시스턴,혁신성장유형,충청남도 서산시,제조업,금속 탱크 및 저장 용기 제조업,물탱크(저수조),벤처기업확인기관
192,㈜그루,혁신성장유형,충청남도 아산시,건설운수,그 외 기타 건축 마무리 공사업,"문화재보존처리, 학술용역",벤처기업확인기관
198,주식회사 에고이즘,혁신성장유형,충청남도 아산시,도소매업,"장난감 및 취미, 오락용품 도매업",문구 및 장난감,벤처기업확인기관
289,엠아이케이티 주식회사,혁신성장유형,충청남도 아산시,제조업,금속 절삭기계 제조업,무전원가스자동절단기,벤처기업확인기관
280,㈜엔스퀘어,연구개발유형,충청남도 천안시,제조업,산업용 로봇 제조업,무인운송로봇AGV),벤처기업확인기관
454,더알시티무인항공,혁신성장유형,충청남도 논산시,제조업,무인 항공기 및 무인 비행장치 제조업,무인비행장치 드론,벤처기업확인기관
510,주식회사 에이디테크,혁신성장유형,충청남도 홍성군,제조업,"레이더, 항행용 무선 기기 및 측량 기구 제조업","무인 비행장치, 무인수상정, 드론",벤처기업확인기관
264,주식회사 이안케미칼,벤처투자유형,충청남도 아산시,도소매업,"연료, 광물, 1차 금속, 비료 및 화학제품 중개업",무역중개,벤처기업확인기관
