연번,업체명,소재지,업종구분,산업분류코드,전화번호,팩스번호,고용인원수,데이터기준일자
1570,거보산업,광주광역시 광산구 하남산단8번로 127-40 (안청동),도장 및 기타 피막처리업,25923,062-955-5009,062-953-5091,4,2025-09-04
1571,거산정밀,광주광역시 광산구 진곡산단6번로 1-8(고룡동),산업처리공정 제어장비 제조업,27216,,,5,2025-09-04
1572,거성테크  ,광주광역시 광산구 하남산단3번로 33 (장덕동),그 외 기타 종이 및 판지 제품 제조업  ,17909,062-382-9301,062-382-9303,3,2025-09-04
1573,거화,광주광역시 광산구 팽호길 147 (복룡동),그 외 자동차용 신품 부품 제조업  ,30399,,,2,2025-09-04
1574,건국건조기,광주광역시 광산구 용아로 739 (안청동),농업 및 임업용 기계 제조업,29210,062-571-5989,062-571-5981,4,2025-09-04
1575,건국건조기(주),광주광역시 광산구 하남산단9번로 41 (안청동),농업 및 임업용 기계 제조업,29210,062-571-5989,062-571-5981,2,2025-09-04
1576,건우정밀,광주광역시 광산구 하남산단3번로 126-8 (장덕동),일반철물 제조업  ,25932,,062-953-0371,1,2025-09-04
1577,건화싱크,광주광역시 광산구 신창동 1089-5번지,주방용 및 음식점용 목재가구 제조업,32021,,,5,2025-09-04
1578,경남기업사,광주광역시 광산구 하남산단천변좌로 53-12 (안청동),운송장비용 이차전지 제조업  ,28202,,,4,2025-09-04
1579,경도테크 ,"광주광역시 광산구 진곡산단2번로 47-13, 임차기업 (오선동)",그 외 자동차용 신품 부품 제조업,30399,062-952-4383,062-945-4383,8,2025-09-04
1580,경선컨테이너,광주광역시 광산구 장수길 68-37 (장수동),기타 구조용 금속제품 제조업,25119,062-9881-2789,,1,2025-09-04
1581,경성,광주광역시 광산구 용아로 552-23 (장덕동),볼트 및 너트류 제조업,25941,062-951-2523,062-955-8894,2,2025-09-04
1582,경성볼트,광주광역시 광산구 도천동 349-12번지,볼트 및 너트류 제조업  ,25941,,,5,2025-09-04
1583,경운산업,광주광역시 광산구 평동산단로 225-40 (옥동),스크린 인쇄업,18112,062-951-4332,062-955-1006,7,2025-09-04
1584,경원열처리,광주광역시 광산구 하남산단1번로 115 (하남동),금속 열처리업,25921,062-951-9220,062-951-9224,15,2025-09-04
1585,경원전자(주),광주광역시 광산구 평동산단외로 142-17 (옥동),그 외 기타 전자부품 제조업  ,26299,062-945-8783,062-945-8785,16,2025-09-04
1586,경일산업(주),광주광역시 광산구 상무대로 529-5 (우산동),"금속 문, 창, 셔터 및 관련제품 제조업",25111,062-941-1254,,5,2025-09-04
1587,고기마트푸드(주)농업회사법인,"광주광역시 광산구 하남산단8번로 127-30, 10호 (안청동)",기타 식사용 가공처리 조리식품 제조업  ,10709,062-575-6292,062-575-8225,3,2025-09-04
1588,고려로프산업,"광주광역시 광산구 하남산단6번로 57,  (오선동) 산업동 1층 107호",금속선 가공제품 제조업,25944,062-955-2989,,2,2025-09-04
1589,고려솔루션(주),광주광역시 광산구 진곡산단4번로 31-8 (진곡동),자동차용 금속 압형제품 제조업  ,25913,062-953-0910,062-959-0910,7,2025-09-04
1590,고려정밀(주),"광주광역시 광산구 진곡산단3번로 59-41, A20-14 (진곡동)",주형 및 금형 제조업,29293,062-953-0910,,37,2025-09-04
1591,고려정밀(주),"광주광역시 광산구 진곡산단3번로 59-41(진곡동, 고려정밀(주))",주형 및 금형 제조업,29293,062-953-0910,,3,2025-09-04
1592,고운특장,광주광역시 광산구 북문대로 763 (도천동),차체 및 특장차 제조업  ,30201,062-953-2135,062-953-2223,5,2025-09-04
1593,공감디자인,광주광역시 광산구 풍영정길 179-36 (신창동),커튼 및 유사제품 제조업,13223,062-529-5023,062-529-5023,3,2025-09-04
1594,공단문화,광주광역시 광산구 하남산단9번로 195-13 (도천동),경 인쇄업,18111,062-953-5587,062-953-7908,3,2025-09-04
1595,공단천막사,광주광역시 광산구 임곡로 769 (도천동),"천막, 텐트 및 유사 제품 제조업",13224,,062-951-1866,5,2025-09-04
1596,광남래핑,"광주광역시 광산구 진곡산단6번로 1-22, 나동 (고룡동)",그 외 기타 금속가공업,25929,,050-4432-4363,2,2025-09-04
1597,광남타일,광주광역시 광산구 구촌반촌길 126-18(신창동),타일 및 유사 비내화 요업제품 제조업,23232,062-525-9995,062-525-9996,2,2025-09-04
1598,광덕기계,광주광역시 광산구 손재로 368-9 (오선동),기타 가공 공작기계 제조업,29229,062-953-6318,062-953-6319,2,2025-09-04
1599,광덕이엔씨,광주광역시 광산구 풍영철길로 190-5 (운남동) 외 1필지,육상 금속 골조 구조재 제조업  ,25113,,,10,2025-09-04
1600,광동하이텍(주),광주광역시 광산구 하남산단8번로 60 (오선동),그 외 기타 전자부품 제조업  ,26299,062-955-9474,062-956-6478,55,2025-09-04
1601,광명1급정밀,광주광역시 광산구 손재로 376-7 (오선동),농업 및 임업용 기계 제조업,29210,062-954-2255,062-954-2257,3,2025-09-04
1602,광명공업사,광주광역시 광산구 하남산단4번로 131 (장덕동),금속탱크 및 저장용기 제조업  ,25122,062-513-7251,062-513-7253,5,2025-09-04
1603,광명사무용가구,광주광역시 광산구 비아중앙로 88 (비아동),기타 목재가구 제조업  ,32029,062-953-3060,,5,2025-09-04
1604,광명산업(주),광주광역시 광산구 평동산단2번로 139 (옥동),그 외 자동차용 신품 부품 제조업  ,30399,062-943-8624,062-943-8627,22,2025-09-04
1605,광미정밀공업,광주광역시 광산구 임곡로 425-21 (고룡동),산업처리공정 제어장비 제조업,27216,062-572-0795,,3,2025-09-04
1606,광산수산,광주광역시 광산구 소촌로 17-11 (소촌동),수산동물 건조 및 염장품 제조업  ,10212,062-942-1417,062-941-2198,5,2025-09-04
1607,광산식품,광주광역시 광산구 소촌로 17-6 (소촌동),육류 기타 가공 및 저장처리업 (가금류 제외)  ,10129,062-942-1417,062-942-9326,7,2025-09-04
1608,광산연식품,광주광역시 광산구 어등대로621번길 7-12 (소촌동),두부 및 유사식품 제조업,10894,062-944-0212,,3,2025-09-04
1609,광산우드,광주광역시 광산구 삼거동 619-5번지,목재 깔판류 및 기타 적재판 제조업,16231,,,10,2025-09-04
1610,광산장갑,광주광역시 광산구 사암로118번길 77-9 (우산동),그 외 기타 분류 안된 섬유제품 제조업,13999,062-942-5759,062-943-1142,4,2025-09-04
1611,광성,광주광역시 광산구 어등대로603번길 25-8 (소촌동),시계 및 시계부품 제조업,27220,,,2,2025-09-04
1612,광성 PL,광주광역시 광산구 하남산단3번로 22 (장덕동),운송장비 조립용 플라스틱제품 제조업  ,22241,062-952-4273,062-952-4274,3,2025-09-04
1613,광신농산,광주광역시 광산구 왕버들로 31-1 (장덕동),기타 과실ㆍ채소 가공 및 저장 처리업  ,10309,062-571-2002,062-576-4000,3,2025-09-04
1614,광암철강㈜,광주광역시 광산구 평동로803번길 116 (옥동),그 외 기타 1차 철강 제조업,24199,062-523-6800,062-527-2202,10,2025-09-04
1615,광영산업,광주광역시 광산구 임곡로 16 (임곡동) (총 3 필지) 외 2필지,육상 금속 골조 구조재 제조업  ,25113,,,5,2025-09-04
1616,광옥정밀,광주광역시 광산구 하남산단7번로 42-12 (오선동),기타 가공 공작기계 제조업,29229,062-971-7057,062-971-7058,5,2025-09-04
1617,광우알엔에이(주),광주광역시 광산구 평동로803번길 86 (옥동),그 외 자동차용 신품 부품 제조업  ,30399,062-946-2001,062-946-3003,38,2025-09-04
1618,광우알엔에이(주),광주광역시 광산구 평동산단외로 142-25 (옥동),그 외 자동차용 신품 부품 제조업,30399,062-946-3001,062-941-3000,31,2025-09-04
1619,광은정밀,광주광역시 광산구 용아로 645 (오선동),금속 절삭기계 제조업,29223,062-951-9989,,4,2025-09-04
1620,광일문살,광주광역시 광산구 북문대로 341-53 (신창동),목재문 및 관련제품 제조업,16221,,,2,2025-09-04
1621,광일스틸산업(주),광주광역시 광산구 손재로 382 (오선동),그 외 기타 1차 철강 제조업,24199,062-954-6667,062-954-6667,13,2025-09-04
1622,광일철강(주),광주광역시 광산구 손재로 382 (오선동),그 외 기타 1차 철강 제조업,24199,062-523-6659,062-523-6068,10,2025-09-04
1623,광전물산(주),광주광역시 광산구 하남산단6번로 42 (오선동),운송장비 조립용 플라스틱제품 제조업  ,22241,062-953-3402,062-953-7341,3,2025-09-04
1624,광주CNC,"광주광역시 광산구 하남산단3번로 90, 나동 일부(장덕동, (주)젬파크바이오텍)",그 외 기타 나무제품 제조업  ,16299,,,2,2025-09-04
1625,광주광역시 농협쌀조합 공동사업 법인,광주광역시 광산구 본동로 668 (동림동) 외 5필지,곡물 도정업,10511,062-374-0061,062-374-0063,3,2025-09-04
1626,광주금속가공(주),광주광역시 광산구 하남산단8번로 136 (오선동),그 외 기타 1차 철강 제조업,24199,062-952-0161,,3,2025-09-04
1627,광주금형부식,광주광역시 광산구 평동로803번길 117 (용동),그 외 기타 금속가공업,25929,062-433-6639,062-945-6636,2,2025-09-04
1628,광주데코임포트,광주광역시 광산구 송정로30번길 14 (송정동),커튼 및 유사제품 제조업,13223,062-943-6999,,4,2025-09-04
1629,광주물류센타,광주광역시 광산구 하남산단9번로 186-16 (도천동),목재 깔판류 및 기타 적재판 제조업,16231,062-955-0476,062-954-0473,8,2025-09-04
1630,광주벤딩,광주광역시 광산구 풍영정길 417-17 (산월동),자동차용 금속 압형제품 제조업  ,25913,062-953-5868,062-953-5867,4,2025-09-04
1631,광주산업개발(주),광주광역시 광산구 도천동 77-29번지,배전반 및 전기 자동제어반 제조업,28123,,,10,2025-09-04
1632,광주산업씽크대,광주광역시 광산구 풍영철길로 190-21 (신가동),주방용 및 음식점용 목재가구 제조업,32021,062-951-6293,062-951-6294,4,2025-09-04
1633,광주상무용사촌복지공장,광주광역시 광산구 소촌로 25-9 (소촌동),금속선 가공제품 제조업,25944,062-941-8386,062-941-8387,3,2025-09-04
1634,광주선영,광주광역시 광산구 장록동 527-44번지 외 1필지 외 1필지,목재 깔판류 및 기타 적재판 제조업,16231,,,10,2025-09-04
1635,광주쇼트,광주광역시 광산구 손재로287번길 134-28 (하남동),구조용 금속 판제품 및 공작물 제조업  ,25112,062-962-0280,,9,2025-09-04
1636,광주안전주식회사,광주광역시 광산구 연산동 1121-4,금속 표시판 제조업,25994,062-603-0504,062-603-0504,32,2025-09-04
1637,광주원예농업협동조합,광주광역시 광산구 하남산단7번로 23 (오선동),플라스틱 필름 제조업  ,22212,062-953-8222,,50,2025-09-04
1638,광주철강(주),광주광역시 광산구 하남산단6번로 11 (오선동),차체 및 특장차 제조업  ,30201,062-955-4003,062-956-4003,9,2025-09-04
1639,광주카리타스보호작업장,"광주광역시 광산구 하남산단6번로 57,(오선동) 산업동 6층 5호",차류 가공업,10892,062-943-0406,,28,2025-09-04
1640,광주특수목재,광주광역시 광산구 소촌로85번길 14-14 (소촌동),목재문 및 관련제품 제조업  ,16221,062-943-6132,062-943-6144,10,2025-09-04
1641,광주포장산업,광주광역시 광산구 평동산단로169번길 67 (월전동),기타 인쇄업  ,18119,062-525-5454,062-959-3698,18,2025-09-04
1642,광주하우징,광주광역시 광산구 상무대로 529-8 (우산동),구조용 금속 판제품 및 공작물 제조업  ,25112,,,5,2025-09-04
1643,광진,광주광역시 광산구 하남산단천변좌로 51 (안청동),그 외 기타 일반목적용 기계 제조업  ,29199,062-951-6604,,6,2025-09-04
1644,광진계량기,광주광역시 광산구 풍영정길 179-28 (신창동),그 외 기타 일반목적용 기계 제조업,29199,,,6,2025-09-04
1645,광진산업,광주광역시 광산구 하남산단7번로 46 (오선동),그 외 기타 고무제품 제조업,22199,062-954-2070,062-954-1735,23,2025-09-04
1646,광진테크(주),광주광역시 광산구 하남산단7번로 46 (오선동),그 외 기타 고무제품 제조업,22199,062-954-2070,062-954-1735,22,2025-09-04
1647,광천프라스틱,광주광역시 광산구 우산로 101 (우산동),폴리스티렌 발포 성형제품 제조업  ,22251,062-944-8286,,3,2025-09-04
1648,광흥산업,광주광역시 광산구 비아로 162(비아동),기타 기계.장비 조립용 플라스틱 제품 제조업,22249,062-954-5251,,4,2025-09-04
1649,구룡화학(주),광주광역시 광산구 비아로127번길 4 (비아동),운송장비 조립용 플라스틱제품 제조업  ,22241,062-955-3956,062-955-3957,8,2025-09-04
1650,구르미,"광주광역시 광산구 앰코로 21, 204-109(쌍암동, 첨단 대라수)",그 외 기타 가구 제조업,32099,,062-943-3991,2,2025-09-04
1651,구봉솔루션,"광주광역시 광산구 진곡산단3번로 1-20, 나동 (진곡동)",주형 및 금형 제조업,29293,062-710-6761,062-710-6762,9,2025-09-04
1652,구산테크,광주광역시 광산구 손재로 482 (오선동),주형 및 금형 제조업,29293,062-956-2653,062-956-2653,1,2025-09-04
1653,구산테크,광주광역시 광산구 진곡산단6번로 39 (고룡동),주형 및 금형 제조업  ,29293,062-956-2653,,2,2025-09-04
1654,구일공조주식회사,광주광역시 광산구 평동산단로143번길 29 (월전동),가정용 및 산업용 공기 조화장치 제조업  ,29172,062-945-9105,062-945-9107,20,2025-09-04
1655,구일산업,광주광역시 광산구 평동옥동로 72 (월전동),가정용 및 산업용 공기 조화장치 제조업  ,29172,062-942-9105,062-945-9107,5,2025-09-04
1656,구일엠티,광주광역시 광산구 도천남길 54 (도천동),기타 일반 기계 및 장비 수리업,34019,,,5,2025-09-04
1657,국도전기제작소,광주광역시 광산구 평동로803번안길 87 (용동),배전반 및 전기 자동제어반 제조업  ,28123,062-943-4001,062-943-4560,13,2025-09-04
1658,국제공업사,광주광역시 광산구 하남산단10번로 128 (안청동),절삭가공 및 유사처리업  ,25924,062-951-2277,062-951-1919,5,2025-09-04
1659,국제스틸(주),광주광역시 광산구 하남산단10번로 114 (안청동),절삭가공 및 유사처리업  ,25924,062-951-7979,,29,2025-09-04
1660,국제스틸(주),광주광역시 광산구 하남산단10번로 128 (안청동),절삭가공 및 유사처리업  ,25924,062-951-7979,062-9512-1919,33,2025-09-04
1661,국제스틸(주),광주광역시 광산구 하남산단10번로 128 (안청동),절삭가공 및 유사처리업  ,25924,062-951-7979,062-951-1919,35,2025-09-04
1662,국제식품,광주광역시 광산구 풍영철길로 188-65 (운남동),수산식물 가공 및 저장 처리업,10220,062-373-0403,062-372-2006,4,2025-09-04
1663,국제씨푸드,광주광역시 광산구 풍영정길 345-21 (신창동),수산동물 냉동품 제조업  ,10213,,062-943-7576,3,2025-09-04
1664,국제칼라강판산업,광주광역시 광산구 도천동 529-9,구조용 금속 판제품 및 공작물 제조업,25112,,,3,2025-09-04
1665,국토건기,광주광역시 광산구 신창동 1087-30 외 1필지,건설.광업용 기계 및 장비 수리업,34011,062-954-1231,062-954-1233,3,2025-09-04
1666,그린공조(주),"광주광역시 광산구 진곡산단4번로 51-21, A15-12 (진곡동)",육상 금속 골조 구조재 제조업  ,25113,062-953-8555,062-961-7645,9,2025-09-04
1667,그린나라기업 ,광주광역시 광산구 하남산단3번로 14-65 (장덕동),음ㆍ식료품 및 담배 가공기계 제조업  ,29250,062-527-1945,062-443-0015,5,2025-09-04
