회사명,전화번호,팩스번호,공장대표주소,업종명
비아이엠케이(주),052-269-4503,052-269-8543,울산광역시 울주군 웅촌면 고연로 183-26 외 1필지,그 외 자동차용 신품 부품 제조업
비엔에프테크(주),052-260-7265,052-260-7264,울산광역시 울주군 두서면 반구대로 1635-14,자동차 엔진용 신품 부품 제조업 외 4 종
비엠스틸(주) 울산공장,055-264-3824,055-264-3826,울산광역시 울주군 온산읍 화산로 137-6,그 외 기타 1차 철강 제조업
비엠에스(주),052-277-2251,052-277-2252,울산광역시 울주군 삼동면 삼동로 343-25,"산업용 오븐, 노 및 노용 버너 제조업 외 2 종"
비엠에스파워,052-239-5564,,"울산광역시 울주군 청량읍 처용산업3길 135, 경공업2동 1층",금속탱크 및 저장용기 제조업 외 2 종
사회적협동조합 소셜벤처기술,,050-7084-4817,울산광역시 울주군 웅촌면 고연로 183-53,그 외 금속 압형제품 제조업 외 1 종
산성,052-239-0339,,울산광역시 울주군 온산읍 화산로 163 (산성자동차부분정비),건설 및 채광용 기계장비 제조업 외 1 종
삼광E&I,052-285-0883,052-285-0887,울산광역시 울주군 언양읍 반천산업로 91,그 외 기타 금속가공업
삼덕목재,,,울산광역시 울주군 웅촌면 은현공단2길 7,목재 깔판류 및 기타 적재판 제조업
삼성기전(주),052-977-8201,052-977-8203,울산광역시 울주군 언양읍 반천산업로 80-72 외 1필지,그 외 기타 전기장비 제조업
삼성에스디아이(주),055-380-1114,055-380-1147,울산광역시 울주군 삼남읍 반구대로 163 외 190필지,축전지 제조업
삼성에코,,,울산광역시 울주군 웅촌면 당고개1길 17,혼성 및 재생 플라스틱 소재 물질 제조업
삼영순화(주),052-238-1453,052-238-0485,울산광역시 울주군 온산읍 대정로 129,기타 기초 무기 화학물질 제조업
삼영화학공업사,052-221-4050,052-221-4052,울산광역시 울주군 웅촌면 웅촌로 575-9,"염료, 조제 무기안료, 유연제 및 기타 착색제 제조업"
삼원산업(주),052-260-3003,052-267-0806,울산광역시 울주군 웅촌면 웅촌로 392-6,"알루미늄 압연, 압출 및 연신제품 제조업 외 1 종"
삼원테크노(주),052-287-3182,052-287-4515,울산광역시 울주군 언양읍 반천산업로 199-37,도장 및 기타 피막처리업
삼원테크노㈜,052-287-3182,052-287-4515,울산광역시 울주군 언양읍 반천리 반천일반산업단지 26B-9L 외 1필지,도장 및 기타 피막처리업
삼일기공,052-257-3190,052-257-3191,울산광역시 울주군 청량읍 상남리 0 번지 13B 2L 외 1필지,선박 구성 부분품 제조업
삼일테크,052-227-5109,052-260-5109,울산광역시 울주군 웅촌면 고연공단1길 6,주형 및 금형 제조업
삼정레이저,052-264-9874,052-264-9873,울산광역시 울주군 상북면 길천산업로 121,자동차 차체용 신품 부품 제조업
삼정샘물 주식회사,052-254-6661,052-254-6666,울산광역시 울주군 두서면 옥동길 116 외 3필지,생수 생산업
삼지인터내셔날,052-265-3941,052-265-3942,울산광역시 울주군 웅촌면 은현공단1길 24-16 (총 2 필지) 외 1필지,"라이터, 연소물 및 흡연용품 제조업"
삼진산업,052-225-2661,052-225-2007,울산광역시 울주군 웅촌면 물건너길 25-13,표면 가공 목재 및 특정 목적용 제재목 제조업
삼진테크,,,울산광역시 울주군 웅촌면 와지공단1길 18-36,선박 구성 부분품 제조업
삼풍산업,052-268-8749,,울산광역시 울주군 웅촌면 고연리 산 81 번지,"카펫, 마루덮개 및 유사제품 제조업"
상경산업,052-264-3080,052-264-3079,울산광역시 울주군 삼동면 삼동로 93-19,기타 물품 취급장비 제조업 외 3 종
상림정공(주),052-264-3182,052-264-3185,울산광역시 울주군 삼남읍 사촌신복로 441-20 외 1필지,내연기관 제조업
상신목재,052-388-0245,,울산광역시 울주군 삼남읍 마산보들길 125,일반 제재업
상아전자(주),052-264-2950,052-264-2961,울산광역시 울주군 삼남읍 강당1길 78 외 4필지,그 외 기타 전자부품 제조업 외 1 종
새마을석재,052-264-1898,052-264-7525,울산광역시 울주군 두동면 두동로 1813-5 (총 3 필지) 외 2필지,건설용 석제품 제조업
새한금속공업사,051-831-3330,051-831-3545,"울산광역시 울주군 상북면 길천산업2길 10-24, (거리 1157-2)",그 외 자동차용 신품 부품 제조업 외 3 종
서광철강산업(주),055-385-2122,,울산광역시 울주군 웅촌면 웅촌로 34 (총 2 필지) 외 4필지,주형 및 금형 제조업
서림목재산업,052-227-7670,052-227-7671,울산광역시 울주군 웅촌면 반계길 80,일반 제재업
서진산전,052-227-0335,,울산광역시 울주군 청량읍 상남길 6-65,배전반 및 전기 자동제어반 제조업
서현정밀,052-254-1494,052-254-1494,울산광역시 울주군 두서면 구량중리길 71,주형 및 금형 제조업
석원기공(주),052-261-6841,052-261-6854,울산광역시 울주군 청량읍 처용산업4길 26,그 외 기타 금속가공업 외 1 종
선경해상&테크,052-269-0184,052-269-0185,울산광역시 울주군 웅촌면 반계길 10,수상 금속 골조 구조재 제조업
선명산업,070-4352-6899,070-8233-7980,울산광역시 울주군 상북면 길천산업3길 28-4,그 외 자동차용 신품 부품 제조업
선우에프에이,052-998-7770,052-998-7773,울산광역시 울주군 두서면 활천산업로 39-15,배전반 및 전기 자동제어반 제조업
선우올테크,052-271-7365,052-271-7366,울산광역시 울주군 웅촌면 부채골길 46-28,육상 금속 골조 구조재 제조업 외 1 종
선일기계공업(주),052-266-4870,052-266-7816,울산광역시 울주군 웅촌면 와지공단1길 18-18,절삭가공 및 유사처리업
선진산업(주),,,울산광역시 울주군 온양읍 옥수곡1길 29,기타 목재가구 제조업
선진산업엔진(주),052-260-5727,052-260-5726,울산광역시 울주군 웅촌면 덕산길 20 외 1필지,내연기관 제조업
성도정밀,052-237-1984,052-237-1904,울산광역시 울주군 온산읍 화산로 155-11,"증류기, 열교환기 및 가스발생기 제조업 외 2 종"
성도철망산업,052-268-5730,052-257-4998,울산광역시 울주군 웅촌면 고연로 87,기타 구조용 금속제품 제조업
성림산업,052-261-2526,052-256-2527,울산광역시 울주군 웅촌면 은현작동로 132,육상 금속 골조 구조재 제조업
성보테크,055-386-0382,055-364-3612,울산광역시 울주군 웅촌면 와지공단1길 9-14,육상 금속 골조 구조재 제조업 외 1 종
성심TECH,052-297-7587,052-297-6804,울산광역시 울주군 상북면 길천산업로 105-67,그 외 기타 특수목적용 기계 제조업 외 1 종
성암,,062-719-8383,울산광역시 울주군 웅촌면 운암길 30,금속탱크 및 저장용기 제조업 외 5 종
성우랜드(주),052-239-8121,052-239-8123,울산광역시 울주군 온산읍 화산1길 13-23,포장용 플라스틱 성형용기 제조업
성우로텍(주),052-262-9511,052-262-9515,울산광역시 울주군 두서면 활천산업로 122,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종
성종모델,052-257-1168,052-257-1109,울산광역시 울주군 웅촌면 은현작동로 171,그 외 자동차용 신품 부품 제조업 외 3 종
성진정밀,052-263-0515,052-264-3943,"울산광역시 울주군 상북면 길천산업로 473-3, (거리 1175-3)",주형 및 금형 제조업
성창보드(주),052-255-3578,052-254-3589,울산광역시 울주군 삼남읍 강당로 35 외 1필지,강화 및 재생 목재 제조업
성화기업(주),052-223-9920,052-223-9928,울산광역시 울주군 언양읍 반천산업로 113-15,육상 금속 골조 구조재 제조업
세경산업,052-707-0640,052-707-0641,울산광역시 울주군 언양읍 반천산업로 71,금속 단조제품 제조업
세계식품주식회사,051-790-7100,051-790-7149,울산광역시 울주군 삼남읍 방기로 39 외 2필지,기타 수산동물 가공 및 저장 처리업
세광폴리,051-728-5997,051-728-5988,"울산광역시 울주군 와지공단2길 12, (제2동) (웅촌면)",주형 및 금형 제조업 외 1 종
세기산업,,052-265-9463,울산광역시 울주군 웅촌면 은현작동로 242-5,일반용 도료 및 관련제품 제조업
세동산업,052-926-2300,052-254-5632,울산광역시 울주군 상북면 길천산업로 105-70 외 1필지,운송장비 조립용 플라스틱제품 제조업 외 2 종
세아테크,052-261-9901,052-261-9904,울산광역시 울주군 온산읍 처용산업1길 43,그 외 기타 금속가공업
세영,052-266-4580,,울산광역시 울주군 웅촌면 은현작동로 25-19,그 외 기타 분류 안된 금속 가공 제품 제조업
세영ENG(주)울산공장,052-211-4415,052-211-8066,울산광역시 울주군 범서읍 왕걸길 6-26,선박 구성 부분품 제조업
세영산업,052-0257-2967,052-0268-2914,울산광역시 울주군 웅촌면 고연리 689-2번지 외 3필지,전자 응용 절삭기계 제조업
세영테크,070-775-5700,070-4225-7006,울산광역시 울주군 언양읍 반천산업로 91,배전반 및 전기 자동제어반 제조업
세원산업,052-265-2679,052-265-2680,울산광역시 울주군 웅촌면 고연공단1길 47-16,그 외 기타 특수목적용 기계 제조업 외 3 종
세원정밀전자,052-912-7916,051-894-2482,"울산광역시 울주군 상북면 길천산업3길 28-4, (거리 1168-5)",그 외 기타 전자부품 제조업 외 1 종
세인정밀,052-260-3864,052-260-3865,울산광역시 울주군 웅촌면 고연공단2길 7,그 외 자동차용 신품 부품 제조업 외 3 종
세일정기주식회사,052-239-0062,052-239-0067,울산광역시 울주군 온산읍 원봉로 33,기타 가공 공작기계 제조업
세일정기주식회사,031-910-6000,031-9106-055,울산광역시 울주군 온산읍 처용산업1길 14,"증류기, 열교환기 및 가스발생기 제조업"
세종엔지니어링,055-381-1612,055-381-9577,울산광역시 울주군 삼남읍 방기로 43,공기 조화장치 제조업
세진메탈(주)온산공장,052-239-3451,,울산광역시 울주군 온산읍 원봉로 15,"알루미늄 제련, 정련 및 합금 제조업"
세진산업,052-264-3743,052-264-3742,울산광역시 울주군 삼동면 은현작동로 658,"플라스틱 선, 봉, 관 및 호스 제조업"
세진산업(주),052-225-7611,052-225-7614,울산광역시 울주군 웅촌면 중대길 1,그 외 기타 1차 철강 제조업
세진테크론(주),052-264-8707,052-264-8708,울산광역시 울주군 삼동면 삼동로 111,자동차용 금속 압형제품 제조업 외 1 종
세한산업,052-285-1912,052-285-1915,울산광역시 울주군 웅촌면 고연공단1길 47-25,그 외 자동차용 신품 부품 제조업 외 3 종
세흥에스앤에프,052-258-9961,052-258-9952,울산광역시 울주군 웅촌면 고연공단1길 49,편조원단 제조업
솔개수산(주),052-239-4888,052-239-4898,울산광역시 울주군 서생면 해맞이로 1097-57 (솔개),수산식물 가공 및 저장 처리업
솔터텍(주),052-254-8666,,울산광역시 울주군 삼동면 사촌신복로 114-49,도장 및 기타 피막처리업
송백산업,052-254-4400,052-254-2509,울산광역시 울주군 삼동면 작동음달길 13-1 (총 3 필지) 외 2필지,기타 건축용 나무제품 제조업
수명페인트(주),052-254-1477,052-254-4177,울산광역시 울주군 삼남읍 가천금사길 224-11 외 1필지,일반용 도료 및 관련제품 제조업
수을만나다,052-264-2772,,울산광역시 울주군 상북면 지화길 41,탁주 및 약주 제조업
수진프랜트,,,울산광역시 울주군 청량읍 청량로 273,구조용 금속 판제품 및 공작물 제조업
수창티피에스(주),052-933-6215,052-933-6216,울산광역시 울주군 언양읍 반천산업로 80-53,포장용 플라스틱 성형용기 제조업
슝크카본테크놀로지(유)제2공장,052-254-2722,052-254-2724,울산광역시 울주군 삼동면 암리3길 31 외 1필지,"전기회로 개폐, 보호장치 제조업 외 1 종"
스마트전자(주),052-254-0550,052-254-0560,울산광역시 울주군 삼동면 삼동로 87 (총 7 필지) 외 6필지,전자저항기 제조업
스탠다드웰딩,,052-264-5052,울산광역시 울주군 삼남읍 가천공단로 106,그 외 기타 금속가공업
승정테크,052-269-5843,,울산광역시 울주군 웅촌면 은현공단2길 30-1 (총 3 필지) 외 2필지,선박 구성 부분품 제조업
시빅스톤,051-728-3939,051-728-4330,울산광역시 울주군 웅촌면 와지공단길 63-13,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업
시원교구사,,051-915-7436,울산광역시 울주군 웅촌면 고연로 97-9,기타 건축용 플라스틱 조립제품 제조업 외 1 종
시피케미칼(주),052-263-3222,,"울산광역시 울주군 언양읍 고하길 74-10, 다동 외 1필지",표면처리 및 적층 직물 제조업 외 2 종
신광기공(주),052-261-4103,052-261-4104,울산광역시 울주군 웅촌면 고연공단1길 48,기타자동차부품제조업
신기SNK,,,울산광역시 울주군 상북면 봉화로 258-41,기타 목재가구 제조업
신라산업사,052-261-2280,052-261-2279,울산광역시 울주군 웅촌면 고연로 253-12 (총 2 필지) 외 1필지,폴리스티렌 발포 성형제품 제조업 외 1 종
신보로드 주식회사,052-267-9008,052-267-9018,울산광역시 울주군 웅촌면 웅촌로 398,그 외 기타 분류 안된 비금속 광물제품 제조업 외 2 종
신성,052-275-4038,052-275-4039,울산광역시 울주군 온산읍 처용산업2길 42,금속탱크 및 저장용기 제조업
신아고주파,052-289-1072,052-289-1073,울산광역시 울주군 언양읍 반천산업로 201,금속 열처리업
신아공업,052-265-0790,,울산광역시 울주군 온산읍 온산로 5,"탭, 밸브 및 유사장치 제조업"
신아레미콘(주),052-239-0020,052-238-2199,울산광역시 울주군 온산읍 당월로 126,레미콘 제조업
신영공업(주),052-912-6200,052-912-5564,울산광역시 울주군 상북면 길천산업3길 6,그 외 자동차용 신품 부품 제조업 외 3 종
신영전자,052-268-9203,052-268-9414,울산광역시 울주군 웅촌면 갓골길 11-14,기타 음향기기 제조업
