회사명,업종명,생산품,주소,연락처,출처파일
(주)지노모터스,차체 및 특장차 제조업,,전라북도 정읍시 신태인읍 석지로 693-25 (경일중공업),,전북특별자치도_공장현황_20170421.csv
부국보일러,중앙난방보일러 및 방열기 제조업,,"전라북도 김제시 아리랑로 1991 (상동동, 대원오토(유))",,전북특별자치도_공장현황_20170421.csv
(유)포엠테크,기타자동차부품제조업,,"전라북도 김제시 서흥공단1길 91 (흥사동, ㈜신기그룹)",,전북특별자치도_공장현황_20170421.csv
(주)한국몰드 김제,자동차 차체용 부품 제조업 외 1 종,,전라북도 김제시 백산면 대동공단2길 38 (㈜ 한국몰드),,전북특별자치도_공장현황_20170421.csv
(주)대승,그외 기타 자동차 부품 제조업,,전라북도 김제시 백산면 지평선산단4길 115-33,,전북특별자치도_공장현황_20170421.csv
건하특장,그외 기타 자동차 부품 제조업,,"전라북도 김제시 금구면 용마로 508, (옥성리498-71)",,전북특별자치도_공장현황_20170421.csv
엠프코(주),자동차 엔진용 부품 제조업 외 2 종,,전라북도 완주군 봉동읍 과학로 912 (엠프코),,전북특별자치도_공장현황_20170421.csv
성현공업주식회사,자동차 차체용 부품 제조업,,전라북도 완주군 봉동읍 완주산단1로 235,,전북특별자치도_공장현황_20170421.csv
(주)뷰텍모터스,차체 및 특장차 제조업,,전라북도 완주군 봉동읍 완주산단2로 268 (뷰텍),,전북특별자치도_공장현황_20170421.csv
(주)세원하드페이싱,자동차용 동력전달장치 제조업 외 5 종,,전라북도 완주군 봉동읍 완주산단2로 257-29,,전북특별자치도_공장현황_20170421.csv
(주)우경테크,그외 기타 자동차 부품 제조업 외 1 종,,전라북도 완주군 봉동읍 완주산단5로 117,,전북특별자치도_공장현황_20170421.csv
성진테크,자동차 차체용 부품 제조업,,전라북도 완주군 봉동읍 완주산단6로 263,,전북특별자치도_공장현황_20170421.csv
주식회사 에스모터스,차체 및 특장차 제조업 외 2 종,,전라북도 완주군 봉동읍 테크노밸리2로 120,,전북특별자치도_공장현황_20170421.csv
(주)오토빌리티,배전반 및 전기자동제어반 제조업 외 2 종,,전라북도 진안군 진안읍 거북바위로 133-11,,전북특별자치도_공장현황_20170421.csv
서림무역,그외 기타 의복액세서리 제조업,,전라북도 부안군 부안읍 고마제로 70 (서림자동차공업사),,전북특별자치도_공장현황_20170421.csv
유기산업,그외 기타 자동차 부품 제조업 외 2 종,,"전라북도 익산시 목천로2길 18 (평화동, 주택)",,전북특별자치도_공장현황_20170421.csv
(주)뉴파워 프라즈마,그외 기타 전자부품 제조업 외 3 종,,"전라북도 전주시 덕진구 유상로 49 (팔복동2가, 뉴파워플라즈마)",,전북특별자치도_공장현황_20170421.csv
부영철강주식회사,자동차 차체용 부품 제조업 외 2 종,,전라북도 전주시 덕진구 신복로 18-14 (팔복동1가),,전북특별자치도_공장현황_20170421.csv
(주)아이즈텍,일반용 전기 조명장치 제조업,,"전라북도 전주시 덕진구 원만성로 106, 탄소융합부품소재창보센타 207호 (팔복동2가)",,전북특별자치도_공장현황_20170421.csv
(주)우진이엔지,그외 기타 자동차 부품 제조업 외 1 종,,"전라북도 군산시 동장산2길 31-8 (소룡동, 우진이엔지군산공장)",,전북특별자치도_공장현황_20170421.csv
(주)정일엠아이,자동차 차체용 부품 제조업,,전라북도 군산시 서해로 251 (소룡동),,전북특별자치도_공장현황_20170421.csv
미래기업,자동차용 동력전달장치 제조업,,전라북도 군산시 외항로 971,,전북특별자치도_공장현황_20170421.csv
호원전장,자동차용 전기장치 제조업,,전라북도 군산시 서수면 서수리 373-1 ,,전북특별자치도_공장현황_20170421.csv
(주)동국아이엔티,자동차 차체용 부품 제조업,,전라북도 군산시 산단남북로 153-21 (오식도동),,전북특별자치도_공장현황_20170421.csv
우진자동차주식회사,차체 및 특장차 제조업,,"전라북도 익산시 보석로2길 16-20 (금강동, 쌍종섬유) (총 3 필지)",,전북특별자치도_공장현황_20170421.csv
대영테크,그외 기타 자동차 부품 제조업,,"전라북도 익산시 석암로13길 73 (팔봉동, 유원솔렉스)",,전북특별자치도_공장현황_20170421.csv
태산ENG 2공장,그외 기타 자동차 부품 제조업,,"전라북도 익산시 석암로9길 79 (석암동, (주)키차녹스)",,전북특별자치도_공장현황_20170421.csv
갑진테크,그외 기타 자동차 부품 제조업 외 1 종,,전라북도 익산시 석암로3길 77 (팔봉동),,전북특별자치도_공장현황_20170421.csv
(유)세계스틸,자동차 차체용 부품 제조업 외 1 종,,전라북도 익산시 왕궁면 왕궁농공단지길 66,,전북특별자치도_공장현황_20170421.csv
(주)지디정밀,그외 기타 전자부품 제조업 외 1 종,,전라북도 정읍시 북면 북면공단2길 70 (㈜디지정밀),,전북특별자치도_공장현황_20170421.csv
정우산업 제2공장,자동차 차체용 부품 제조업,,전라북도 정읍시 덕천면 공단3길 40,,전북특별자치도_공장현황_20170421.csv
우성공업(주) 제2공장,그외 기타 전자부품 제조업,,전라북도 정읍시 북면 북면공단2길 84,,전북특별자치도_공장현황_20170421.csv
(주)라피엔,그외 기타 자동차 부품 제조업 외 3 종,,전라북도 남원시 시묘길 56-26 (노암동),,전북특별자치도_공장현황_20170421.csv
(주)부경,자동차 차체용 부품 제조업,,"전라북도 김제시 순동산단1길 70 (순동, 신화써비스산업㈜)",,전북특별자치도_공장현황_20170421.csv
성현공업(주) 제2공장,자동차 차체용 부품 제조업,,"전라북도 완주군 봉동읍 완주산단7로 137,  (전주과학산업단지내) (총 2 필지)",,전북특별자치도_공장현황_20170421.csv
(주)비지스,기타자동차부품제조업,,전라북도 완주군 봉동읍 완주산단5로 97-24,,전북특별자치도_공장현황_20170421.csv
(주)하이젠비앤티,그외 기타 자동차 부품 제조업,,전라북도 완주군 봉동읍 완주산단8로 111 (하이젠비앤티),,전북특별자치도_공장현황_20170421.csv
(주)대유홀딩스 전주지점,그외 기타 자동차 부품 제조업,,전라북도 완주군 봉동읍 완주산단2로 251 (나노사인텍전주1공장) (총 2 필지),,전북특별자치도_공장현황_20170421.csv
(주)카이테크,자동차용 전기장치 제조업 외 1 종,,전라북도 완주군 용진면 신지송광로 25-9,,전북특별자치도_공장현황_20170421.csv
성보산업(주),그외 기타 자동차 부품 제조업 외 1 종,,전라북도 완주군 봉동읍 완주산단1로 295,,전북특별자치도_공장현황_20170421.csv
유한회사 인성기업,그외 기타 자동차 부품 제조업,,전라북도 완주군 봉동읍 완주산단2로 257-23,,전북특별자치도_공장현황_20170421.csv
익산진우자동차공업사,토목공사 및 유사용 기계장비 제조업,,"전라북도 익산시 약촌로 61 (신흥동, 주택)",,전북특별자치도_공장현황_20170421.csv
오켈케이블 주식회사,자동차용 전기장치 제조업 외 1 종,,"전라북도 익산시 강경2길 52 (금강동, 오켈테크주식회사)",,전북특별자치도_공장현황_20170421.csv
진성산업기계(주)제2공장,자동차 차체용 부품 제조업,,전라북도 익산시 왕궁면 제석사지로 349,,전북특별자치도_공장현황_20170421.csv
(주)에스에이치글로벌,그외 기타 자동차 부품 제조업 외 1 종,,전라북도 익산시 팔봉동 886번지 (익산제2지방산업단지),,전북특별자치도_공장현황_20170421.csv
한국델파이(주),그외 기타 자동차 부품 제조업,,"전라북도 군산시 장산로 25 (소룡동, KM&I)",,전북특별자치도_공장현황_20170421.csv
(주)아이에스테크,자동차 차체용 부품 제조업 외 2 종,,"전라북도 군산시 동장산로 106-22 (소룡동, 아이에스테크)",,전북특별자치도_공장현황_20170421.csv
(주)거성중공업,그외 기타 자동차 부품 제조업,,전라북도 정읍시 북면 태곡리 930-번지 외 1필지,,전북특별자치도_공장현황_20170421.csv
(주)안전정밀,그외 기타 자동차 부품 제조업 외 1 종,,전라북도 전주시 덕진구 팔복로 208 (팔복동2가),,전북특별자치도_공장현황_20170421.csv
(주)일성테크,그외 기타 자동차 부품 제조업 외 2 종,,"전라북도 군산시 외항로 712 (소룡동, 일성테크)",,전북특별자치도_공장현황_20170421.csv
(주)대우로지스틱스,일반 화물자동차 운송업,,"전라북도 군산시 자유무역로 273 (오식도동, ㈜대우로지스틱스)",,전북특별자치도_공장현황_20170421.csv
(주)우석엔지니어링,그외 기타 자동차 부품 제조업 외 1 종,,"전라북도 군산시 산단남북로 56 (오식도동, 우석엔지니어링)",,전북특별자치도_공장현황_20170421.csv
케이제이솔루션(주),그외 기타 자동차 부품 제조업,,"전라북도 군산시 산단동서로 138 (오식도동, 케이제이스틸㈜)",,전북특별자치도_공장현황_20170421.csv
(주)월드비젼코리아,그외 기타 자동차 부품 제조업 외 2 종,,전라북도 군산시 소룡동번지 1596-4번지,,전북특별자치도_공장현황_20170421.csv
우성정밀공업사,자동차 차체용 부품 제조업,,전라북도 군산시 오식도동 859-13번지,,전북특별자치도_공장현황_20170421.csv
에스케이테크,그외 기타 자동차 부품 제조업,,전라북도 군산시 자유로 297-32 (소룡동),,전북특별자치도_공장현황_20170421.csv
쿠퍼스탠다드오토모티브코리아(유),기계장비 조립용 플라스틱제품 제조업,,전라북도 군산시 서해로 223 (소룡동),,전북특별자치도_공장현황_20170421.csv
에스지(주),자동차 차체용 부품 제조업 외 2 종,,전라북도 군산시 서수면 용천로 358 ((유)임성기공),,전북특별자치도_공장현황_20170421.csv
동휘벤딩,그외 기타 자동차 부품 제조업,,전라북도 군산시 산단동서로 173 (오식도동),,전북특별자치도_공장현황_20170421.csv
(주)뉴월드이엔이텍,자동차 엔진용 부품 제조업,,전라북도 군산시 오식도동 515-16번지,,전북특별자치도_공장현황_20170421.csv
(주)휠링컴,자동차용 전기장치 제조업,,전라북도 익산시 황등면 시와로 55,,전북특별자치도_공장현황_20170421.csv
(유)우성산업,자동차 차체용 부품 제조업,,전라북도 익산시 약촌로8길 79 (어양동),,전북특별자치도_공장현황_20170421.csv
제이아이 오토모티브(주),자동차용 동력전달장치 제조업,,전라북도 정읍시 북면 3산단1길 58,,전북특별자치도_공장현황_20170421.csv
평안정공(주),그외 기타 자동차 부품 제조업 외 1 종,,전라북도 김제시 만경읍 대동공단2길 15 (㈜ 평안정공) (총 2 필지),,전북특별자치도_공장현황_20170421.csv
대승정밀(주),자동차용 동력전달장치 제조업,,전라북도 김제시 백산면 대동공단2길 62,,전북특별자치도_공장현황_20170421.csv
(주)디에이치,자동차 차체용 부품 제조업,,전라북도 완주군 봉동읍 완주산단5로 97-19 (디에이치),,전북특별자치도_공장현황_20170421.csv
한조산업(주),그외 기타 자동차 부품 제조업,,전라북도 완주군 봉동읍 완주산단8로 90,,전북특별자치도_공장현황_20170421.csv
주홍산업,자동차 차체용 부품 제조업,,전라북도 완주군 봉동읍 용암리 802-7번지,,전북특별자치도_공장현황_20170421.csv
기광산업(주),자동차 차체용 부품 제조업,,전라북도 완주군 봉동읍 완주산단5로 296,,전북특별자치도_공장현황_20170421.csv
(주)이엠테크,그외 기타 자동차 부품 제조업 외 2 종,,전라북도 완주군 봉동읍 장구리 575-1번지,,전북특별자치도_공장현황_20170421.csv
(주)보성알앤디,그외 기타 자동차 부품 제조업 외 4 종,,전라북도 완주군 봉동읍 완주산단7로 54,,전북특별자치도_공장현황_20170421.csv
(주)세명테크,그외 기타 자동차 부품 제조업,,"전라북도 익산시 석암로7길 137 (팔봉동, 세명테크) (총 2 필지)",,전북특별자치도_공장현황_20170421.csv
(주)한양에스앤씨,자동차 차체용 부품 제조업 외 3 종,,"전라북도 군산시 동장산1길 64 (소룡동, (주)한양정밀)",,전북특별자치도_공장현황_20170421.csv
(주)아이씨엠씨군산공장,자동차 차체용 부품 제조업 외 1 종,,전라북도 군산시 서수면 상장곤윗길 103 (㈜아이씨엠씨),,전북특별자치도_공장현황_20170421.csv
(주)티엠시,자동차 엔진용 부품 제조업 외 1 종,,"전라북도 전주시 덕진구 유상로 67, 전주기계탄소기술원 207호 (팔복동2가)",,전북특별자치도_공장현황_20170421.csv
