회사명,업종명,생산품,주소,연락처,출처파일,전화번호,대표자명,공장대표주소(지번),공장대표주소(도로명)
주식회사 엔아이에프,기타 무선 통신장비 제조업 외 6 종,"prc-999k 부품, 송수화기, 풍향풍속 측정계, 지뢰살포기 분배함, 장갑차 호스조립체, 군용 공구상자,  차량용 계기판","경상북도 김천시 혁신8로 5,(일부) (율곡동, 율곡테크노밸리) 1동 5층 502호",054-434-0901,경상북도 김천시_제조업체 등록현황_20251230.csv,,,,
주식회사 나우이노,기타 무선 통신장비 제조업 외 15 종,"prc-999k 부품, 지뢰살포기 분배함, 낙뢰보호기, 케이블조립체, 절연코드세트, 장갑차호스조립체, 송수화기, 저공풍지지대, 압축분사기, 무전기용 어댑터조립체, 발칸용 조준경, 직류시동발전기, 무전기배터리, 차량용계기판, 군용 차량배터리","경상북도 김천시 해오름1로1길 6-10, 2층 (율곡동)",054-434-0901,경상북도 김천시_제조업체 등록현황_20251230.csv,,,,
(주)나우이노,기타 무선 통신장비 제조업 외 14 종,"prc-999k 부품, 지뢰살포기 분배함, 낙뢰보호기, 케이블조립체, 절연코드세트, 장갑차호조립체, 송수화기, 저공풍지지대, 압축분사기, 무전기용 어댑터조립체, 발칸용 조준경, 직류시동발전기, 무전기배터리, 차량용계기판, 군용차량배터리","경상북도 김천시 혁신로 288-5, 202호(율곡동) 202호",054-434-0901,경상북도 김천시_제조업체 등록현황_20251230.csv,,,,
주식회사 엔아이티,기타 광학기기 및 사진기 제조업 외 15 종,"prc-999k 부품, 지뢰살포기 분배함, 낙뢰보호기, 케이블조립체, 절연코드세트, 장갑차호스조립체, 송수화기, 저공풍 지지대, 압축분사기, 무전기용 어댑터조립체, 발칸 조준기 제조, 직류시동발전기, 무전기 배터리, 차량용 계기판, 차량용 배터리","경상북도 김천시 혁신로 288-5, 303호(율곡동, 스네일파크)(율곡동)",054-434-0901,경상북도 김천시_제조업체 등록현황_20251230.csv,,,,
네덱(주),기억장치 제조업 외 3 종,"휴대폰,SSD,자동차 부품, 휴대폰,SSD,자동차 부품, 휴대폰,SSD,자동차 부품, 휴대폰,SSD,자동차 부품",경상북도 김천시 농소면 벽봉로 1766 외 1필지,054-439-3922,경상북도 김천시_제조업체 등록현황_20251230.csv,,,,
(주)테스크,그 외 자동차용 신품 부품 제조업 외 9 종,"자동차용 매연 저감장치, 자동차용 매연 저감장치, 자동차용 매연 저감장치, 자동차용 매연 저감장치, 자동차용 매연 저감장치, 자동차용 매연 저감장치, 자동차용 매연 저감장치, 자동차용 매연 저감장치, 자동차용 매연 저감장치, 자동차용 매연 저감장치",경상북도 김천시 어모면 산업단지로 20,054-437-8101,경상북도 김천시_제조업체 등록현황_20251230.csv,,,,
부광산업 주식회사,그 외 자동차용 신품 부품 제조업 외 4 종,"주물,맨홀뚜껑",경상북도 김천시 농공단지2길 70 (신음동),054-432-3991,경상북도 김천시_제조업체 등록현황_20251230.csv,,,,
삼금공업(주),그 외 자동차용 신품 부품 제조업 외 4 종,자동차부품,경상북도 김천시 공단4길 69 (응명동),054-432-1869,경상북도 김천시_제조업체 등록현황_20251230.csv,,,,
(주)예원테크,그 외 자동차용 신품 부품 제조업 외 3 종,"자동차부품, 자동차부품, 자동차부품, 자동차부품",경상북도 김천시 공단1길 11-23 (대광동),070-7738-2818,경상북도 김천시_제조업체 등록현황_20251230.csv,,,,
(주)예원테크 제2공장,그 외 자동차용 신품 부품 제조업 외 3 종,"자동차 도장 부품, 자동차 도장 부품, 자동차 도장 부품, 자동차 도장 부품",경상북도 김천시 공단로 118 (대광동),054-437-2832,경상북도 김천시_제조업체 등록현황_20251230.csv,,,,
(주)티케이,그 외 자동차용 신품 부품 제조업 외 3 종,자동차문 손잡이 부품 및 자동차 내/외장 제품,경상북도 김천시 남면 농남로 620,054-431-4391,경상북도 김천시_제조업체 등록현황_20251230.csv,,,,
대광,그 외 자동차용 신품 부품 제조업 외 3 종,"자동차부품, 자동차부품, 자동차부품, 자동차부품",경상북도 김천시 아포읍 대신길 247-13 외 4필지,054-436-5474,경상북도 김천시_제조업체 등록현황_20251230.csv,,,,
삼영중기정비,그 외 자동차용 신품 부품 제조업 외 3 종,건설기계정비,경상북도 김천시 농공단지2길 12 (신음동),054-433-3030,경상북도 김천시_제조업체 등록현황_20251230.csv,,,,
주식회사 와이케이테크,그 외 자동차용 신품 부품 제조업 외 3 종,"Air Compressor Part, Air Compressor Part, Air Compressor Part, Air Compressor Part",경상북도 김천시 공단로 111 (대광동),054-431-2318,경상북도 김천시_제조업체 등록현황_20251230.csv,,,,
주식회사 지.씨.에스,그 외 자동차용 신품 부품 제조업 외 3 종,"Air Compressor Ass'Y, Air Compressor Ass'Y, Air Compressor Ass'Y, Air Compressor Ass'Y",경상북도 김천시 공단로 111 (대광동),054-439-8960,경상북도 김천시_제조업체 등록현황_20251230.csv,,,,
동원테크놀러지(주),그 외 자동차용 신품 부품 제조업 외 1 종,"자동차 부품(헤드램프 하우징 외), 조명장치",경상북도 김천시 어모면 다남로 268,054-437-1141,경상북도 김천시_제조업체 등록현황_20251230.csv,,,,
(주)태동테크,그 외 자동차용 신품 부품 제조업,"하이그로시 도장, 사출",경상북도 김천시 어모면 산업단지8로 16,054-433-9957,경상북도 김천시_제조업체 등록현황_20251230.csv,,,,
(주)태진,그 외 자동차용 신품 부품 제조업,"자동차부품 외장재 및 내장재, 스포일러, 덕트",경상북도 김천시 어모면 산업단지7로 114,054-979-3790,경상북도 김천시_제조업체 등록현황_20251230.csv,,,,
미래오토모빌 주식회사,그 외 자동차용 신품 부품 제조업,Turbine Housing(자동차부품),경상북도 김천시 어모면 산업단지7로 103,054-435-8867,경상북도 김천시_제조업체 등록현황_20251230.csv,,,,
코오롱스페이스웍스(주),그 외 자동차용 신품 부품 제조업,열가소성 복합소재 등,경상북도 김천시 어모면 산업단지4로 75,02-3677-3114,경상북도 김천시_제조업체 등록현황_20251230.csv,,,,
(주)미래,그 외 기타 플라스틱 제품 제조업 외 8 종,자동차부품 외,경상북도 김천시 개령면 광한1길 497 외 8필지,054-420-5311,경상북도 김천시_제조업체 등록현황_20251230.csv,,,,
(주)용진,그 외 기타 플라스틱 제품 제조업,자동차 배터리 케이스,경상북도 김천시 아포읍 아포공단길 111 ((주)용진),054-435-6017,경상북도 김천시_제조업체 등록현황_20251230.csv,,,,
(주)유니켐,그 외 기타 분류 안된 화학제품 제조업 외 3 종,"세정액, 부동액 등 자동차용 케미컬 용품, 세정액, 부동액 등 자동차용 케미컬 용품, 세정액, 부동액 등 자동차용 케미컬 용품, 세정액, 부동액 등 자동차용 케미컬 용품",경상북도 김천시 감문면 감문로 1029-38,054-431-4922,경상북도 김천시_제조업체 등록현황_20251230.csv,,,,
(주)재영테크,구조용 금속 판제품 및 공작물 제조업 외 2 종,"주형 및 금형, 구조용 금속판, 자동차용 전기장치 제조, 구조용 금속 판제품 및 금속공작물 제조, 배선 장치",경상북도 김천시 어모면 다남로 166,054-433-7544,경상북도 김천시_제조업체 등록현황_20251230.csv,,,,
주윤알피(R.P)산업,고무패킹류 제조업 외 5 종,"부트피스톤(자동차용),정수및하수처리장치,슬러지수집기,탈수장치,제진기,크레인,컨베이어장치,탈취기",경상북도 김천시 아포읍 포아로 113 외 2필지,054-430-5281,경상북도 김천시_제조업체 등록현황_20251230.csv,,,,
한성특수고무,고무패킹류 제조업 외 1 종,"부트피스톤(자동차용), 부트피스톤(자동차용)",경상북도 김천시 아포읍 포아로 127,054-435-6082,경상북도 김천시_제조업체 등록현황_20251230.csv,,,,
마성산업(주),자동차 차체용 신품 부품 제조업 외 2 종,,경상북도 문경시 마성면 오천리 894번지 외 2필지,054-571-4155,경상북도 문경시_제조업체 현황_20250911.csv,,,,
(주)에스엠아이이엔지,자동차용 금속 압형제품 제조업 외 1종,,문경시 마성면 동성길 74,054-571-7621,경상북도 문경시_제조업체 현황_20250911.csv,,,,
(주)그린텍,그외 기타 자동차 부품 제조업,,성주군 성주읍 성주산업단지로1길 120,054-933-4502,경상북도 성주군_제조업체 현황_20180731.csv,,,,
(주)문루프,그외 기타 자동차 부품 제조업,,성주군 성주읍 성주산업단지로 80,,경상북도 성주군_제조업체 현황_20180731.csv,,,,
(주)제로벡,그외 기타 자동차 부품 제조업,,성주군 성주읍 성주산업단지로 78,,경상북도 성주군_제조업체 현황_20180731.csv,,,,
성산테크(주),그외 기타 자동차 부품 제조업,,성주군 성주읍 예산리 939번지,053-582-1185,경상북도 성주군_제조업체 현황_20180731.csv,,,,
우성테크,그외 기타 자동차 부품 제조업,,성주군 성주읍 성주산업단지로 82,053-588-5720,경상북도 성주군_제조업체 현황_20180731.csv,,,,
육일FGC,그외 기타 자동차 부품 제조업,,성주군 성주읍 성주산업단지로 58-13,054-933-7041,경상북도 성주군_제조업체 현황_20180731.csv,,,,
(주)금성지앤씨,그외 기타 자동차 부품 제조업,,성주군 초전면 주천로 1280,,경상북도 성주군_제조업체 현황_20180731.csv,,,,
(주)남경티이씨,그외 기타 자동차 부품 제조업,,성주군 금수면 대금로 290,054-931-9370,경상북도 성주군_제조업체 현황_20180731.csv,,,,
(주)디지에쓰,그외 기타 자동차 부품 제조업,,성주군 선남면 성주로 3758,054-931-9567,경상북도 성주군_제조업체 현황_20180731.csv,,,,
(주)디지에쓰,그외 기타 자동차 부품 제조업,,성주군 선남면 관용로 297,054-931-9567,경상북도 성주군_제조업체 현황_20180731.csv,,,,
(주)에이엔티,그외 기타 자동차 부품 제조업,,성주군 선남면 신부길 6,054-933-7198,경상북도 성주군_제조업체 현황_20180731.csv,,,,
(주)엠에스엘,그외 기타 자동차 부품 제조업,,성주군 용암면 사곡공단2길 22,054-933-7722,경상북도 성주군_제조업체 현황_20180731.csv,,,,
(주)이루테크,그외 기타 자동차 부품 제조업,,성주군 선남면 취곡리 249-1번지,,경상북도 성주군_제조업체 현황_20180731.csv,,,,
SW테크,그외 기타 자동차 부품 제조업,,성주군 선남면 도성리 860-1번지,054-933-5734,경상북도 성주군_제조업체 현황_20180731.csv,,,,
대서산업,그외 기타 자동차 부품 제조업,,성주군 용암면 동락2길 138-23,054-931-8907,경상북도 성주군_제조업체 현황_20180731.csv,,,,
대원스프링(주),그외 기타 자동차 부품 제조업,,성주군 월항면 유월공단길 69,054-931-9698,경상북도 성주군_제조업체 현황_20180731.csv,,,,
대유정공(주),그외 기타 자동차 부품 제조업,,성주군 성주읍 주천로 248-39,054-931-5388,경상북도 성주군_제조업체 현황_20180731.csv,,,,
디지글로벌,그외 기타 자동차 부품 제조업,,성주군 선남면 취곡리 266-16번지,054-933-8188,경상북도 성주군_제조업체 현황_20180731.csv,,,,
성암오토 주식회사,그외 기타 자동차 부품 제조업,,성주군 용암면 운용로 871,054-930-8600,경상북도 성주군_제조업체 현황_20180731.csv,,,,
세광연마,그외 기타 자동차 부품 제조업,,성주군 선남면 유서리길 87-12,054-933-2345,경상북도 성주군_제조업체 현황_20180731.csv,,,,
씨에스,그외 기타 자동차 부품 제조업,,성주군 선남면 취곡리 265-1번지,,경상북도 성주군_제조업체 현황_20180731.csv,,,,
앤트테크,그외 기타 자동차 부품 제조업,,성주군 선남면 성주로 3757-17,054-933-7198,경상북도 성주군_제조업체 현황_20180731.csv,,,,
영창테크,그외 기타 자동차 부품 제조업,,"성주군 선남면 명관로 337-74,",054-931-8083,경상북도 성주군_제조업체 현황_20180731.csv,,,,
오성정밀,그외 기타 자동차 부품 제조업,,성주군 선남면 명관로 413-19,054-931-9598,경상북도 성주군_제조업체 현황_20180731.csv,,,,
우리산업,그외 기타 자동차 부품 제조업,,성주군 선남면 도성리 470번지,054-932-2221,경상북도 성주군_제조업체 현황_20180731.csv,,,,
유월테크,그외 기타 자동차 부품 제조업,,성주군 월항면 유월공단길 79,054-933-2581,경상북도 성주군_제조업체 현황_20180731.csv,,,,
정웅이엔지,그외 기타 자동차 부품 제조업,,성주군 선남면 나선로 868,054-931-1889,경상북도 성주군_제조업체 현황_20180731.csv,,,,
준경테크,그외 기타 자동차 부품 제조업,,성주군 선남면 명관로 337-91,,경상북도 성주군_제조업체 현황_20180731.csv,,,,
태창공업(주) 성주지점,그외 기타 자동차 부품 제조업,,성주군 선남면 유서리길 87-12,054-933-2345,경상북도 성주군_제조업체 현황_20180731.csv,,,,
태흥STEEL,그외 기타 자동차 부품 제조업,,성주군 선남면 선노로 55-23,053-581-6652,경상북도 성주군_제조업체 현황_20180731.csv,,,,
한일산업,그외 기타 자동차 부품 제조업,,성주군 선남면 선원2길 43,054-931-5693,경상북도 성주군_제조업체 현황_20180731.csv,,,,
효명테크(주),그외 기타 자동차 부품 제조업,,성주군 선남면 선노로 540-12,054-931-9948,경상북도 성주군_제조업체 현황_20180731.csv,,,,
(주)삼성정공 성주공장,그외 기타 자동차 부품 제조업 외 1 종,,성주군 성주읍 성주산업단지로1길 90,053-582-4120,경상북도 성주군_제조업체 현황_20180731.csv,,,,
