연번,업체명,도로명주소,지번주소,산업분류코드,업종명,전화번호,팩스번호,종업원수
653,에닉스.IN,경상북도 성주군 선남면 관용로 316-14 외 2필지,경상북도 성주군 선남면 오도리 271번지 외 2필지,"22299, 22221",그 외 기타 플라스틱 제품 제조업 외 1 종,,054-932-6627,3
654,에스디공조,경상북도 성주군 선남면 성주로 4095,경상북도 성주군 선남면 도성리 1105-4,"25999, ",그 외 기타 분류 안된 금속 가공 제품 제조업,,,2
655,에스디에스(주),경상북도 성주군 월항면 월항농공단지1길 21,경상북도 성주군 월항면 장산리 1529번지,"62021, 27216, 30391, 30392, 30399, 30400, 46800, 72129",컴퓨터시스템 통합 자문 및 구축 서비스업 외 7 종,054-933-0004,,8
656,에스엠ENG,경상북도 성주군 성주읍 주천로 248-48,경상북도 성주군 성주읍 금산리 10-6,"29163, 29299",컨베이어장치 제조업 외 1 종,054-932-7550,054-932-7551,4
657,에스와이산업,경상북도 성주군 월항면 세종대왕자태실로 119,경상북도 성주군 월항면 장산리 205,"31114, ",선박 구성 부분품 제조업,,,2
658,에스와이섬유,경상북도 성주군 선남면 도흥길 31-10 외 1필지,경상북도 성주군 선남면 도흥리 산 113-0 외 1필지,"13300, ",편조원단 제조업,054-933-9415,054-933-9414,2
659,에스제이테크(SJ테크),경상북도 성주군 선남면 선노로 55-28,경상북도 성주군 선남면 도성리 871-1,"30310, ",자동차 엔진용 신품 부품 제조업,054-932-3439,054-932-3438,2
660,에스지테크(주),경상북도 성주군 용암면 용정리 135-13번지 외 1필지,경상북도 성주군 용암면 용정리 135-13번지 외 1필지,"18112, ",스크린 인쇄업,,054-933-6734,10
661,에스지텍,경상북도 성주군 선남면 유서리길 183-43 (선남면 유서리 48-20 공장),경상북도 성주군 선남면 유서리 산 48-20번지 선남면 유서리 48-20 공장,"13104, ",연사 및 가공사 제조업,,054-933-9755,15
662,에스케이섬유,경상북도 성주군 초전면 초전공단길 14,경상북도 성주군 초전면 용봉리 384번지,"13104, ",연사 및 가공사 제조업,054-931-4341,054-931-4340,3
663,에스케이알로이 주식회사,경상북도 성주군 선남면 선노로 40-18 외 1필지,경상북도 성주군 선남면 소학리 산 38-2 외 1필지,"25924, ",절삭가공 및 유사처리업,054-932-3012,054-932-3010,12
664,에이스이엔지,경상북도 성주군 선남면 취곡리 239-8번지 외 1필지,경상북도 성주군 선남면 취곡리 239-8번지 외 1필지,"29299, ",그 외 기타 특수목적용 기계 제조업,,054-931-1665,2
665,에이아이박스(주),경상북도 성주군 월항면 주산로 488-24,경상북도 성주군 월항면 유월리 937-10,"27215, ",기기용 자동측정 및 제어장치 제조업,054-931-8619,054-933-8619,7
666,에이에스엘(ASL),경상북도 성주군 수륜면 성주가야산로 900,경상북도 성주군 수륜면 성리 10-2번지,"26529, ",기타 음향기기 제조업,,054-932-3347,4
667,에이제이네트웍스(주),경상북도 성주군 월항면 유월리 150-2번지,경상북도 성주군 월항면 유월리 150-2번지,"16231, ",목재 깔판류 및 기타 적재판 제조업,02-6363-9924,02-6240-0888,10
668,에이치에스산업,"경상북도 성주군 선남면 관용로 221, (관화리 153) 외 1필지",경상북도 성주군 선남면 관화리 153번지 (관화리 153) 외 1필지,"13224, ","천막, 텐트 및 유사 제품 제조업",,054-931-2902,5
669,에이치피씨(주),경상북도 성주군 용암면 상언공단길 29,경상북도 성주군 용암면 상언리 702-7 에이치피씨(주),"20202, ",합성수지 및 기타 플라스틱 물질 제조업,,054-932-6416,4
670,에임트 주식회사,경상북도 성주군 선남면 나선로 987-30 (선남면),경상북도 성주군 선남면 선원리 649-1,"26299, ",그 외 기타 전자부품 제조업,,053-341-8688,8
671,에치에스테크(HS TECH),경상북도 성주군 선남면 관용로 341,경상북도 성주군 선남면 오도리 259,"32091, 25112",금속 가구 제조업 외 1 종,054-933-7763,054-933-7763,5
672,에코텍,경상북도 성주군 선남면 문방공단길 83,경상북도 성주군 선남면 문방리 1415번지,"38321, 38322",비금속류 해체 및 선별업 외 1 종,,054-932-5585,34
673,에프이테크,경상북도 성주군 성주읍 주천로 248-50,경상북도 성주군 성주읍 금산리 10-5번지,"30201, ",차체 및 특장차 제조업,050-933-6277,054-932-6277,3
674,엔앤시글라스텍(주),경상북도 성주군 월항면 유월리 138-2번지 외 1필지,경상북도 성주군 월항면 유월리 138-2번지 외 1필지,"23129, ",기타 산업용 유리제품 제조업,054-932-7600,054-932-5656,30
675,엔케이디,경상북도 성주군 선남면 도성3길 39-29,경상북도 성주군 선남면 도성리 602-8 (주)한주,"22212, 28902",플라스틱 필름 제조업 외 1 종,053-584-7688,054-931-7688,13
676,엘라스,경상북도 성주군 대가면 용흥리 885-2번지,경상북도 성주군 대가면 용흥리 885-2번지,"25112, ",구조용 금속 판제품 및 공작물 제조업,054-931-8168,054-931-8169,1
677,엘에프케어 주식회사,경상북도 성주군 선남면 유서리1길 5-3,경상북도 성주군 선남면 유서리 12-1,"29192, ",분사기 및 소화기 제조업,,054-932-6165,2
678,엘엔엠 플라텍,경상북도 성주군 선남면 성주로 3757-13 외 1필지,경상북도 성주군 선남면 관화리 1054-1 외 1필지,"22241, ",운송장비 조립용 플라스틱제품 제조업,,070-8812-5145,2
679,엠테크,경상북도 성주군 월항면 주산로 456-27,경상북도 성주군 월항면 유월리 985-4,"29299, 25924, 25929",그 외 기타 특수목적용 기계 제조업 외 2 종,054-931-8345,054-931-8346,15
680,영광목공,"경상북도 성주군 용암면 운용로 1407,  494-2",경상북도 성주군 용암면 문명리 494번지,"16101, 16221",일반 제재업 외 1 종,,054-931-8290,3
681,영남기계,경상북도 성주군 선남면 도성리 73-3번지,경상북도 성주군 선남면 도성리 73-3번지,"29210, ",농업 및 임업용 기계 제조업,,054-933-6965,4
682,영남라이팅,"경상북도 성주군 선남면 명관로 337-75, (취곡리 258-9)",경상북도 성주군 선남면 취곡리 258-9번지 (취곡리 258-9),"25113, ",육상 금속 골조 구조재 제조업,053-939-3558,053-383-3558,3
683,영남수조,경상북도 성주군 월항면 대산2길 22-98,경상북도 성주군 월항면 대산리 27번지,"25122, 22222, 25121",금속탱크 및 저장용기 제조업 외 2 종,054-933-0681,054-933-0682,5
684,영성기업,경상북도 성주군 선남면 명포1길 24-12,경상북도 성주군 선남면 명포리 743번지,"25113, ",육상 금속 골조 구조재 제조업,,054-931-6870,1
685,영원테크,경상북도 성주군 선남면 명관로 325,경상북도 성주군 선남면 취곡리 222-1,"13104, ",연사 및 가공사 제조업,,,3
686,영종테크,경상북도 성주군 선남면 도성리 483번지 외 1필지 외 1필지,경상북도 성주군 선남면 도성리 483번지 외 1필지 외 1필지,"25113, ",육상 금속 골조 구조재 제조업,,054-931-0847,3
687,영진산업,경상북도 성주군 선남면 도성리 861-7번지 외 5필지,경상북도 성주군 선남면 도성리 861-7번지 외 5필지,"22232, ",포장용 플라스틱 성형용기 제조업,,053-582-4232,5
688,영진산업,경상북도 성주군 선남면 도성2길 198-19,경상북도 성주군 선남면 도성리 39-11번지,"25929, ",그 외 기타 금속가공업,,053-581-4247,1
689,영진석재(주),경상북도 성주군 월항면 월항지방공단길 22 (영진석재(주)),경상북도 성주군 월항면 유월리 933-4번지 영진석재(주),"23911, ",건설용 석제품 제조업,054-931-0737,030334438088,1
690,영진토목,경상북도 성주군 선남면 성주로 4234-31 (선남면),경상북도 성주군 선남면 도성리 747-2번지,"23325, 23326, 25113",콘크리트 관 및 기타 구조용 콘크리트 제품 제조업 외 2 종,054-931-4950,054-931-4952,21
691,영창테크,"경상북도 성주군 선남면 명관로 337-74,  외3필",경상북도 성주군 선남면 취곡리 233-3번지,"30399, ",그 외 자동차용 신품 부품 제조업,,054-931-8084,15
692,영화산업,경상북도 성주군 월항면 월항농공단지1길 42-16,경상북도 성주군 월항면 장산리 1552번지,"13219, ",특수 직물 및 기타 직물 직조업,,054-933-8009,12
693,예가포장,경상북도 성주군 용암면 사곡공단1길 11,경상북도 성주군 용암면 사곡리 978-1번지,"17212, ",골판지 상자 및 가공제품 제조업,054-933-1300,054-933-1302,3
694,예광트랜스,경상북도 성주군 용암면 용정공단길 39,경상북도 성주군 용암면 용정리 388-7번지,"13994, ",표면처리 및 적층 직물 제조업,,054-931-7605,6
695,오복산업,경상북도 성주군 용암면 용정공단길 19 (오복산업),경상북도 성주군 용암면 용정리 388-2번지,"13992, ",부직포 및 펠트 제조업,054-931-8061,054-931-8064,15
696,오성정밀,경상북도 성주군 선남면 명관로 413-19,경상북도 성주군 선남면 동암리 306-3번지,"30399, ",그 외 자동차용 신품 부품 제조업,,054-931-9851,1
697,오성테크,경상북도 성주군 선남면 명관로 429,경상북도 성주군 선남면 동암리 419번지,"30399, ",그 외 자동차용 신품 부품 제조업,,053-356-9743,17
698,오양글러브,경상북도 성주군 성주읍 상성로 1380 오양글러브 외 1필지,경상북도 성주군 성주읍 성산리 1613-1 오양글러브 외 1필지,"14499, ",그 외 기타 의복액세서리 제조업,054-931-6885,054-931-6884,17
699,오양부직포,경상북도 성주군 선남면 선노로 123,경상북도 성주군 선남면 소학리 815-1번지,"13992, ",부직포 및 펠트 제조업,054-933-5988,054-933-5705,2
700,오케이산업,경상북도 성주군 월항면 지방리 266-2번지 외 1필지 외 1필지,경상북도 성주군 월항면 지방리 266-2번지 외 1필지,"23325, 23326, 29242, 29299",콘크리트 관 및 기타 구조용 콘크리트 제품 제조업 외 3 종,054-931-7623,,4
701,오케이산업,경상북도 성주군 월항면 주산로 456-33,경상북도 성주군 월항면 유월리 995,"25112, ",구조용 금속 판제품 및 공작물 제조업,,,5
702,올댓세이프티,경상북도 성주군 선남면 도흥길 47-21,경상북도 성주군 선남면 도흥리 산111-6,"14419, ",기타 편조의복 액세서리 제조업,,0505-272-7722,1
703,와이씨켐(주) 제1공장,경상북도 성주군 선남면 유서리길 174-12,경상북도 성주군 선남면 유서리 365-11,"20491, 20421, 20499, 21301, 26299",감광재료 및 관련 화학제품 제조업 외 4 종,054-930-2500,054-931-8521,97
704,와이씨켐(주) 제2공장,경상북도 성주군 선남면 유서리길 174-12,경상북도 성주군 선남면 유서리 365-11,"20421, ",계면활성제 제조업,054-930-2500,054-931-8521,5
705,와이에스(YS) 텍스,경상북도 성주군 용암면 용정공단길 39,경상북도 성주군 용암면 용정리 388-7,"13103, ",화학섬유 방적업,,053-715-1776,0
706,와이에스티,경상북도 성주군 선남면 도성2길 198-24 외 1필지,경상북도 성주군 선남면 도성리 39-18 외 1필지,"29271, ",반도체 제조용 기계 제조업,054-931-4940,0504-200-1032,3
707,와이제이테크㈜,경상북도 성주군 월항면 주산로 456-31,경상북도 성주군 월항면 유월리 1040,"28123, ",배전반 및 전기 자동제어반 제조업,054-931-8345,054-931-8346,18
708,와이제이테크㈜ 제2공장,경상북도 성주군 월항면 주산로 456-42 외 16필지,경상북도 성주군 월항면 유월리 1065 외 16필지,"29299, 25119, 27111, 29199, 29271, 29272",그 외 기타 특수목적용 기계 제조업 외 5 종,054-931-8345,054-931-8346,17
709,용산산업,경상북도 성주군 선남면 나선로 1002-31,경상북도 성주군 선남면 선원리 660-2번지,"38321, 38322",비금속류 해체 및 선별업 외 1 종,054-932-3842,054-932-3852,4
710,용신길팅,경상북도 성주군 선남면 용신1길 67 (총 4 필지) 외 3필지,경상북도 성주군 선남면 용신리 73-3번지 외 3필지,"13221, ",침구 및 관련제품 제조업,054-931-9355,,5
711,용신길팅 제2공장,경상북도 성주군 선남면 용신1길 69,경상북도 성주군 선남면 용신리 73번지,"13221, ",침구 및 관련제품 제조업,054-931-9355,054-932-9355,7
712,용신산업,경상북도 성주군 선남면 용신1길 62,경상북도 성주군 선남면 용신리 29번지,"38321, 38322",비금속류 해체 및 선별업 외 1 종,,054-933-7844,4
713,용신섬유산업,경상북도 성주군 선남면 용신1길 74,경상북도 성주군 선남면 용신리 27-1번지,"13104, ",연사 및 가공사 제조업,054-931-9355,054-932-9355,2
714,용신영농조합법인,경상북도 성주군 선남면 용신리 1345 번지 외 5필지,경상북도 성주군 선남면 용신리 1345 번지 외 5필지,"20313, ",유기질 비료 및 상토 제조업,,054-933-7887,12
715,용암수지,경상북도 성주군 용암면 용정리 383번지,경상북도 성주군 용암면 용정리 383번지,"20203, ",혼성 및 재생 플라스틱 소재 물질 제조업,,,4
716,용현산업,"경상북도 성주군 선남면 소학리 1076번지 1076-1,1077-2","경상북도 성주군 선남면 소학리 1076번지 1076-1,1077-2","13999, 38321, 38322",그 외 기타 분류 안된 섬유제품 제조업 외 2 종,054-933-0169,054-933-0170,4
717,우경섬유,경상북도 성주군 월항면 보암공단길 20 (신창),경상북도 성주군 월항면 보암리 734번지,"13104, ",연사 및 가공사 제조업,,054-933-8182,3
718,우리건설(주),"경상북도 성주군 월항면 월항로 91-18, (장산리935번지)",경상북도 성주군 월항면 장산리 935번지 (장산리935번지),"23321, 23324, 23325, 23326",비내화 모르타르 제조업 외 3 종,054-933-1747,054-933-1746,5
719,우리밀농산,경상북도 성주군 가천면 용사3길 23 (우리밀고추장공장),경상북도 성주군 가천면 용사리 313-1번지,"10833, ",장류 제조업,054-931-5787,054-931-5787,3
