업체명,업종구분,소재지,전화번호,팩스번호
옥산사과마을 영농조합법인,식품제조가공업,경상북도 의성군 옥산면 금봉로 137,054-832-8965,
의성엿,식품제조가공업,경상북도 의성군 의성읍 도동남부길 19,054-832-9889,
두레의성생산자회영농조합법인,식품제조가공업,대구광역시 의성군 금성면 군위금성로 1234-20,054-833-7989,
의토연 농업회사법인 (주),식품제조가공업,경상북도 의성군 의성읍 북원3길 64-3,054-833-9037,
농업회사법인 주식회사 참누리,식품제조가공업,경상북도 의성군 옥산면 신감옥산로 1188,054-833-1110,
지당들,식품제조가공업,경상북도 의성군 춘산면 효선3길 161,054-833-1601,
농업회사법인 주식회사 여춘여산,식품제조가공업,경상북도 의성군 춘산면 신흥1길 27-3,054-833-4986,
춘산코리아,식품제조가공업,경상북도 의성군 춘산면 신흥1길 36-11,054-833-4986,
아가페농산영농조합법인,식품제조가공업,경상북도 의성군 의성읍 의성길안로 67,054-833-6545,
농업회사법인 진의성흑마늘 주식회사,식품제조가공업,경상북도 의성군 봉양면 경북대로 4915,054-833-8588,
발그레,식품제조가공업,경상북도 의성군 금성면 하리길 181-3,054-834-0761,
삼오종합식품(주) 의성공장,식품제조가공업,경상북도 의성군 의성읍 용연2길 3-12,054-834-1903,
의성발효흑마늘 농업회사법인 주식회사,식품제조가공업,경상북도 의성군 금성면 동부로 2467,054-834-9508,
농업회사법인 바이오새싹 주식회사,식품제조가공업,경상북도 의성군 비안면 교화길 1210,054-834-9901,
영농조합법인 자연스런(The Naturale),식품제조가공업,경상북도 의성군 옥산면 전흥1길 10-4,054-834-1660,
삼오종합식품(주),식품제조가공업,경상북도 의성군 금성면 군위금성로 1218,054-834-1900,
삼오종합식품주식회사,식품제조가공업,경상북도 의성군 금성면 군위금성로 1196,054-834-1900,
팔공농산,식품제조가공업,경상북도 의성군 의성읍 남대천길 196-8,054-834-2858,
대성의성마늘,식품제조가공업,경상북도 의성군 금성면 동부로 2305-1,054-834-3442,
(주)고려인삼식품,식품제조가공업,경상북도 의성군 용연1길 45,054-834-5301,
주식회사 농업회사법인 의성내고향흑마늘,식품제조가공업,경상북도 의성군 단촌면 경북대로 6881-21,054-834-5642,
한국토종푸드,식품제조가공업,경상북도 의성군 단촌면 경북대로 6881-21,054-834-5642,
솔나라,식품제조가공업,경상북도 의성군 의성읍 안평의성로 1018,054-834-6003,
의성흑마늘사랑영농조합법인,식품제조가공업,경상북도 의성군 경북대로 5502-17,054-834-7331,
의성흑마늘영농조합법인,식품제조가공업,경상북도 의성군 의성읍 잔보들길 22,054-834-7714,
의성흑마늘,식품제조가공업,경상북도 의성군 경북대로 5680-13,054-834-7942,
주식회사 청아띠,식품제조가공업,경상북도 의성군 봉양면 농공마전길 32-13,054-834-9334,
대기 영농조합법인,식품제조가공업,경상북도 안동시 풍산읍 산업단지길 105(1층),054-841-0002,
고소미 참기름 영농조합법인,식품제조가공업,경상북도 안동시 풍천면 안사풍천길 1866,054-841-0041,
농업회사법인 안동반가 주식회사,식품제조가공업,경상북도 안동시 미륵당길 22(1층 옥동),054-841-0050,
안동전통발효,식품제조가공업,경상북도 안동시 풍산읍 산업단지7길 29,054-841-0070,
396 coffee company(396 커피컴퍼니),식품제조가공업,경상북도 안동시 광명로 126(옥동),054-841-0396,
안동제비원전통식품 제1공장,식품제조가공업,경상북도 안동시 서후면 북평로 116-15(201-1),054-841-2778,
장가네본아장,식품제조가공업,경상북도 안동시 와룡면 고누골길 27,054-841-2840,
안동명가 영농조합법인,식품제조가공업,경상북도 안동시 일직면 장사리길 54-9(제1동 1층),054-841-3491,
금학,식품제조가공업,경상북도 안동시 풍산읍 봉황길 46,054-841-3666,
하회반가 영농조합법인,식품제조가공업,경상북도 안동시 풍천면 전서로 72,054-841-8245,
(주)에이트리에프앤비,식품제조가공업,경상북도 안동시 풍산읍 산업단지길 87,054-841-9990,
안동제비원전통식품 제2공장,식품제조가공업,경상북도 안동시 서후면 북평로 116-15(200-2),054-841-2778,
농업회사법인 과일드림(주),식품제조가공업,경상북도 안동시 와룡면 아방고개길 32,054-841-3338,
안동참기름(인교보호작업장),식품제조가공업,경상북도 안동시 서후면 이송천한터길 45-53,054-841-5881,
안동영명학교 식품제조사업부,식품제조가공업,경상북도 안동시 북후면 산약길 12(학교기업관 2층),054-841-8911,
안동국화차영농조합법인,식품제조가공업,경상북도 안동시 서후면 풍산태사로 2469,054-841-9003,
농업회사법인(주)한국라이스텍,식품제조가공업,경상북도 안동시 남후면 농공길 26,054-842-0400,
홍강푸드,식품제조가공업,경상북도 안동시 풍산읍 번곡길 5-3(제1동),054-842-0579,
겟에프엔비(GET F&B),식품제조가공업,경상북도 안동시 와룡면 동악골길 187,054-843-0008,
(주)헴프앤알바이오,식품제조가공업,경상북도 안동시 남후면 큰광음길 140,054-843-3660,
안동시농산물가공센터,식품제조가공업,경상북도 안동시 풍산읍 산업단지2길 15(주2동),054-843-5629,
농업회사법인 안동인안동찜닭 주식회사,식품제조가공업,경상북도 안동시 안기천로 18(태화동),054-843-9700,
농업회사법인 주식회사 태율,식품제조가공업,경상북도 안동시 북후면 산북로 878,054-843-7700,
(재)한국천연색소산업화센터,식품제조가공업,경상북도 안동시 풍산읍 산업단지2길 31,054-850-0143,
(재)경북바이오산업연구원 바이오벤처프라자,식품제조가공업,경상북도 안동시 풍산읍 산업단지길 88,054-850-6804,
씨엔비제과,식품제조가공업,경상북도 안동시 한화4길 23(안기동),054-852-0485,
월영교달빵 주식회사 농업회사법인,식품제조가공업,경상북도 안동시 맑은샘길 37(B동 운흥동),054-852-1128,
농업회사법인 풍산바이오(주),식품제조가공업,경상북도 안동시 풍산읍 권산정길 12,054-852-9989,
정진농업회사법인주식회사,식품제조가공업,경상북도 안동시 앙실3길 19-10(수하동),054-852-2018,
제봉골메주된장,식품제조가공업,경상북도 안동시 제봉길 387-14(노하동),054-852-4549,
버섯결,식품제조가공업,경상북도 안동시 임하면 이덕길 59,054-852-4869,
신안식품,식품제조가공업,경상북도 경주시 감포읍 전촌호동길 24,054-852-4969,
하나농산,식품제조가공업,경상북도 안동시 와룡면 서동골길 25,054-852-8588,
안동종가문화원(주)농업회사법인,식품제조가공업,경상북도 안동시 서후면 풍산태사로 2766,054-853-0045,
마일포스트 제2공장,식품제조가공업,경상북도 안동시 중앙로 72(3층 동부동),054-853-0207,
하이드로오아시스 제1공장,식품제조가공업,"경상북도 안동시 중앙로 72(1,2층 동부동)",054-853-0207,
농업회사법인 주식회사 부용농산,식품제조가공업,경상북도 안동시 풍천면 광덕섬길 250,054-853-2003,
선지농산,식품제조가공업,경상북도 안동시 남후면 오미길 31,054-853-3390,
예선아빠농장,식품제조가공업,경상북도 안동시 서후면 봉정사길 103-7,054-853-4687,
부부한의원,식품제조가공업,경상북도 안동시 태사2길 17(부부한의원 3층 북문동),054-853-7511,
(주)덤드림푸드,식품제조가공업,경상북도 안동시 마무골길 23(운안동),054-853-1181,
대흥식품,식품제조가공업,경상북도 안동시 영호3길 15(옥야동),054-853-6587,
동서식품,식품제조가공업,경상북도 안동시 풍산읍 풍산태사로 1626-128,054-853-8472,
예전,식품제조가공업,경상북도 안동시 와룡면 퇴계로 972-5,054-854-1660,
(주)태산물산,식품제조가공업,경상북도 안동시 풍산읍 산업단지5길 46,054-854-1863,
(주)안동식선,식품제조가공업,경상북도 안동시 대안로 131(1층 남문동),054-854-5175,
YMF(와이엠에프),식품제조가공업,경상북도 안동시 풍산읍 산업단지3길 52,054-854-7402,
(주)안동양반간고등어,식품제조가공업,경상북도 안동시 일직면 조탑본길 164,054-855-0131,
콩마실,식품제조가공업,경상북도 안동시 와룡면 이하솔길 2-24,054-855-7925,
농업회사법인 주식회사 푸드베리,식품제조가공업,경상북도 안동시 풍산읍 산업단지2길 31(2층),054-855-7938,
농업회사법인 온샘 주식회사,식품제조가공업,경상북도 안동시 풍산읍 산업단지2길 15,054-855-8201,
유진트레이딩,식품제조가공업,경상북도 안동시 풍산읍 유통단지길 153(2동 1층),054-855-8788,
내고향신시장맛두부,식품제조가공업,경상북도 안동시 중앙시장1길 27(옥야동),054-855-0081,
농업회사법인 주식회사 온혜농부들,식품제조가공업,경상북도 안동시 도산면 퇴계로 2642-8,054-856-1157,
오케이에프음료 주식회사,식품제조가공업,경상북도 안동시 풍산읍 절뒤길 52(외1필지),054-856-1877,
안동yes푸드,식품제조가공업,경상북도 안동시 풍산읍 산업단지2길 55(1동 1층),054-856-2256,
학산영농조합법인 안동양반장류가공공장,식품제조가공업,경상북도 안동시 와룡면 가장실길 53,054-856-5631,
영농조합법인 헬소스,식품제조가공업,경상북도 안동시 남후면 큰광음길 33,054-856-7005,
농업회사법인 주식회사 청어람푸드,식품제조가공업,"경상북도 안동시 풍산읍 신양로 59(주1,2,4동 1층)",054-856-8282,
영농조합법인 안동학가산 마깍두기김치,식품제조가공업,경상북도 안동시 북후면 물한길 3,054-856-8787,
학가산 참조은식품,식품제조가공업,경상북도 안동시 북후면 물한길 3,054-856-8787,
농업회사법인주식회사 성실농산,식품제조가공업,경상북도 안동시 와룡면 아방길 9,054-856-6776,
더 맛있는 간장 농업회사법인 주식회사,식품제조가공업,경상북도 안동시 일직면 안평일직길 1011,054-857-1011,
건강밥상,식품제조가공업,경상북도 안동시 풍산읍 권산정길 6,054-857-2208,
와우식품,식품제조가공업,경상북도 안동시 서후면 생명의콩길 258,054-857-2377,
쩐데이 안동찜닭,식품제조가공업,경상북도 안동시 서후면 이송천길 288(1층),054-857-2828,
주식회사 안동고을탁촌장 농업회사법인,식품제조가공업,경상북도 안동시 경동로 671(1층 남부동),054-857-4466,
하회마을간고등어 주식회사,식품제조가공업,경상북도 안동시 풍산읍 산업단지길 217,054-857-8977,
안동한불,식품제조가공업,경상북도 안동시 서후면 경북대로 957-13,054-857-9242,
천일제면(주),식품제조가공업,경상북도 안동시 풍산읍 풍산공단길 26,054-857-2480,
마카다프룻 농업회사법인(주),식품제조가공업,경상북도 안동시 풍산읍 절뒤길 49(다동),054-858-0002,
농업회사법인 주식회사 범일,식품제조가공업,경상북도 안동시 풍산읍 풍산태사로 1028(농업회사법인 주식회사 범일),054-858-0065,
안동백련 영농조합 농업법인,식품제조가공업,경상북도 안동시 일직면 안망실길 26-2,054-858-4138,
안동양반참마 영농조합법인,식품제조가공업,경상북도 안동시 와룡면 퇴계로 606,054-858-4343,
농업회사법인 원푸드(주),식품제조가공업,경상북도 안동시 남후면 농공길 52-11(제3동),054-858-6811,
예미정김치,식품제조가공업,경상북도 안동시 일직면 풍일로 2473,054-858-6811,
남안동농협가공사업소,식품제조가공업,경상북도 안동시 남후면 농공길 45,054-858-8085,
남안동농협가공사업소,식품제조가공업,경상북도 안동시 남후면 농공길 51(남안동농협가공사업소 A동),054-858-8085,
남안동농협가공사업소,식품제조가공업,경상북도 안동시 일직면 구운산길 2,054-858-8085,
서안동농협풍산김치공장,식품제조가공업,경상북도 안동시 풍산읍 산업단지6길 50,054-858-8432,
나눔공동체,식품제조가공업,경상북도 안동시 남선면 지골길 18(제1동),054-858-9956,
안동청해종합식품,식품제조가공업,경상북도 안동시 북후면 물한덕거리길 86,054-858-1352,
