일련번호,시군구명,회사명,업종명,도로명주소,주요생산품명,대표자명,전화번호,팩스번호,직원수,데이터기준일자
12543,양산시,정문산업개발,구조용 금속 판제품 및 공작물 제조업 외 1 종,경상남도 양산시 매곡외산로 162 (매곡동) (총 2 필지) 외 1필지,"금속지붕, 금속벽면, 도로표지금속판 등",정주형,055-387-1444,,4,2024-06-10
12544,양산시,정보스텐레스,자동차용 금속 압형제품 제조업 외 1 종,"경상남도 양산시 웅비공단길 6-30 (용당동, 부경자원) 외 1필지","스텐레스파이프, ROD HANGER, 머플러 PIPE",장남수,055-365-0325,,25,2024-06-10
12545,양산시,정상모 참기름식품,식물성 유지 제조업,경상남도 양산시 주남로 14-41 (주남동),참기름,정상모,055-367-1056,,5,2024-06-10
12546,양산시,정석우드텍,표면 가공 목재 및 특정 목적용 제재목 제조업,경상남도 양산시 그린공단4길 45-16(매곡동),플로어링보드,신기현,,,6,2024-06-10
12547,양산시,정우,육상 금속 골조 구조재 제조업 외 2 종,경상남도 양산시 상북면 소토로 22,"육상, 수상 금속 구조재 등, 호이스트",이기성,055-374-0876,055-374-8772,2,2024-06-10
12548,양산시,정우하이테크,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,경상남도 양산시 산막공단남11길 65-7 (북정동),위생도기 부품,최순선,055-372-5992,055-372-5993,11,2024-06-10
12549,양산시,정원건업,기타 목재가구 제조업,경상남도 양산시 상북면 홍룡로 6-36,목재창호,정원오,055-375-0191,055-375-0192,3,2024-06-10
12550,양산시,정원이엔지,그 외 기타 분류 안된 금속 가공 제품 제조업,경상남도 양산시 상북면 석계산단6길 38,산업기계,강부원,,055-375-0356,10,2024-06-10
12551,양산시,정진전자공업사,기타 무선 통신장비 제조업,경상남도 양산시 물금읍 서남1길 22-11 (일출산업),LCD MODULE ASSY,윤승보,055-388-2693,055-388-2695,204,2024-06-10
12552,양산시,정환싸이징,섬유제품 기타 정리 및 마무리 가공업,경상남도 양산시 북정공단1길 60(북정동),타올,박병문,055-781-2088,055-388-2921,14,2024-06-10
12553,양산시,제나텍,도금업,"경상남도 양산시 산막공단북6길 23 (산막동, 동엽기계)","밧데리캔,자동차 부품 등",박진호,055-363-9856,055-363-9858,5,2024-06-10
12554,양산시,제너텍(주) 양산공장,"금속 문, 창, 셔터 및 관련제품 제조업",경상남도 양산시 그린공단4길 26 (매곡동),알루미늄창호,"노규동, 노영현",055-364-1552,,6,2024-06-10
12555,양산시,제니스(주),일반용 도료 및 관련제품 제조업,"경상남도 양산시 양산대로 1064 (북정동, 쿠쿠기전)",일반도료,주영곤,,,6,2024-06-10
12556,양산시,제니스(주),일반용 도료 및 관련제품 제조업 외 1 종,경상남도 양산시 유산공단10길 14 (유산동),"산업용 도료, 내솥도장,알루미늄SHEET피막",주영곤,055-383-9601,055-383-9607,35,2024-06-10
12557,양산시,제니스(주) 2공장,일반용 도료 및 관련제품 제조업 외 1 종,경상남도 양산시 북정공단길 13 (북정동),일반도료 및 유사제품,주영곤,055-781-7000,055-781-7099,3,2024-06-10
12558,양산시,제이에스앤,일반용 전기 조명장치 제조업 외 1 종,경상남도 양산시 어실로 270 (어곡동),"led 경관조명, 조명 조형물",김지수,055-388-3041,,3,2024-06-10
12559,양산시,제이에스테크(주)양산,축전지 제조업,경상남도 양산시 상북면 석계리 1127-1번지,이차전지 양극재,김민강,055-374-9263,055-374-9264,20,2024-06-10
12560,양산시,제이에스텍,절삭가공 및 유사처리업,경상남도 양산시 산막공단남13길 119 (호계동),반도체 고정용 배관자재,장민혁,055-372-6192,055-372-6193,13,2024-06-10
12561,양산시,제이엘인터내셔널(주),주방용 전기기기 제조업,경상남도 양산시 상북면 수서로 340,커피포트 제조,이상우,,051-941-0663,5,2024-06-10
12562,양산시,제이엠,기타 목재가구 제조업,경상남도 양산시 웅비공단길 80-2(용당동),와인선반 및 냉장고 원목부품 등 ,"손제명,손재호,손지유",,,10,2024-06-10
12563,양산시,제이엠테크,구조용 금속 판제품 및 공작물 제조업 외 39 종,경상남도 양산시 학동길 52(어곡동),"부품가공, 유압기기, 산업기계 등",곽미숙,055-781-1162,055-781-1163,4,2024-06-10
12564,양산시,제이와이스토리,"식초, 발효 및 화학 조미료 제조업 외 2 종","경상남도 양산시 명곡로 321 (명곡동) 동원과학기술대학교 2202호,2203호",발효식품 등,윤지요,055-385-3444,055-384-3444,2,2024-06-10
12565,양산시,제이원(주),주방용 전기기기 제조업,경상남도 양산시 하북면 용연로 28-19,소형가전제품(식품건조기),박재현,,,3,2024-06-10
12566,양산시,제이케이미크론(주),그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,경상남도 양산시 산막공단남13길 42 (호계동),자동화기계부품,김광민,055-362-2303,055-362-2304,11,2024-06-10
12567,양산시,제이케이엠(주),강주물 주조업,경상남도 양산시 유산공단3길 76-12 (교동),밸브 및 산업기계,윤증한,055-723-3530,055-723-3531,5,2024-06-10
12568,양산시,제이케이엠(주),강주물 주조업,경상남도 양산시 유산공단3길 76-20 (교동),밸브 및 산업기계,윤증환,051-831-8045,,9,2024-06-10
12569,양산시,제이특장,그 외 기타 달리 분류되지 않은 운송장비 제조업,경상남도 양산시 상북면 석계산단2길 130,사다리차 부품,"유항수,박민수,오희수,정성철",055-366-2430,,1,2024-06-10
12570,양산시,제일E&S(주),그 외 기타 분류 안된 섬유제품 제조업 외 9 종,"경상남도 양산시 충렬로 309 (유산동, 제일E&S(주))","S.W.C, JOINT SHEET",김치연,055-383-1301,055-384-5710,175,2024-06-10
12571,양산시,제일기공,그 외 기타 특수목적용 기계 제조업 외 1 종,경상남도 양산시 상북면 소토리 29-1번지 외 1필지,"자동화기계, 재활용설비(브리켓터)",하상식,055-363-9512,055-363-9513,3,2024-06-10
12572,양산시,제일단조,금속 단조제품 제조업,경상남도 양산시 산막동 산막일반산업단지 5B-3L,단조품,하영민,055-329-2891,,10,2024-06-10
12573,양산시,제일생활건강(주),기타 비알코올 음료 제조업,경상남도 양산시 용주로 69 (용당동),액상차(숙취해소 음료),신숙희,055-362-5032,,4,2024-06-10
12574,양산시,제일수출포장,목재 깔판류 및 기타 적재판 제조업,경상남도 양산시 교동1길 91-14 (교동),"목재, 파레트, 박스",최진식,055-381-8665,,5,2024-06-10
12575,양산시,제일정공(주),축전지 제조업,경상남도 양산시 상북면 좌삼리 378번지,금형관련 제품,김숙경,055-370-0811,,10,2024-06-10
12576,양산시,제일정밀,주형 및 금형 제조업,경상남도 양산시 상북면 율리길 32,사출금형,진성옥,055-375-8876,055-374-8876,2,2024-06-10
12577,양산시,제일정밀,강관 제조업 외 1 종,경상남도 양산시 유산공단8길 78-26 (유산동),관 이음새,박호영,055-372-6629,055-372-6628,10,2024-06-10
12578,양산시,제일캐노피.폴딩,"금속 문, 창, 셔터 및 관련제품 제조업 외 4 종",경상남도 양산시 웅상농공단지길 71 (덕계동),"폴딩도어, 발코니난간, 캐노피차양",박영화,055-386-4400,055-386-4411,4,2024-06-10
12579,양산시,제일코리아,끈 및 로프 제조업 외 1 종,"경상남도 양산시 명곡로 321, 동원과학기술대학교 창업보육센터 2307호 (명곡동)",끈 및 로프,전영배,,050-4262-1346,2,2024-06-10
12580,양산시,제텍,기타 가공 공작기계 제조업,"경상남도 양산시 명곡로 321, 창업보육센터 2312호(명곡동, 동원과학기술대학교)",미세 웨이브 진동 시스템,이승준,,,3,2024-06-10
12581,양산시,제트코리아(주),기체 펌프 및 압축기 제조업,경상남도 양산시 하북면 진목로 67 (총 4 필지) 외 3필지,공기압축기(스크류식),박종문,070-4330-2362,055-384-9644,4,2024-06-10
12582,양산시,젤코바,소파 및 기타 내장가구 제조업,경상남도 양산시 상북면 석계산단5길 49,목재류,황익구,,,8,2024-06-10
12583,양산시,조광아이엘아이(주),"탭, 밸브 및 유사장치 제조업",경상남도 양산시 산막공단북10길 37 (산막동),밸브,홍기흥,055-360-0200,055-360-0320,146,2024-06-10
12584,양산시,조명우레탄,기타 플라스틱 발포 성형제품 제조업,경상남도 양산시 유산공단3길 90-3 (유산동),볼라드,강영모,055-362-1971,055-362-1972,6,2024-06-10
12585,양산시,조영테크,주형 및 금형 제조업,경상남도 양산시 월라1길 48 (덕계동),주조용 목형 제조,김권조,055-365-3315,055-365-3316,6,2024-06-10
12586,양산시,조은정공,그 외 기타 분류 안된 금속 가공 제품 제조업,경상남도 양산시 주남산단4로 14 (주남동) 외 1필지,"특장차 부품, 해수필터 부품",서희자,055-386-7181,,4,2024-06-10
12587,양산시,종명산업,도금업,"경상남도 양산시 어곡공단4길 18-11 (어곡동, 화일후렉스)","기계, 기타 부품",김명수,,,2,2024-06-10
12588,양산시,종성산업(주),절삭가공 및 유사처리업,경상남도 양산시 호계동 1035-35번지 외 1필지,산업기계 및 부분품,조창제,,,17,2024-06-10
12589,양산시,종성산업(주) 2공장,절삭가공 및 유사처리업,경상남도 양산시 호계동 산 114-5번지 외 1필지 외 1필지,산업기계 부분품,조창제,,,9,2024-06-10
12590,양산시,종성산업(주) 3공장,동물성 유지 제조업 외 1 종,경상남도 양산시 호계동 산 114-5번지 외 1필지 외 1필지,동식물유지,조창제,,,7,2024-06-10
12591,양산시,좋은엘리베이터(주),승강기 제조업,경상남도 양산시 상북면 석계산단6길 44,에스컬레이터,제권진,051-972-2633,,4,2024-06-10
12592,양산시,주)그린에프디,기타 과실ㆍ채소 가공 및 저장 처리업 외 1 종,경상남도 양산시 상북면 소토리 609번지,"견과류가공품, 곡분과자",홍승기,055-374-2624,055-374-2627,6,2024-06-10
12593,양산시,주)세진텍스,특수 직물 및 기타 직물 직조업,경상남도 양산시 어곡공단로 129 (어곡동),신발안창,조수선,055-386-0342,055-386-0367,22,2024-06-10
12594,양산시,주)아주지앤에이치,안전유리 제조업 외 1 종,"경상남도 양산시 어실로 359 (어곡동, (주)아주지앤에이치)",판유리가공,강순아,055-383-8800,055-383-8801,20,2024-06-10
12595,양산시,주)에스에이치산업,석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업,"경상남도 양산시 어곡로 187-1 (어곡동, SH산업)",연료유,양점호,055-366-3280,055-366-3290,47,2024-06-10
12596,양산시,주식회사 거송산업,선박 구성 부분품 제조업,경상남도 양산시 주남산단로 52(주남동),"선박 구성부분품, 소음기",송용창,052-223-7405,052-223-7490,20,2024-06-10
12597,양산시,주식회사 고려필터,기체 여과기 제조업 외 1 종,"경상남도 양산시 용당산단4길 35, 용당일반산업단지 1221-1 (용당동)",산업용필터,박병근,055-367-0360,055-367-0361,31,2024-06-10
12598,양산시,주식회사 광성,도장 및 기타 피막처리업,경상남도 양산시 어실로 294(어곡동),기계부품 등 표면처리,김성남,055-382-8803,055-382-8813,4,2024-06-10
12599,양산시,주식회사 굿앤푸드,곡물 제분업,경상남도 양산시 어실로 461 (어곡동),"참기름,고춧가루,농산물볶음",김흥수,055-381-3145,055-381-3147,15,2024-06-10
12600,양산시,주식회사 나우티이씨,육상 금속 골조 구조재 제조업,경상남도 양산시 학동길 54-3 (어곡동),이동통신 안테나 위장 함체(개별 위장재),김남진,055-785-0167,,5,2024-06-10
12601,양산시,주식회사 다정식품,김치류 제조업,경상남도 양산시 소주공단로 21(주남동),김치류,김재학,055-388-0403,055-381-0304,11,2024-06-10
12602,양산시,주식회사 대림환경산업,디지털 적층 성형기계 제조업 외 1 종,경상남도 양산시 중뫼길 66 (주남동),폐비닐절단기,김태형,,,3,2024-06-10
12603,양산시,주식회사 대양피에스,직물포대 제조업,경상남도 양산시 내연4길 11-11 (평산동),"P.P백, P.P벨트",박혜진,055-365-4120,055-364-0968,14,2024-06-10
12604,양산시,주식회사 대영,그 외 자동차용 신품 부품 제조업,경상남도 양산시 유산공단8길 83-2 (유산동),자동차 창문 고무,김경태,055-364-6664,055-364-6665,14,2024-06-10
12605,양산시,주식회사 대유이피,그 외 자동차용 신품 부품 제조업 외 3 종,경상남도 양산시 주남로 69-60 (주남동),프라스틱자동차부품,"이석근, 양찬유",051-723-7111,051-727-7975,18,2024-06-10
12606,양산시,주식회사 대진에프아이,기타 비알코올 음료 제조업,"경상남도 양산시 주남로 288, 3동 5층 3503호(주남동, 영산대학교양산캠퍼스)",홍삼음료,김성진,070-4290-4299,,3,2024-06-10
12607,양산시,주식회사 대한오토텍,자동차용 신품 동력전달장치 제조업 외 1 종,"경상남도 양산시 둘넘길 10, B동 (소주동)",전기자동차 부품 및 엔진·미션 부품,김대형,,055-382-3369,18,2024-06-10
12608,양산시,주식회사 대한오토텍,자동차용 신품 동력전달장치 제조업 외 1 종,경상남도 양산시 주남산단3로 29(주남동),전기자동차 부품 및 엔진·미션 부품,김대형,055-365-3369,055-382-3369,30,2024-06-10
12609,양산시,주식회사 대한오토텍,자동차용 신품 동력전달장치 제조업 외 1 종,,"전기자동차 부품 및 엔진, 미션 부품",김대형,055-365-3369,055-382-3369,43,2024-06-10
12610,양산시,주식회사 덕인,자동차 엔진용 신품 부품 제조업 외 58 종,경상남도 양산시 유산공단3길 33 (교동) 외 4필지,군납부품,장남인,055-385-1151,055-385-1108,43,2024-06-10
12611,양산시,주식회사 덕인,무기 및 총포탄 제조업 외 19 종,경상남도 양산시 상북면 충렬로 471 외 4필지,무기 및 총포탄 부품,장남인,055-385-1151,055-385-3915,22,2024-06-10
12612,양산시,주식회사 도일테크,자동차 차체용 신품 부품 제조업,"경상남도 양산시 삼호5길 37 (삼호동, 공장)",자동차부품,정진호,055-363-6031,055-363-6005,1,2024-06-10
12613,양산시,주식회사 도화,타일 및 유사 비내화 요업제품 제조업,경상남도 양산시 산막공단북9길 81 (산막동),세라믹 장식타일,박소윤,051-959-0277,051-959-0278,15,2024-06-10
12614,양산시,주식회사 동남안전산업,그 외 기타 플라스틱 제품 제조업 외 2 종,경상남도 양산시 하북면 충렬로 1417,도로안전시설물,장귀철,055-384-0148,055-384-0149,6,2024-06-10
