회사명,전화번호,읍면동,주소,주력생산품,근로자수
정우산업,055-342-6922,한림면,경상남도 김해시 한림면 김해대로1031번안길 71,플라스틱 필름,2
(주)대호엠앤에스,055-346-1840,한림면,경상남도 김해시 한림면 한림로342번길 10,냉면 밀면 가루,2
태영이엔지,010-****-****,한림면,경상남도 김해시 한림면 한림로343번길33-9 ,전장시트 용접,2
(주)관우엘피,055-342-4864,한림면,경상남도 김해시 한림면 용덕로237번길 19-25,각종하이샤시 랩핑 pvc몰딩 랩핑,2
보임,055-724-2225,한림면,경상남도 김해시 한림면 명동로63번길 29-1,금속구조물 강구조물 레이져가공,2
헤세드 가구,010-****-****,한림면,경상남도 김해시 한림면 용덕로143번길 3,가구조립,2
태승산업,055-342-5625,한림면,경상남도 김해시 한림면 용덕로 127,금형기계(알루미늄),2
은혜정공,055-323-1848,한림면,경상남도 김해시 한림면 용덕로 164-11,시험지그(금속기계),2
동양밴딩,055-342-2274,한림면,경상남도 김해시 한림면 명동로 87-23,금속 밴딩,2
지케이레이저,055-342-6581,한림면,경상남도 김해시 한림면 명동로 87-25,금속레이져가공,2
영아테크,010-****-****,한림면,경상남도 김해시 한림면 김해대로 927번길89-22,PT플라스틱 이삿짐포장박스,2
씨에스우드,010-****-****,한림면,경상남도 김해시 한림면 명동로 62-46,목재가구제작,2
광림공방,010-****-****,한림면,경상남도 김해시 한림면 용덕로 124,침대프레임,2
우성기업,010-****-****,한림면,경상남도 김해시 한림면 명동로123번길 16-62,선박구성부분품,2
보성엔지니어링,010-****-****,한림면,경상남도 김해시 한림면 김해대로 1499번길 26-25,산업용자동화 기계,2
강성산업,055-343-4228,한림면,경상남도 김해시 한림면 용덕로237번길 19-13,"리빙우드,PVC(몰딩,등박스등)",2
점보포장공업사,055-342-2091,한림면,경상남도 김해시 한림면 용덕로237번길 67,골판지상자 및 박스제조,2
(주)현대엔지니어링,055-344-2140,한림면,경상남도 김해시 한림면 김해대로1031번길 102,일반 및 산업용 노,2
(주)삼정하이텍,055-338-9280,한림면,경상남도 김해시 한림면 김해대로1099번안길 38,플라스틱 온수관,2
(주)신일금속,055-723-2745,한림면,경상남도 김해시 한림면 김해대로1099번길 63,자동차 부품(엔진),2
(주)영일에코팩,055-329-0388,한림면,경상남도 김해시 한림면 김해대로1031번길 84,플라스틱 용기,2
신일금속,055-723-2745,한림면,경상남도 김해시 한림면 김해대로1099번길 63,자동차 차체용 부품(엔진),2
신용산업기계,055-326-4840,한림면,경상남도 김해시 한림면 안곡로 530,"파쇄기(광물처리용), 크라샤",2
금강테크,010-****-****,한림면,경상남도 김해시 한림면 김해대로1031번길 106-49,"자동차 부품, 압형",2
광명사,010-****-****,한림면,경상남도 김해시 한림면 김해대로1099번길 124-27,냉장고 부품 플라스틱 사출,2
주식회사 엠에스아이앤디,010-****-****,한림면,경상남도 김해시 한림면 김해대로1099번길 112,자동차용 고무부품,2
경민산업,055-345-9441,한림면,경상남도 김해시 한림면 김해대로1099번안길 24,비닐봉투,2
김해지관,055-329-2894,한림면,경상남도 김해시 한림면 김해대로1099번길 134,종이곽 제조,2
남영기계,055-338-5015,한림면,경상남도 김해시 한림면 김해대로1031번길 74,자동차 브라켓,2
정안테크,010-****-****,한림면,경상남도 김해시 한림면 김해대로835번길 54-1,금속 가공품(철도차량),2
디엠정공,055-346-0379,한림면,경상남도 김해시 한림면 김해대로1099번길 101,선박 기어 절삭가공,2
도림이엔지,010-****-****,한림면,경상남도 김해시 한림면 김해대로835번길 54-1,물류창고 자동화 기계 부품,2
한국산업,055-346-1447,한림면,경상남도 김해시 한림면 김해대로927번길 13,콘테이너 제조,2
금강테크,055-344-1237,한림면,경상남도 김해시 한림면 김해대로1099번안길 24,산업기계 밸브,2
주식회사 창건기업,055-723-3177,한림면,경상남도 김해시 한림면 김해대로927번길 65,"배관자재(연결고리, 관), 주철관",2
창건기업,055-723-3177,한림면,경상남도 김해시 한림면 김해대로927번길 65,"배관자재(연결고리, 관)",2
고신사,055-345-1601,한림면,경상남도 김해시 한림면 김해대로1031번길 106-51,세탁기 스펀지 부품,2
성호콤프레샤,055-334-5076,한림면,경상남도 김해시 한림면 김해대로1031번안길 32,콤푸레샤 수리,2
안성기업사,055-343-8212,한림면,경상남도 김해시 한림면 김해대로1031번안길 33,낚시줄,2
유신산업,055-342-5680,한림면,경상남도 김해시 한림면 김해대로1099번길 117,조선 철구조(파이프 거치대),2
진이노테크,055-345-7647,한림면,경상남도 김해시 한림면 김해대로1099번길 107,자동차 보닛 및 트렁크,2
유성테크,010-****-****,한림면,경상남도 김해시 한림면 김해대로1031번길 102,가열로,2
대일열처리공업사,055-338-9931,한림면,경상남도 김해시 한림면 김해대로1031번길 106-52,방산 및 자동차 부품 열처리,2
대경산업,010-****-****,한림면,경상남도 김해시 한림면 김해대로927번길 40,"합성수지, 플라스틱 물질",2
범한레일테크,055-345-8822,한림면,경상남도 김해시 한림면 김해대로991번길 8 ,모노레일 제작,2
엘케이산업,055-343-3005,한림면,경상남도 김해시 한림면 김해대로1031번안길 1 ,조선기자재 덕트 제조,2
(주)대영메탈,055-346-7219,한림면,경상남도 김해시 한림면 안곡로492번길 3-1,철판 각파이프 제단(창호),2
승진산업,010-****-****,한림면,경상남도 김해시 한림면 용덕로114번길 14-17,부직포 포장,2
고운석재(주),055-904-9243,한림면,경상남도 김해시 한림면 안곡로 452,건축용 석제품,2
성일고무,010-****-****,한림면,경상남도 김해시 한림면 용덕로114번길 16,자동차 고무밸트,2
한성가구,010-****-****,한림면,경상남도 김해시 한림면 안곡로 306-11,신발장 붙박이장 조립판매,2
지오테크,010-****-****,한림면,경상남도 김해시 한림면 한림로78-16,알루미늄압출압연,2
상아테크,010-****-****,한림면,경상남도 김해시 한림면 용덕로143번길 40-1,기계부품 밸브 프랜지,2
은성정밀,055-324-1643,한림면,경상남도 김해시 한림면 용덕로143번길 40-1,금속자동차부품 절삭,2
태양도어,055-343-9965,한림면,경상남도 김해시 한림면 용덕로23번길 108,금속 도어제작(판넬),2
주식회사 보화스틸,055-343-1697,한림면,경상남도 김해시 한림면 안곡로 433,철판절단,2
SR케미칼,055-345-3693,한림면,경상남도 김해시 한림면 안곡로448번길 18-9,수지혼합제조 판매,2
삼일기업,055-343-1700,한림면,경상남도 김해시 한림면 용덕로114번길 22,고무게스캣(패드),2
드림 파워텍,055-339-0700,한림면,경상남도 김해시 한림면 안곡로492번길 43,전기판넬 수배전및 전기 콘트롤,2
태경ENG,010-****-****,한림면,경상남도 김해시 한림면 안곡로 317,제관 용접,2
이천공업사,010-****-****,한림면,경상남도 김해시 한림면 안곡로492번길 2,"모터샤프트(축) 현대중전기,효성)",2
태원테크,055-342-4339,한림면,경상남도 김해시 한림면 용덕로114번길 26,이형재 혼합,2
일진테크,010-****-****,한림면,경상남도 김해시 한림면 한림면 안곡로492번길23-21 ,캐스팅제품의 마수리공정(사상),2
양수테크,055-343-1563,한림면,경상남도 김해시 한림면 김해대로 1576-12,도어락 부속,2
(주)인더산업,055-344-0095,한림면,경상남도 김해시 한림면 김해대로1538번길 22-52,산업용 냉동 및 냉장기계,2
문화산업,055-345-5114,한림면,경상남도 김해시 한림면 김해대로1559번길 24,비닐봉투,2
태성실크,055-329-1024,한림면,경상남도 김해시 한림면 김해대로1434번길 16,표구 액자 실크,2
와이제이(YJ)테크,010-****-****,한림면,경상남도 김해시 한림면 김해대로1538번길 75,차량 시트 제단,2
알브이인조이,055-339-0769,한림면,경상남도 김해시 한림면 김해대로 1562,캠핑카,2
금양LP,010-****-****,한림면,경상남도 김해시 한림면 김해대로1434번길 39-14 C동,PE 금형,2
창성,055-343-1508,한림면,경상남도 김해시 한림면 김해대로1538번길 22-49,선박 구성 부품,2
원효디알텍,055-346-4731,한림면,경상남도 김해시 한림면 김해대로1499번길 10,금속 구조물,2
드럼피앤피,010-****-****,한림면,경상남도 김해시 한림면 김해대로1434번길 33,종이 박스 조립,2
영남창호,055-346-5371,한림면,경상남도 김해시 한림면 김해대로1559번길 27,PVC 샷시,2
주식회사 아이디방식,055-311-1239,한림면,경상남도 김해시 한림면 김해대로1434번길 10,방식 자재,2
김해한우협회영농법인,055-325-4886,한림면,경상남도 김해시 한림면 용덕로 18,"보조사료, 생균제, 미생물 보조사료",2
설체가구,055-346-0860,한림면,경상남도 김해시 한림면 김해대로1434번길 10-1,생활가구,2
풍승이엔씨,055-324-6646,한림면,경상남도 김해시 한림면 용덕로 48-22,천장 호이스트 크레인 제작 설치,2
스타초경,055-343-9393,한림면,경상남도 김해시 한림면 용덕로 48-16,톱 제작,2
동성포장,055-338-2185,한림면,경상남도 김해시 한림면 김해대로 1484-58,골판지,2
대건산전,055-311-3947,한림면,경상남도 김해시 한림면 김해대로1499번길 11-17 ,크레인 부품 금속 가공,2
경일포장(주),055-342-8001,한림면,경상남도 김해시 한림면 한림로 62,포장용 박스 제조,1
가구다움,010-****-****,한림면,경상남도 김해시 한림면 명동로63번길 17,싱크대 붙박이장,1
드림퍼니쳐,010-****-****,한림면,경상남도 김해시 한림면 용덕로199번길 32-3,목재가구,1
주식회사 유성하이코,055-338-4950,한림면,경상남도 김해시 한림면 김해대로 1102-79,선박용크레인,1
라인테크,010-****-****,한림면,경상남도 김해시 한림면 한림로 103,침대,1
대웅전기모타,055-338-6311,한림면,경상남도 김해시 한림면 한림로 35,모터수리,1
삼흥기계유압,055-346-7919,한림면,경상남도 김해시 한림면 한림로 35,유압호스 기게수리,1
교승건구,010-****-****,한림면,경상남도 김해시 한림면 한림로46번길 21-20,나무문 제작,1
유진정밀,010-****-****,한림면,경상남도 김해시 한림면 명동로4번길 27,산업기계부품(기어박스),1
신일정공,010-****-****,한림면,경상남도 김해시 한림면 용덕로237번길 99 B동,자동차부품 (피스톤),1
금바다산업,010-****-****,한림면,경상남도 김해시 한림면 명동로60번길 15-30,강 주물 주조,1
해림산기,055-322-6634,한림면,경상남도 김해시 한림면 용덕로199번길 32-20,산업용기계(환경 발전 제철설비),1
(주)신기기연,055-346-0242,한림면,경상남도 김해시 한림면 한림로46번길 79,감속기 유압기기,1
씨티씨엔지니어링(CTC engineering),055-346-0242,한림면,경상남도 김해시 한림면 한림로46번길 79,베어링제조(철도차량),1
경송기계,010-****-****,한림면,경상남도 김해시 한림면 김해대로 1102-77 B,산업용 가스탱크,1
온화,010-****-****,한림면,경상남도 김해시 한림면 한림로 236-44,캠핑용품 ,1
진주산업,010-****-****,한림면,경상남도 김해시 한림면 한림로 119-9,자동제어(전기),1
지승금속,010-****-****,한림면,경상남도 김해시 한림면 한림로46번길 27,철구조물 제작,1
규성기계,010-****-****,한림면,경상남도 김해시 한림면 김해대로 1102-77 B,산업용 가스탱크,1
광해산업,055-342-5166,한림면,경상남도 김해시 한림면 한림로 31,조선 선박 의장품(금속가공),1
김해산업,010-****-****,한림면,경상남도 김해시 한림면 한림로 31,용접 그라인드,1
동아산업,055-327-0163,한림면,경상남도 김해시 한림면 한림로 31,조선 선박 의장품(금속가공),1
성진산업,055-342-8877,한림면,경상남도 김해시 한림면 한림로 31,조선 선박 의장품(금속가공),1
우성산업,055-346-5167,한림면,경상남도 김해시 한림면 한림로 31,용접 그라인드,1
우진,010-****-****,한림면,경상남도 김해시 한림면 한림로 31,용접 그라인드,1
한림산업,010-****-****,한림면,경상남도 김해시 한림면 한림로 31,그레이팅용접가공,1
