연번,구분,업체명,업체 주소,생산품,전화번호
1692,소기업,에스디,"인천광역시 부평구 부평대로 337, 10층 1003호(청천동, 부평 제이타워3차 지식산업센터) 10층 1003호",,
1693,소기업,에스디에이일렉트로닉,인천광역시 부평구 부평대로 337 (청천동) 부평 제이타워3차 지식산업센터 625호,"조명제어장치,통신장비",
1694,소기업,에스알아이티,"인천광역시 부평구 부평대로 337, 7층 712호(청천동, 부평 제이타워3차 지식산업센터) 7층 712호",무인단속카메라 등,
1695,소기업,에스앤쓰리디(SN3D),"인천광역시 부평구 동수로 29, 202호(부평동, 명주빌딩)","가정용, 산업용 및 공업용 3D 프린터",
1696,소기업,에스앤씨코퍼레이션(주),인천광역시 부평구 안남로402번길 15 (청천동),플라스틱,032-624-1270
1697,소기업,에스앤에스덴탈,"인천광역시 부평구 부평대로 337, 9층 947호(청천동, 부평 제이타워3차 지식산업센터) 9층 947호 외 1필지",디퓨저,
1698,소기업,에스앤에이치,"인천광역시 부평구 새벌로 4, 2층 (청천동)",핸드백,
1699,소기업,에스앤엘트랜드,인천광역시 부평구 평천로199번길 34 (청천동),골프의류,032-511-0761
1700,소기업,에스에스라이팅(주),인천광역시 부평구 평천로141번길 49 (청천동),자동차용 할로겐전구,032-503-2931
1701,소기업,에스에스오트론(주),인천광역시 부평구 안남로369번길 30 (청천동),반도체 제조용 장비 제조,032-519-5490
1702,소기업,에스에이치콘넥터,"인천광역시 부평구 부평대로 301, 1동 8층 804 (청천동, 남광센트렉스)",콘넥터조립,032-507-9080
1703,소기업,에스에이치텍,"인천광역시 부평구 평천로255번길 13, 10층 1010호(청천동) 10층 1010호","전기자동차 인버터 개발 생산, 기존차량 부품 조립",070-7543-4640
1704,소기업,에스에이테크,"인천광역시 부평구 부평대로 337, 10층 1010호(청천동, 부평 제이타워3차 지식산업센터) 10층 1010호 10층 1010호",금형,
1705,소기업,에스엠로지스,"인천광역시 부평구 평천로255번길 13, 3층 310호(청천동) 3층 310호","포장 및 충전업, 소프트웨어 개발 및 공급",
1706,소기업,에스엠티,인천광역시 부평구 백범로577번길 15-10 (십정동),워터젯 노즐,032-327-4741
1707,소기업,에스오상사,"인천광역시 부평구 부평대로 283, C동 8층 810B호,811호 (청천동, 부평 우림라이온스밸리) C동 8층 810B호,811호",임대업,032-266-6003
1708,소기업,에스오텍,"인천광역시 부평구 평천로255번길 13, 3층 304호(청천동) 3층 304호",SMT 표면 실장,032-506-7013
1709,소기업,에스와이테크,"인천광역시 부평구 부평대로 293, 부평테크시티 1118호 (청천동)",소프트웨어개발,
1710,소기업,에스유피,인천광역시 부평구 평천로199번길 25 (청천동),연성회로기판,032-526-1032
1711,소기업,에스전자,"인천광역시 부평구 부평대로 283, B동 1층 101호(청천동, 부평우림라이온스밸리) B동 1층 101호",음향기기,
1712,소기업,에스제이기획,인천광역시 부평구 부평대로 337 (청천동) 부평 제이타워3차 지식산업센터 1040호,"간판,표지판,현수막,스티커",
1713,소기업,에스지엘,"인천광역시 부평구 부평대로 301, 7층 715호(청천동, 남광센트렉스) 7층 715호",임대,
1714,소기업,에스케이비네트웍스 주식회사,"인천광역시 부평구 평천로255번길 13, 1102호(청천동) 1102호",개인정보 암호화 솔루션,1600-0260
1715,소기업,에스케이에코플랜트(주),인천광역시 부평구 안남로402번길 25 (청천동),"윈치, 호이스트, 크레인",
1716,소기업,에스케이인터내셔널,"인천광역시 부평구 부평대로 283, C동 8층 808호(청천동, 부평우림라이온스밸리) C동 8층 808호",플라스틱 사출 금형 및 설계,032-546-6289
1717,소기업,에스코,"인천광역시 부평구 부평대로 301, 2층 206호 (청천동, 남광센트렉스)",부동산 임대,032-523-8553
1718,소기업,에스콘이엔지,"인천광역시 부평구 부평대로 283, B동 8층 806 (청천동, 부평 우림라이온스밸리)",변환기 등,032-555-5470
1719,소기업,에스콘이엔지,"인천광역시 부평구 부평대로 283, B동 5층 501 (청천동, 부평 우림라이온스밸리)",임대업,032-555-5470
1720,소기업,에스테크,인천광역시 부평구 새벌로 29 (청천동) B1층 109호,"반도체 부품, 식품가공 기계 부품",032-672-4557
1721,소기업,에스통상,인천광역시 부평구 새벌로 45 (청천동),낚시대,032-511-8485
1722,소기업,에스트라오토모티브시스템(주),"인천광역시 부평구 세월천로30번길 15, 외 1필지 (청천동)",CRFM,053-610-1877
1723,소기업,에스티전자,"인천광역시 부평구 부평대로 283, 외7필지 405호 (청천동)",Switches,032-506-8546
1724,소기업,에스피반도체통신(주) 부평사업장,인천광역시 부평구 부평북로 246 (청천동),조명장치,032-680-7777
1725,소기업,에어울프,"인천광역시 부평구 동수로 129, 지하1층 (부개동)","보행자 보호시스템, 전자제어기",
1726,소기업,에어컨이사랜드,"인천광역시 부평구 새벌로 29, 5층 510호(청천동) 5층 510호",산업용 냉동기 및 냉장고 수리,
1727,소기업,에이도스 솔루션,"인천광역시 부평구 부평대로 283, A동 5층 503 (청천동, 부평 우림라이온스밸리) A동 5층 503호",부목,070-7576-0782
1728,소기업,에이드팩토리,인천광역시 부평구 백범로577번길 20 (십정동) 경인센타 416~418호,살균기회로부품 외,
1729,소기업,에이블,"인천광역시 부평구 부평대로 301, 2층 215호 (청천동, 남광센트렉스)",임대업,032-508-0147
1730,소기업,에이스다이아몬드공구(주),"인천광역시 부평구 부평대로 301, B1층 101호 (청천동, 남광센트렉스), 외6호 외 1필지","PCD공구, 유압척",032-363-3233
1731,소기업,에이스다이아몬드공구(주),인천광역시 부평구 안남로418번길 73 (청천동),다이아몬드공구,032-363-3233
1732,소기업,에이스뷰 두리 인천총판점,"인천광역시 부평구 부평대로 283, A동 5층 508B (청천동, 부평 우림라이온스밸리) A동 5층 508B호",전력전자계측기,070-5032-2903
1733,소기업,에이스뷰 두리 인천총판점,"인천광역시 부평구 부평대로 283, B동 3층 303호 (청천동, 부평 우림라이온스밸리) B동 3층 303호",DC POWERSUPPLY,070-5032-2903
1734,소기업,에이스뷰 두리 인천총판점,"인천광역시 부평구 부평대로 283, B동 1층 101호(청천동, 부평우림라이온스밸리) B동 1층 101호",임대업,070-5032-2905
1735,소기업,에이스뷰 두리 인천총판점,"인천광역시 부평구 부평대로 301, 7층 710호(청천동, 남광센트렉스) 7층 710호",임대업,070-5032-2905
1736,소기업,에이스테크,"인천광역시 부평구 부평북로 58,  3층 (청천동)",핸드폰부품,032-544-6783
1737,소기업,에이아이티쳐,인천광역시 부평구 부평대로 337 (청천동) 부평 제이타워3차 지식산업센터 10층 1004호,부동산임대,
1738,소기업,에이앤디(A&D),"인천광역시 부평구 부평대로 337, 4층 425호(청천동, 부평 제이타워3차 지식산업센터) 4층 425호",특수목적용 기계 ,031-984-7076
1739,소기업,에이앤엘코퍼레이션 주식회사,"인천광역시 부평구 부평북로236번길 49, 2층 (청천동)",전자부품,032-515-3440
1740,소기업,에이엑스글로벌,"인천광역시 부평구 부평대로 293, 8층 803호(청천동, 부평테크시티) 8층 803호",경영 컨설팅,
1741,소기업,에이엠코퍼레이션,"인천광역시 부평구 부평대로 293, 부평테크시티 718호 818호 (청천동)","콘넥타,케이블아쎄이",070-8252-2236
1742,소기업,에이원시스템,"인천광역시 부평구 부평대로 283, 401호 (청천동)",임대업,031-973-8251
1743,소기업,에이지솔루션즈(주),"인천광역시 부평구 주부토로 236, 제비동 10층 1021호(갈산동, 인천테크노밸리 U1센터) 제비동 10층 1021호","증발 냉방장치, 고압자동제어반 외",032-528-2810
1744,소기업,에이치아이컴퍼니,"인천광역시 부평구 백범로577번길 20, 423호(십정동, 경인센타)",전시용 모형,
1745,소기업,에이치앤아이컨설팅대부,"인천광역시 부평구 부평대로 293, 12층 1213호(청천동, 부평테크시티) 12층 1213호",경영컨설팅,
1746,소기업,에이치에스(HS)오피스퍼니쳐,"인천광역시 부평구 부평대로 337, 11층 1112호(청천동, 부평 제이타워3차 지식산업센터) 11층 1112호",제품디자인,032-504-3409
1747,소기업,에이치에스베어링(주),"인천광역시 부평구 부평대로 283, 우림라이온스밸리 C동 B112호 (청천동) 외 1필지",베어링,032-547-8181
1748,소기업,에이치에스테크,인천광역시 부평구 부평대로 337 (청천동) 부평 제이타워3차 지식산업센터 1270호,유압시스템,070-8241-7418
1749,소기업,에이치엘비엘이디(주),"인천광역시 부평구 안남로434번길 57, 5층 (청천동)",LED조명,1833-6269
1750,소기업,에이치테크,인천광역시 부평구 서달로298번길 87-17(청천동),"판금케이스, 의료기기, 단말기 케이스 외",070-4312-6575
1751,소기업,에이치플러스몰,"인천광역시 부평구 부평대로 301, 7층 19호 (청천동, 남광센트렉스)",가정용비누,032-503-0932
1752,소기업,에이투쉬핑(주),"인천광역시 부평구 부평대로 337, 12층 1213호(청천동, 부평 제이타워3차 지식산업센터) 12층 1213호",재산권 중개업,032-882-8244
1753,소기업,에이플러스코리아,"인천광역시 부평구 부평대로 293, 8층 802호(청천동, 부평테크시티)",임대업,070-8670-0467
1754,소기업,에이플물류,"인천광역시 부평구 평천로255번길 13, 8층 805호(청천동) 8층 805호","삼베주머니, 삼베보자기, 원형찜기, 순면보자기, 순면주머니",032-719-7220
1755,소기업,에코너지 오토모티브(주),"인천광역시 부평구 부평대로 337, 846호(청천동, 부평 제이타워3차 지식산업센터) 846호 846호",과수 수확기 등,032-503-7910
1756,소기업,에코텍코리아,"인천광역시 부평구 부평대로 283, B동 B1층 B121호(청천동, 부평우림라이온스밸리) B동 B1층 B121호",환경오염방지기계,032-623-5565
1757,소기업,에코팩,인천광역시 부평구 부평대로 337 (청천동) 부평 제이타워3차 지식산업센터 1113호,"포장기계 조립, 수리",032-326-1379
1758,소기업,에포크,"인천광역시 부평구 주부토로 236, 제에이동 8층 809호(갈산동) 제에이동 8층 809호","UV LED, 컴퓨터 주변기기 외",02-373-5206
1759,소기업,에프에이시스템(주),"인천광역시 부평구 부평대로 337 (청천동) 부평 제이타워3차 지식산업센터 530,531,532,533,534호",화이버센서,032-542-6611
1760,소기업,에프엘코리아(주),"인천광역시 부평구 부평대로 283, c동 10층 1003 (청천동, 부평 우림라이온스밸리)",매트리스,032-715-5271
1761,소기업,엔 와이 본부,"인천광역시 부평구 평천로255번길 13, 9층 901호(청천동) 9층 901호","연필, 볼펜 조립",032-330-7544
1762,소기업,엔비(NB)인테리어,"인천광역시 부평구 평천로255번길 13, 9층 902호(청천동) 9층 902호",벽지 네발이,
1763,소기업,엔에스테크윈(주),"인천광역시 부평구 부평대로 337, 6층 620호(청천동, 부평 제이타워3차 지식산업센터) 6층 620호 외 2필지",빔프로젝트,032-328-1721
1764,소기업,엔제이소프트,"인천광역시 부평구 주부토로 236, 제에이동 B108호(갈산동, 인천테크노밸리 U1센터) 제에이동 B108호","통신기기함체, 공공시설물(분리수거함)",
1765,소기업,엔제이소프트(NJSOFT),"인천광역시 부평구 부평대로 337, 1층 135호(청천동, 부평 제이타워3차 지식산업센터) 1층 135호","금속철제가구, 금속보관함, 금속구조물 등",
1766,소기업,엔젤하우스,"인천광역시 부평구 부평대로 283, C동 11층 1104호 (청천동, 부평 우림라이온스밸리)",소프트웨어개발,
1767,소기업,엔팩,"인천광역시 부평구 부평대로 337, 4층 433호(청천동, 부평 제이타워3차 지식산업센터) 4층 433호 외 1필지",포장기계,
1768,소기업,엘라스토유한회사,"인천광역시 부평구 백범로577번길 20, 222호(십정동, 경인센타)",컴퓨터 마우스,
1769,소기업,엘레코리아(주),"인천광역시 부평구 부평대로 283, 508호 (청천동)",승강기 모타제어장치,032-511-7740
1770,소기업,엘레코리아(주),"인천광역시 부평구 평천로255번길 13, 11층 1101호(청천동) 11층 1101호",콜센터 및 텔레마케팅,032-511-7740
1771,소기업,엘앤씨 오토메이션,"인천광역시 부평구 부평대로 283, B동 B1층 104 (청천동, 부평 우림라이온스밸리) B동 B1층 104호",자동화 기계 등,
1772,소기업,엘에스퓨쳐,인천광역시 부평구 부평대로 337 (청천동) 부평 제이타워3차 지식산업센터 934호,시섷하우스 유동 팬,02-6405-5857
