순번,회사명,생산품,업종명,공장대표주소(도로명),전화번호,데이터기준일자
1745,㈜로보케이앤에프,금속주방관련제품제조,금속 가구 제조업,"인천광역시 서구 중봉대로 490, 924호 (청라동) 924호",,2025-04-02
1746,㈜로이플렉스,소스,천연 및 혼합조제 조미료 제조업,"인천광역시 서구 중봉대로 490, 718호 (청라동) 718호",,2025-04-02
1747,㈜미트프라자,육류가공품,육류 기타 가공 및 저장처리업 (가금류 제외),인천광역시 서구 소담로 23 (금곡동),032-577-9882,2025-04-02
1748,㈜비케이 검단지점,"벽돌, 블록","콘크리트 타일, 기와, 벽돌 및 블록 제조업",인천광역시 서구 원당대로246번길 31 (오류동),032-566-9328,2025-04-02
1749,㈜세진에프엔디,폴딩도어,"금속 문, 창, 셔터 및 관련제품 제조업",인천광역시 서구 원당대로428번길 50-4 (왕길동) 가동,032-522-7771,2025-04-02
1750,㈜수인굿라이트,태양광LED가로등,일반용 전기 조명장치 제조업,"인천광역시 서구 중봉대로 490, 904호 (청라동) 904호",,2025-04-02
1751,㈜시현정보,스피커,방송장비 제조업,"인천광역시 서구 중봉대로 490, 751호(청라동) 751호",,2025-04-02
1752,㈜쎄미하우,반도체(포밍),기타 반도체소자 제조업,"인천광역시 서구 중봉대로 490, 8층 845호 (청라동) 8층 845호 외 5필지",032-329-1235,2025-04-02
1753,㈜아이씨랜드,비디오및기타영상기기제조,비디오 및 기타 영상기기 제조업,"인천광역시 서구 중봉대로 490, 8층 802호 (청라동) 8층 802호",02-2026-2900,2025-04-02
1754,㈜아이커닉스,"반도체 제조용 측정기, Wet station","물질 검사, 측정 및 분석기구 제조업","인천광역시 서구 중봉대로 490, 410호 (청라동) 410호 외 2필지",,2025-04-02
1755,㈜아이탑이엔지,"구내방송장치, 영상감시장치",기타 음향기기 제조업 외 1 종,"인천광역시 서구 원당대로608번안길 9-37, 3층 (당하동)",032-541-4123,2025-04-02
1756,㈜아트앤드,"조합놀이대, 운동시설물, 헬스기구, 조경시설물 등, 흙먼지털이기",놀이터용 장비 제조업 외 5 종,인천광역시 서구 검단로326번길 35-87 (왕길동),032-562-1996,2025-04-02
1757,㈜안성에이엘,"알루미늄 압출품, 방음벽","알루미늄 압연, 압출 및 연신제품 제조업 외 1 종",인천광역시 서구 원당대로 514-11 (왕길동),032-566-7676,2025-04-02
1758,㈜액시스,"자동제어반제조, 콘트롤러, 시스템개발",배전반 및 전기 자동제어반 제조업 외 1 종,"인천광역시 서구 중봉대로 490, 707호 (청라동) 707호 외 1필지",,2025-04-02
1759,㈜에너지옵티머스,컴퓨터,컴퓨터 제조업,"인천광역시 서구 중봉대로 490, 714호 (청라동) 714호 외 2필지",,2025-04-02
1760,㈜에스파워,"광탭, 전원공급장치",유선 통신장비 제조업 외 1 종,"인천광역시 서구 반월로81번길 44(오류동, (주)에스파워)",02-6337-2999,2025-04-02
1761,㈜에코지,텀블러세척기,주방용 전기기기 제조업,"인천광역시 서구 중봉대로 490, 419호 (청라동) 419호",,2025-04-02
1762,㈜엔티아이,"배전반, 자동점멸기, 조명장치",배전반 및 전기 자동제어반 제조업 외 1 종,인천광역시 서구 원당대로480번길 6-10 (왕길동),070-4498-8331,2025-04-02
1763,㈜오아시스테크놀로지,"조명기구, 유무선통신형조명제저장치, 조명제저용컨트롤러, 센서류",일반용 전기 조명장치 제조업 외 3 종,"인천광역시 서구 중봉대로 490, 933호 (청라동) 933호",02-6232-6176,2025-04-02
1764,㈜오케이모닝아트,"간판, 인쇄, 현수막, 배너, 명합, 전단 등",간판 및 광고물 제조업 외 1 종,"인천광역시 서구 중봉대로 490, 629호 (청라동) 629호",,2025-04-02
1765,㈜월드콘트롤스,"탭, 밸브 및 유사장치","탭, 밸브 및 유사장치 제조업","인천광역시 서구 중봉대로 490, 507호(청라동) 507호",,2025-04-02
1766,㈜위아,나노버블발생기 및 제어장비 제조 및 개발,산업처리공정 제어장비 제조업 외 1 종,"인천광역시 서구 중봉대로 490, 951호 (청라동) 951호",070-4221-2630,2025-04-02
1767,㈜유링크시스템,자동제어반,배전반 및 전기 자동제어반 제조업,"인천광역시 서구 중봉대로 490, 8층 816호 (청라동) 8층 816호",032-581-3878,2025-04-02
1768,㈜이영세라믹,"전시용 UV인쇄 아크릴, 타일제품",전시용 모형 제조업,"인천광역시 서구 중봉대로 490, 428호 (청라동) 428호",,2025-04-02
1769,㈜제이바이옴스,화장품,화장품 제조업,"인천광역시 서구 중봉대로 490, 649호 (청라동) 649호",,2025-04-02
1770,㈜제이엘푸드텍,캔디,과자류 및 코코아 제품 제조업,인천광역시 서구 소담2로 35(금곡동),032-567-3972,2025-04-02
1771,㈜지앤피엘,석영나노파우더,비금속광물 분쇄물 생산업,"인천광역시 서구 중봉대로 490, 201호 (청라동) 201호 외 3필지",,2025-04-02
1772,㈜지엔인터내셔널,커피,커피 가공업,인천광역시 서구 소담로 24(금곡동),032-428-5296,2025-04-02
1773,㈜질라이트,"손전등, 방송조명",기타 조명장치 제조업 외 1 종,"인천광역시 서구 고산후로121번길 15, 202-1호 203호 (원당동, 삼경프라자)",070-5214-3708,2025-04-02
1774,㈜차닷,"주차관제장치, 전기차충전기",교통 신호장치 제조업 외 1 종,"인천광역시 서구 중봉대로 490, 918호 (청라동) 918호",,2025-04-02
1775,㈜코스탯신소재,CARRIER TAPE SHEET 등,플라스틱 필름 제조업,인천광역시 서구 정서진7로 8 (오류동),032-562-9797,2025-04-02
1776,㈜크라프트코리아,"컴퓨터케이스, 시스템책상",그 외 금속 압형제품 제조업,인천광역시 서구 사월로 19-2 (왕길동),032-516-0906,2025-04-02
1777,㈜크리스탈프롬프터,"프롬프터,페데스탈,기타방송장비",방송장비 제조업,"인천광역시 서구 중봉대로 490, 10층 1047호 (청라동) 10층 1047호 외 1필지",032-576-0077,2025-04-02
1778,㈜태광후레임,"철구조물, 철재가구",구조용 금속 판제품 및 공작물 제조업 외 1 종,"인천광역시 서구 봉수대로 1212-16, 2동 (왕길동)",032-568-1120,2025-04-02
1779,㈜태산에너지테크,"전기 온풍기, 전기 보일러",산업용 난방보일러 및 방열기 제조업,"인천광역시 서구 가현산로46번안길 64, 나동 (대곡동)",032-562-7606,2025-04-02
1780,㈜트라이텍,주방용전기기기,주방용 전기기기 제조업,"인천광역시 서구 중봉대로 490, 3층 301호 (청라동) 3층 301호 외 2필지",032-213-5286,2025-04-02
1781,㈜티월드,"이동식 화장실, 샤워장, 흡연실, 컨테이너 하우스",기타 건축용 나무제품 제조업 외 1 종,인천광역시 서구 검단로326번길 35-26 (왕길동),032-563-1501,2025-04-02
1782,㈜피씨에스컴퍼니,"에너지저장장치,전원공급장치",기타 전기 변환장치 제조업 외 1 종,"인천광역시 서구 중봉대로 490, 322호 (청라동) 322호 외 3필지",,2025-04-02
1783,㈜하이온이엔지,대문자동제어부속장치,배전반 및 전기 자동제어반 제조업,"인천광역시 서구 중봉대로 490, 4층 429호 (청라동) 4층 429호",031-932-9360,2025-04-02
1784,㈜한국프롬프터,"방송장비용 보호커버, 장비용 보호커버, 장비용 파우치","천막, 텐트 및 유사 제품 제조업","인천광역시 서구 중봉대로 490, 10층 1045호 (청라동) 10층 1045호",02-302-1000,2025-04-02
1785,㈜한양에스티,디자인형울타리,구조용 금속 판제품 및 공작물 제조업,"인천광역시 서구 중봉대로 490, 3층 317호 (청라동) 3층 317호",032-265-7887,2025-04-02
1786,㈜한양오씨에스,케이블 트레이,구조용 금속 판제품 및 공작물 제조업,인천광역시 서구 반월로81번길 45(오류동),032-563-8581,2025-04-02
1787,㈜혜진수산,냉동 수산물,기타 수산동물 가공 및 저장 처리업,인천광역시 서구 소담2로 36(금곡동),032-556-3456,2025-04-02
1788,㈜후레쉬퍼스트,"도시락, 김밥, 조리식품",도시락류 제조업 외 1 종,인천광역시 서구 정서진8로 55 (오류동),032-720-7700,2025-04-02
1789,가가담목재(주),제재목,일반 제재업,인천광역시 서구 북항로 53 (석남동),032-821-4785,2025-04-02
1790,가람,목재가구 부품,기타 목재가구 제조업,"인천광역시 서구 북항로193번길 72, 1동(원창동)",032-446-6311,2025-04-02
1791,가람TECH,금형가공,주형 및 금형 제조업,"인천광역시 서구 가좌로 54, (가좌동, 주안비티센터2차) 1동 5층 501호",032-541-1864,2025-04-02
1792,가람프라텍,화장품용기 및 부자재  ,포장용 플라스틱 성형용기 제조업,인천광역시 서구 원전로 5 (경서동),032-684-9435,2025-04-02
1793,가연글로벌,토양개량제,유기질 비료 및 상토 제조업,인천광역시 서구 봉수대로 1525-1 (금곡동),032-568-0772,2025-04-02
1794,가온네이처(KAON NATURE),"천연비누, 미스트","치약, 비누 및 기타 세제 제조업","인천광역시 서구 보듬로 158, 공존동 1038호 (오류동, 블루텍) 공존동 1038호",070-5222-9320,2025-04-02
1795,가온분체,분체도장,도장 및 기타 피막처리업,인천광역시 서구 마중3로 35 (오류동),032-561-7585,2025-04-02
1796,가온에프에이,자동화기기 판넬,산업처리공정 제어장비 제조업,"인천광역시 서구 중봉대로 490, 316호 (청라동) 316호",,2025-04-02
1797,가은이엔지,"배전반, 전기자동제어반",배전반 및 전기 자동제어반 제조업,"인천광역시 서구 가남로 61, 3층 320호(가좌동, 토지산업2차 지식산업센터) 3층 320호",032-821-6144,2025-04-02
1798,가좌에프에이(가좌FA),마그네트 차단기(NFB) 등,배전반 및 전기 자동제어반 제조업,"인천광역시 서구 가좌로29번길 22, (가좌동, IBC센터) 1동 1층 107호",,2025-04-02
1799,가천씨앤텍(주),"CCTV, 방송기기(스피커), LED 전광판",방송장비 제조업 외 2 종,"인천광역시 서구 봉수대로 141, 2층 207 (가좌동) 2층 207호",032-465-4011,2025-04-02
1800,가현엔프라 제2공장(주),자동차부품,운송장비 조립용 플라스틱제품 제조업 외 1 종,인천광역시 서구 가좌동 539-14번지,032-575-4102,2025-04-02
1801,가현엔프라 제2공장(주),자동차부품,운송장비 조립용 플라스틱제품 제조업 외 1 종,인천광역시 서구 건지로109번길 13(석남동),032-576-3612,2025-04-02
1802,가현엔프라(주),정밀기어,주형 및 금형 제조업,인천광역시 서구 가좌동 539-13번지 외 1필지(539-14),032-576-3611,2025-04-02
1803,가화엔지니어링,일반산업기계,그 외 기타 일반목적용 기계 제조업,인천광역시 서구 보듬2로 21 (오류동),032-583-0667,2025-04-02
1804,가힐코스메틱,수성매니큐어,화장품 제조업,"인천광역시 서구 보듬로 158, 1층 검단지식산업센터 블루텍 128호 (오류동)",032-222-5151,2025-04-02
1805,갈렙이앤씨,"미용기기(고데기, 드라이기 등등)",기타 가정용 전기기기 제조업,"인천광역시 서구 파랑로 495, 2동 414호(청라동) 2동 414호 외 1필지",032-205-5852,2025-04-02
1806,갑목정공,금형,주형 및 금형 제조업,"인천광역시 서구 사렴로43번길 26 (경서동, A동)",032-676-7103,2025-04-02
1807,강문특수목재(주),"대일수출재,목조주주택자재,산업재",일반 제재업,"인천광역시 서구 마중로 73, 검단일반산업단지 9블럭 9롯트 (오류동)",032-569-6500,2025-04-02
1808,강서기업,불판,도금업 외 1 종,"인천광역시 서구 가람로 14, 3층 인천표면처리센터 코아텍 317호 (오류동)",032-585-6688,2025-04-02
1809,강성테크,반도체 제조용 기계,반도체 제조용 기계 제조업,"인천광역시 서구 파랑로 495, 1동 426호(청라동) 1동 426호 외 2필지",,2025-04-02
1810,강소㈜,소화기용 충전물,그 외 기타 분류 안된 화학제품 제조업,"인천광역시 서구 중봉대로 490, 224호 (청라동) 224호 외 3필지",,2025-04-02
1811,강순자김치,김치류,김치류 제조업,인천광역시 서구 소담로58번길 21(금곡동),032-566-2279,2025-04-02
1812,강우,LED램프,일반용 전기 조명장치 제조업,"인천광역시 서구 보듬로 158, (오류동, 블루텍) 1동 8층 815호",,2025-04-02
1813,강원테크,산업용 모니터케이스외,컴퓨터 모니터 제조업,인천광역시 서구 경서동 363-170번지,032-561-2631,2025-04-02
1814,강인천막산업,천막,"천막, 텐트 및 유사 제품 제조업","인천광역시 서구 중봉대로 390 (원창동, 성광산업)",032-574-7955,2025-04-02
1815,갤럭피아 트레이드,3D프린팅 제품,그 외 기타 달리 분류되지 않은 제품 제조업,"인천광역시 서구 파랑로 495, 2동 923호(청라동) 2동 923호",032-220-0888,2025-04-02
1816,거산하이테크,기계부품,금속 절삭기계 제조업 외 1 종,인천광역시 서구 가정로16번길 13 (가좌동),032-571-2012,2025-04-02
1817,거성가구갤러리,가구,그 외 기타 가구 제조업 외 1 종,"인천광역시 서구 백범로 804 (가좌동, 가좌동574-8)",032-573-9995,2025-04-02
1818,거성산업(주),"산업용 운반기게, 환경오염 방지 시설외, 태양광발전",기체 여과기 제조업 외 3 종,인천광역시 서구 마중3로 16 (오류동),032-564-4411,2025-04-02
1819,거성산업Gs&tap,"산업용/가정용 플라스틱, 콘센트","플라스틱 선, 봉, 관 및 호스 제조업 외 1 종",인천광역시 서구 백범로910번길 51 (가좌동),032-584-5650,2025-04-02
1820,거원정밀,"플라스틱물병캡, 전등커버, 자동차부품",그 외 기타 플라스틱 제품 제조업,인천광역시 서구 백범로810번길 26-4(가좌동),032-822-7717,2025-04-02
1821,건설철강(주),철강구조물 제작,육상 금속 골조 구조재 제조업,인천광역시 서구 마중3로 7 (오류동) 외 1필지,032-561-2915,2025-04-02
1822,건승라이프,냉방기,산업용 냉장 및 냉동 장비 제조업,인천광역시 서구 백범로 611 (가좌동) 1동 3층 320호,051-931-9001,2025-04-02
1823,건아 주식회사,"플라즈마, 금속 절삭기계관련부품",기체 여과기 제조업 외 1 종,인천광역시 서구 사렴로9번길 6 (경서동),032-567-3820,2025-04-02
1824,건아정보기술(주),금속기둥 및 제어기함체,구조용 금속 판제품 및 공작물 제조업,인천광역시 서구 도곡로 229(대곡동),02-2041-5511,2025-04-02
1825,건영철강(주),금속조립구조재,그 외 기타 금속가공업,인천광역시 서구 봉수대로277번길 8 (석남동),070-8856-9067,2025-04-02
1826,건일테크,"버너용부품, 밸브부품 등",절삭가공 및 유사처리업,"인천광역시 서구 봉수대로277번길 5-2, B동1층, C동1층(석남동)",032-573-0461,2025-04-02
1827,건창기업(주),칩보드 가공 LPM 접착,"목재 보존, 방부처리, 도장 및 유사 처리업",인천광역시 서구 도담5로 69 (오류동),032-813-8070,2025-04-02
1828,건창기업(주),"칩보드가공, LPM접착","목재 보존, 방부처리, 도장 및 유사 처리업",인천광역시 서구 도담5로 79(오류동),032-813-8070,2025-04-02
